time,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m
2024-07-11 08:00:00,284.14,307.285
2024-07-11 09:00:00,284.291,307.562
2024-07-11 10:00:00,284.152,308.303
2024-07-11 11:00:00,283.735,307.601
2024-07-11 12:00:00,283.024,306.511
2024-07-11 13:00:00,282.368,305.99
2024-07-11 14:00:00,281.727,305.393
2024-07-11 15:00:00,281.361,305.103
2024-07-11 16:00:00,281.613,305.075
2024-07-11 17:00:00,282.544,305.159
2024-07-11 18:00:00,283.639,305.173
2024-07-11 19:00:00,283.645,306.063
2024-07-11 20:00:00,283.62,306.506
2024-07-11 21:00:00,283.53,307.326
2024-07-11 22:00:00,283.5,307.981
2024-07-11 23:00:00,283.511,308.291
2024-07-12 00:00:00,283.568,308.004
2024-07-12 01:00:00,283.532,307.077
2024-07-12 02:00:00,283.476,306.494
2024-07-12 03:00:00,283.412,305.595
2024-07-12 04:00:00,283.305,305.03
2024-07-12 05:00:00,283.37,305.684
2024-07-12 06:00:00,283.384,305.619
2024-07-12 07:00:00,283.187,305.538
2024-07-12 08:00:00,283.046,305.655
2024-07-12 09:00:00,282.962,306.165
2024-07-12 10:00:00,282.832,305.91
2024-07-12 11:00:00,282.96,305.493
2024-07-12 12:00:00,282.788,306.985
2024-07-12 13:00:00,282.445,307.433
2024-07-12 14:00:00,282.445,306.795
2024-07-12 15:00:00,282.488,306.232
2024-07-12 16:00:00,282.644,306.398
2024-07-12 17:00:00,282.385,306.873
2024-07-12 18:00:00,281.924,306.907
2024-07-12 19:00:00,281.459,307.111
2024-07-12 20:00:00,280.859,307.165
2024-07-12 21:00:00,281.309,306.921
2024-07-12 22:00:00,281.488,306.612
2024-07-12 23:00:00,281.577,306.703
2024-07-13 00:00:00,281.446,306.747
2024-07-13 01:00:00,281.565,307.34
2024-07-13 02:00:00,281.21,307.982
2024-07-13 03:00:00,280.258,308.343
2024-07-13 04:00:00,279.193,308.216
2024-07-13 05:00:00,278.078,307.578
2024-07-13 06:00:00,278.564,307.094
2024-07-13 07:00:00,279.308,306.861
2024-07-13 08:00:00,278.821,306.837
2024-07-13 09:00:00,280.291,306.701
2024-07-13 10:00:00,281.075,306.773
2024-07-13 11:00:00,281.381,306.398
2024-07-13 12:00:00,281.403,305.954
2024-07-13 13:00:00,281.189,305.607
2024-07-13 14:00:00,281.03,305.346
2024-07-13 15:00:00,280.774,305.433
2024-07-13 16:00:00,280.228,305.546
2024-07-13 17:00:00,278.088,305.683
2024-07-13 18:00:00,278.194,305.639
2024-07-13 19:00:00,278.983,305.117
2024-07-13 20:00:00,278.452,305.213
2024-07-13 21:00:00,278.52,305.315
2024-07-13 22:00:00,278.917,305.299
2024-07-13 23:00:00,279.424,305.409
2024-07-14 00:00:00,279.783,305.494
2024-07-14 01:00:00,279.859,305.518
2024-07-14 02:00:00,279.912,305.635
2024-07-14 03:00:00,279.943,305.844
2024-07-14 04:00:00,279.638,305.581
2024-07-14 05:00:00,278.959,305.389
2024-07-14 06:00:00,278.605,305.201
2024-07-14 07:00:00,279.103,304.92
2024-07-14 08:00:00,279.42,304.733
2024-07-14 09:00:00,279.878,304.217
2024-07-14 10:00:00,280.557,303.909
2024-07-14 11:00:00,281.671,303.186
2024-07-14 12:00:00,280.921,302.828
2024-07-14 13:00:00,280.722,303.057
2024-07-14 14:00:00,280.944,303.149
2024-07-14 15:00:00,280.875,303.353
2024-07-14 16:00:00,280.817,303.095
2024-07-14 17:00:00,280.615,303.137
2024-07-14 18:00:00,279.799,302.574
2024-07-14 19:00:00,279.366,302.382
2024-07-14 20:00:00,279.776,301.627
2024-07-14 21:00:00,279.767,300.924
2024-07-14 22:00:00,279.71,300.751
2024-07-14 23:00:00,279.45,301.126
2024-07-15 00:00:00,279.669,302.203
2024-07-15 01:00:00,280.077,302.816
2024-07-15 02:00:00,280.364,303.29
2024-07-15 03:00:00,280.616,303.588
2024-07-15 04:00:00,280.355,303.789
2024-07-15 05:00:00,280.211,303.716
2024-07-15 06:00:00,279.951,303.672
2024-07-15 07:00:00,279.757,303.403
2024-07-15 08:00:00,280.18,303.102
2024-07-15 09:00:00,280.396,302.669
2024-07-15 10:00:00,280.248,302.378
2024-07-15 11:00:00,280.277,301.969
2024-07-15 12:00:00,281.267,301.714
2024-07-15 13:00:00,281.143,301.232
2024-07-15 14:00:00,281.113,300.953
2024-07-15 15:00:00,281.612,300.758
2024-07-15 16:00:00,281.58,300.777
2024-07-15 17:00:00,279.858,300.826
2024-07-15 18:00:00,278.656,300.868
2024-07-15 19:00:00,277.521,299.881
2024-07-15 20:00:00,276.59,299.208
2024-07-15 21:00:00,276.801,299.124
2024-07-15 22:00:00,276.934,299.013
2024-07-15 23:00:00,276.697,299.113
2024-07-16 00:00:00,276.305,299.352
2024-07-16 01:00:00,276.26,299.827
2024-07-16 02:00:00,277.299,300.143
2024-07-16 03:00:00,277.84,301.511
2024-07-16 04:00:00,277.851,301.964
2024-07-16 05:00:00,277.985,302.015
2024-07-16 06:00:00,278.377,301.947
2024-07-16 07:00:00,278.513,301.733
2024-07-16 08:00:00,278.221,301.332
2024-07-16 09:00:00,277.232,301.205
2024-07-16 10:00:00,277.486,300.987
2024-07-16 11:00:00,278.47,300.763
2024-07-16 12:00:00,278.851,300.468
2024-07-16 13:00:00,279.294,300.119
2024-07-16 14:00:00,279.385,299.849
2024-07-16 15:00:00,279.42,300.037
2024-07-16 16:00:00,278.079,300.242
2024-07-16 17:00:00,276.558,300.302
2024-07-16 18:00:00,276.752,299.33
2024-07-16 19:00:00,275.606,298.161
2024-07-16 20:00:00,276.497,297.63
2024-07-16 21:00:00,276.033,297.679
2024-07-16 22:00:00,275.169,297.654
2024-07-16 23:00:00,275.221,297.807
2024-07-17 00:00:00,276.013,297.977
2024-07-17 01:00:00,276.336,298.101
2024-07-17 02:00:00,276.561,299.153
2024-07-17 03:00:00,276.971,300.027
2024-07-17 04:00:00,276.862,300.496
2024-07-17 05:00:00,276.507,300.169
2024-07-17 06:00:00,275.827,299.938
2024-07-17 07:00:00,275.882,299.678
2024-07-17 08:00:00,276.214,299.407
2024-07-17 09:00:00,276.589,299.325
2024-07-17 10:00:00,277.342,299.256
2024-07-17 11:00:00,278.034,299.571
2024-07-17 12:00:00,278.305,300.035
2024-07-17 13:00:00,278.309,299.57
2024-07-17 14:00:00,278.338,299.028
2024-07-17 15:00:00,278.136,298.923
2024-07-17 16:00:00,278.172,299.328
2024-07-17 17:00:00,277.67,298.999
2024-07-17 18:00:00,276.295,297.917
2024-07-17 19:00:00,275.356,296.855
2024-07-17 20:00:00,275.999,296.239
2024-07-17 21:00:00,274.782,295.432
2024-07-17 22:00:00,274.35,294.854
2024-07-17 23:00:00,273.817,294.504
2024-07-18 00:00:00,273.626,294.298
2024-07-18 01:00:00,274.212,294.698
2024-07-18 02:00:00,275.394,295.836
2024-07-18 03:00:00,275.922,296.136
2024-07-18 04:00:00,276.181,296.516
2024-07-18 05:00:00,275.796,297.588
2024-07-18 06:00:00,275.923,297.901
2024-07-18 07:00:00,275.954,297.899
2024-07-18 08:00:00,275.836,298.42
2024-07-18 09:00:00,276.18,297.858
2024-07-18 10:00:00,276.29,297.798
2024-07-18 11:00:00,276.566,298.584
2024-07-18 12:00:00,276.858,299.046
2024-07-18 13:00:00,277.086,299.738
2024-07-18 14:00:00,277.236,300.077
2024-07-18 15:00:00,277.179,299.956
2024-07-18 16:00:00,276.619,299.876
2024-07-18 17:00:00,276.358,299.243
2024-07-18 18:00:00,276.105,298.309
2024-07-18 19:00:00,274.995,297.058
2024-07-18 20:00:00,275.034,295.621
2024-07-18 21:00:00,274.833,294.696
2024-07-18 22:00:00,273.19,294.283
2024-07-18 23:00:00,272.876,293.815
2024-07-19 00:00:00,272.952,293.577
2024-07-19 01:00:00,273.423,293.674
2024-07-19 02:00:00,274.276,294.053
2024-07-19 03:00:00,274.831,294.919
2024-07-19 04:00:00,274.19,295.212
2024-07-19 05:00:00,274.094,295.91
2024-07-19 06:00:00,273.896,296.586
2024-07-19 07:00:00,274.444,296.362
2024-07-19 08:00:00,275.658,296.494
2024-07-19 09:00:00,276.057,296.749
2024-07-19 10:00:00,276.168,296.743
2024-07-19 11:00:00,276.317,296.582
2024-07-19 12:00:00,275.841,296.497
2024-07-19 13:00:00,275.498,296.225
2024-07-19 14:00:00,275.653,296.088
2024-07-19 15:00:00,275.961,295.952
2024-07-19 16:00:00,275.999,295.955
2024-07-19 17:00:00,275.39,296.069
2024-07-19 18:00:00,275.853,295.64
2024-07-19 19:00:00,275.377,294.893
2024-07-19 20:00:00,274.248,293.869
2024-07-19 21:00:00,273.511,292.988
2024-07-19 22:00:00,272.288,292.821
2024-07-19 23:00:00,270.191,292.322
2024-07-20 00:00:00,271.126,291.808
2024-07-20 01:00:00,271.888,291.823
2024-07-20 02:00:00,272.187,292.361
2024-07-20 03:00:00,272.976,292.994
2024-07-20 04:00:00,273.321,293.478
2024-07-20 05:00:00,273.252,294.13
2024-07-20 06:00:00,273.934,294.79
2024-07-20 07:00:00,274.068,295.45
2024-07-20 08:00:00,273.7,295.885
2024-07-20 09:00:00,273.577,296.223
2024-07-20 10:00:00,273.761,296.569
2024-07-20 11:00:00,273.849,296.296
2024-07-20 12:00:00,273.822,296.519
2024-07-20 13:00:00,274.032,297.042
2024-07-20 14:00:00,274.241,296.846
2024-07-20 15:00:00,274.351,298.032
2024-07-20 16:00:00,274.326,298.378
2024-07-20 17:00:00,274.23,298.758
2024-07-20 18:00:00,273.877,298.251
2024-07-20 19:00:00,273.654,296.904
2024-07-20 20:00:00,271.603,295.944
2024-07-20 21:00:00,271.292,294.54
2024-07-20 22:00:00,272.599,293.435
2024-07-20 23:00:00,270.9,292.937
2024-07-21 00:00:00,267.701,292.699
2024-07-21 01:00:00,266.575,292.684
2024-07-21 02:00:00,266.584,292.861
2024-07-21 03:00:00,267.474,293.285
2024-07-21 04:00:00,269.978,293.818
2024-07-21 05:00:00,271.886,294.899
2024-07-21 06:00:00,271.335,295.945
2024-07-21 07:00:00,269.927,296.266
2024-07-21 08:00:00,270.762,296.703
2024-07-21 09:00:00,271.418,297.552
2024-07-21 10:00:00,271.842,297.491
2024-07-21 11:00:00,271.881,297.431
2024-07-21 12:00:00,271.898,297.377
2024-07-21 13:00:00,271.87,297.322
2024-07-21 14:00:00,272.298,297.452
2024-07-21 15:00:00,272.959,297.605
2024-07-21 16:00:00,273.217,297.726
2024-07-21 17:00:00,273.314,297.844
2024-07-21 18:00:00,273.102,297.833
2024-07-21 19:00:00,272.402,297.617
2024-07-21 20:00:00,271.057,296.446
2024-07-21 21:00:00,270.545,295.365
2024-07-21 22:00:00,269.957,293.858
2024-07-21 23:00:00,270.739,292.771
2024-07-22 00:00:00,268.109,292.255
2024-07-22 01:00:00,265.646,291.961
2024-07-22 02:00:00,265.203,292.206
2024-07-22 03:00:00,265.272,292.723
2024-07-22 04:00:00,266.183,293.542
2024-07-22 05:00:00,268.64,294.466
2024-07-22 06:00:00,270.786,294.924
2024-07-22 07:00:00,270.235,295.289
2024-07-22 08:00:00,270.565,295.519
2024-07-22 09:00:00,271.107,296.032
2024-07-22 10:00:00,271.416,296.075
2024-07-22 11:00:00,271.641,295.99
2024-07-22 12:00:00,271.603,295.638
2024-07-22 13:00:00,271.335,295.356
2024-07-22 14:00:00,270.826,295.157
2024-07-22 15:00:00,270.706,294.55
2024-07-22 16:00:00,271.44,294.08
2024-07-22 17:00:00,272.152,294.013
2024-07-22 18:00:00,272.094,294.025
2024-07-22 19:00:00,271.734,294.288
2024-07-22 20:00:00,270.586,294.755
2024-07-22 21:00:00,271.178,294.436
2024-07-22 22:00:00,269.351,293.643
2024-07-22 23:00:00,269.748,292.498
2024-07-23 00:00:00,268.404,291.952
2024-07-23 01:00:00,265.307,291.688
2024-07-23 02:00:00,264.425,288.804
2024-07-23 03:00:00,264.683,288.159
2024-07-23 04:00:00,265.254,288.736
2024-07-23 05:00:00,265.997,289.233
2024-07-23 06:00:00,267.914,289.539
2024-07-23 07:00:00,269.742,289.801
2024-07-23 08:00:00,269.374,290.055
2024-07-23 09:00:00,269.222,290.341
2024-07-23 10:00:00,269.306,291.805
2024-07-23 11:00:00,269.425,292.293
2024-07-23 12:00:00,269.391,292.498
2024-07-23 13:00:00,269.474,292.59
2024-07-23 14:00:00,269.729,291.935
2024-07-23 15:00:00,270.166,291.566
2024-07-23 16:00:00,270.247,291.81
2024-07-23 17:00:00,269.848,291.827
2024-07-23 18:00:00,270.108,291.911
2024-07-23 19:00:00,270.013,292.211
2024-07-23 20:00:00,269.829,292.4
2024-07-23 21:00:00,270.44,292.102
2024-07-23 22:00:00,268.672,292.876
2024-07-23 23:00:00,267.948,291.661
2024-07-24 00:00:00,268.405,290.507
2024-07-24 01:00:00,267.159,290.311
2024-07-24 02:00:00,264.393,288.48
2024-07-24 03:00:00,263.752,287.274
2024-07-24 04:00:00,264.142,287.446
2024-07-24 05:00:00,264.916,288.361
2024-07-24 06:00:00,265.781,288.747
2024-07-24 07:00:00,267.618,288.544
2024-07-24 08:00:00,268.449,288.861
2024-07-24 09:00:00,267.816,288.58
2024-07-24 10:00:00,267.685,289.334
2024-07-24 11:00:00,267.235,288.673
2024-07-24 12:00:00,266.837,288.594
2024-07-24 13:00:00,266.132,288.968
2024-07-24 14:00:00,266.017,289.74
2024-07-24 15:00:00,266.809,289.046
2024-07-24 16:00:00,267.212,288.008
2024-07-24 17:00:00,268.001,288.571
2024-07-24 18:00:00,268.504,288.727
2024-07-24 19:00:00,268.563,288.801
2024-07-24 20:00:00,268.704,288.731
2024-07-24 21:00:00,268.592,288.014
2024-07-24 22:00:00,268.129,288.592
2024-07-24 23:00:00,266.794,288.964
2024-07-25 00:00:00,267.411,288.593
2024-07-25 01:00:00,266.717,286.802
2024-07-25 02:00:00,265.012,284.783
2024-07-25 03:00:00,263.302,285.352
2024-07-25 04:00:00,262.935,285.852
2024-07-25 05:00:00,263.342,285.434
2024-07-25 06:00:00,264.356,285.909
2024-07-25 07:00:00,264.932,286.61
2024-07-25 08:00:00,266.396,286.431
2024-07-25 09:00:00,267.495,286.872
2024-07-25 10:00:00,267.127,287.683
2024-07-25 11:00:00,266.823,287.278
2024-07-25 12:00:00,266.398,285.519
2024-07-25 13:00:00,265.269,283.967
2024-07-25 14:00:00,265.091,283.725
2024-07-25 15:00:00,266.042,283.515
2024-07-25 16:00:00,266.493,283.458
2024-07-25 17:00:00,266.394,284.613
2024-07-25 18:00:00,267.191,285.852
2024-07-25 19:00:00,267.79,285.951
2024-07-25 20:00:00,267.852,286.559
2024-07-25 21:00:00,267.659,288.32
2024-07-25 22:00:00,267.208,290.208
2024-07-25 23:00:00,266.665,291.302
2024-07-26 00:00:00,266.278,292.403
2024-07-26 01:00:00,266.754,294.158
2024-07-26 02:00:00,265.817,295.579
2024-07-26 03:00:00,264.785,294.748
2024-07-26 04:00:00,263.749,294.35
2024-07-26 05:00:00,263.909,294.899
2024-07-26 06:00:00,264.68,295.256
2024-07-26 07:00:00,264.845,296.91
2024-07-26 08:00:00,266.329,301.034
2024-07-26 09:00:00,267.338,307.177
2024-07-26 10:00:00,267.217,311.567
2024-07-26 11:00:00,267.373,309.444
2024-07-26 12:00:00,267.273,307.914
2024-07-26 13:00:00,266.851,308.061
2024-07-26 14:00:00,265.543,307.507
2024-07-26 15:00:00,265.97,304.41
2024-07-26 16:00:00,265.554,300.362
2024-07-26 17:00:00,264.605,297.197
2024-07-26 18:00:00,264.403,295.349
2024-07-26 19:00:00,264.569,294.658
2024-07-26 20:00:00,265.189,297.834
2024-07-26 21:00:00,265.938,301.783
2024-07-26 22:00:00,266.477,306.583
2024-07-26 23:00:00,266.083,307.346
2024-07-27 00:00:00,265.828,306.697
2024-07-27 01:00:00,265.698,306.179
2024-07-27 02:00:00,264.97,303.898
2024-07-27 03:00:00,263.921,298.892
2024-07-27 04:00:00,263.216,296.648
2024-07-27 05:00:00,262.91,295.111
2024-07-27 06:00:00,263.035,295.66
2024-07-27 07:00:00,263.522,297.697
2024-07-27 08:00:00,264.393,299.433
2024-07-27 09:00:00,265.612,301.808
2024-07-27 10:00:00,265.351,304.448
2024-07-27 11:00:00,265.65,303.914
2024-07-27 12:00:00,265.557,302.332
2024-07-27 13:00:00,265.25,302.471
2024-07-27 14:00:00,264.12,304.784
2024-07-27 15:00:00,264.767,303.566
2024-07-27 16:00:00,264.285,297.862
2024-07-27 17:00:00,263.328,293.516
2024-07-27 18:00:00,262.728,292.267
2024-07-27 19:00:00,262.363,290.749
2024-07-27 20:00:00,262.604,290.102
2024-07-27 21:00:00,262.95,289.881
2024-07-27 22:00:00,263.222,293.46
2024-07-27 23:00:00,263.702,298.912
2024-07-28 00:00:00,264.268,302.981
2024-07-28 01:00:00,264.21,302.878
2024-07-28 02:00:00,264.29,301.594
2024-07-28 03:00:00,264.145,302.207
2024-07-28 04:00:00,263.742,304.149
2024-07-28 05:00:00,263.209,303.151
2024-07-28 06:00:00,262.665,301.582
2024-07-28 07:00:00,262.644,301.257
2024-07-28 08:00:00,263.511,301.35
2024-07-28 09:00:00,264.18,300.782
2024-07-28 10:00:00,263.887,299.3
2024-07-28 11:00:00,265.089,297.436
2024-07-28 12:00:00,265.48,296.106
2024-07-28 13:00:00,265.449,294.704
2024-07-28 14:00:00,265.2,293.558
2024-07-28 15:00:00,264.319,293.533
2024-07-28 16:00:00,263.452,295.037
2024-07-28 17:00:00,262.671,297.264
2024-07-28 18:00:00,261.945,299.133
2024-07-28 19:00:00,261.897,296.515
2024-07-28 20:00:00,262.475,295.513
2024-07-28 21:00:00,262.966,295.703
2024-07-28 22:00:00,263.209,297.017
2024-07-28 23:00:00,263.4,297.455
2024-07-29 00:00:00,263.836,296.1
2024-07-29 01:00:00,263.645,295.924
2024-07-29 02:00:00,263.315,296.24
2024-07-29 03:00:00,263.208,294.951
2024-07-29 04:00:00,263.226,293.553
2024-07-29 05:00:00,263.064,293.488
2024-07-29 06:00:00,263.03,293.239
2024-07-29 07:00:00,263.087,292.25
2024-07-29 08:00:00,263.305,291.984
2024-07-29 09:00:00,263.278,291.564
2024-07-29 10:00:00,263.529,291.532
2024-07-29 11:00:00,264.173,291.354
2024-07-29 12:00:00,264.381,290.533
2024-07-29 13:00:00,264.298,290.541
2024-07-29 14:00:00,264.125,290.161
2024-07-29 15:00:00,263.619,289.236
2024-07-29 16:00:00,262.785,288.262
2024-07-29 17:00:00,262.019,287.536
2024-07-29 18:00:00,261.883,286.571
2024-07-29 19:00:00,261.976,285.867
2024-07-29 20:00:00,261.766,285.159
2024-07-29 21:00:00,261.655,284.737
2024-07-29 22:00:00,262.132,284.511
2024-07-29 23:00:00,262.699,284.217
2024-07-30 00:00:00,263.089,284.057
2024-07-30 01:00:00,263.194,283.669
2024-07-30 02:00:00,262.923,283.827
2024-07-30 03:00:00,262.634,284.003
2024-07-30 04:00:00,262.248,283.952
2024-07-30 05:00:00,261.963,283.356
2024-07-30 06:00:00,261.537,283.236
2024-07-30 07:00:00,261.465,282.886
2024-07-30 08:00:00,261.488,282.776
2024-07-30 09:00:00,261.928,282.615
2024-07-30 10:00:00,262.145,282.39
2024-07-30 11:00:00,262.505,282.349
2024-07-30 12:00:00,262.816,282.016
2024-07-30 13:00:00,262.792,281.807
2024-07-30 14:00:00,262.679,281.37
2024-07-30 15:00:00,262.284,280.763
2024-07-30 16:00:00,261.691,280.412
2024-07-30 17:00:00,261.093,279.784
2024-07-30 18:00:00,260.667,279.026
2024-07-30 19:00:00,260.329,278.199
2024-07-30 20:00:00,260.028,277.552
2024-07-30 21:00:00,259.32,277.443
2024-07-30 22:00:00,258.968,277.579
2024-07-30 23:00:00,258.966,278.085
2024-07-31 00:00:00,259.286,278.502
2024-07-31 01:00:00,259.946,279.034
2024-07-31 02:00:00,260.616,279.908
2024-07-31 03:00:00,260.764,280.218
2024-07-31 04:00:00,260.455,280.069
2024-07-31 05:00:00,260.14,279.918
2024-07-31 06:00:00,260.679,279.129
2024-07-31 07:00:00,260.924,278.692
2024-07-31 08:00:00,260.702,278.312
2024-07-31 09:00:00,260.897,278.057
2024-07-31 10:00:00,260.914,277.995
2024-07-31 11:00:00,261.062,278.11
2024-07-31 12:00:00,261.322,278.558
2024-07-31 13:00:00,261.575,278.557
2024-07-31 14:00:00,261.732,278.641
2024-07-31 15:00:00,261.802,278.683
2024-07-31 16:00:00,261.655,278.504
2024-07-31 17:00:00,260.81,277.717
2024-07-31 18:00:00,259.642,277.375
2024-07-31 19:00:00,259.555,277.057
2024-07-31 20:00:00,259.508,277.316
2024-07-31 21:00:00,258.796,277.386
2024-07-31 22:00:00,258.438,277.038
2024-07-31 23:00:00,258.339,277.005
2024-08-01 00:00:00,258.442,279.768
2024-08-01 01:00:00,258.788,279.845
2024-08-01 02:00:00,259.128,279.54
2024-08-01 03:00:00,259.289,280.034
2024-08-01 04:00:00,259.193,280.141
2024-08-01 05:00:00,259.033,280.032
2024-08-01 06:00:00,259.065,280.267
2024-08-01 07:00:00,259.358,280.542
2024-08-01 08:00:00,259.527,278.682
2024-08-01 09:00:00,259.47,277.209
2024-08-01 10:00:00,259.654,276.101
2024-08-01 11:00:00,259.922,276.91
2024-08-01 12:00:00,260.549,277.664
2024-08-01 13:00:00,260.799,278.274
2024-08-01 14:00:00,260.995,278.643
2024-08-01 15:00:00,260.791,279.054
2024-08-01 16:00:00,260.555,279.137
2024-08-01 17:00:00,260.431,279.88
2024-08-01 18:00:00,259.299,280.039
2024-08-01 19:00:00,258.912,279.621
2024-08-01 20:00:00,258.678,280.4
2024-08-01 21:00:00,257.651,280.694
2024-08-01 22:00:00,257.152,281.802
2024-08-01 23:00:00,257.117,281.929
2024-08-02 00:00:00,257.214,282.993
2024-08-02 01:00:00,257.248,283.617
2024-08-02 02:00:00,257.539,284.262
2024-08-02 03:00:00,258.036,285.407
2024-08-02 04:00:00,258.536,286.207
2024-08-02 05:00:00,258.58,286.918
2024-08-02 06:00:00,258.477,287.258
2024-08-02 07:00:00,258.633,287.898
2024-08-02 08:00:00,258.623,287.473
2024-08-02 09:00:00,258.674,286.424
2024-08-02 10:00:00,258.658,285.21
2024-08-02 11:00:00,258.519,283.483
2024-08-02 12:00:00,258.369,282.445
2024-08-02 13:00:00,258.514,282.708
2024-08-02 14:00:00,259.215,282.821
2024-08-02 15:00:00,259.525,283.118
2024-08-02 16:00:00,259.32,283.087
2024-08-02 17:00:00,259.223,282.721
2024-08-02 18:00:00,258.397,282.276
2024-08-02 19:00:00,258.19,281.621
2024-08-02 20:00:00,258.05,282.036
2024-08-02 21:00:00,256.911,282.61
2024-08-02 22:00:00,256.288,283.089
2024-08-02 23:00:00,256.177,282.999
2024-08-03 00:00:00,256.206,283.226
2024-08-03 01:00:00,256.338,284.824
2024-08-03 02:00:00,256.222,285.225
2024-08-03 03:00:00,256.378,285.337
2024-08-03 04:00:00,256.658,285.519
2024-08-03 05:00:00,257.065,285.386
2024-08-03 06:00:00,257.613,284.455
2024-08-03 07:00:00,257.799,284.902
2024-08-03 08:00:00,257.894,284.186
2024-08-03 09:00:00,257.817,283.699
2024-08-03 10:00:00,257.804,283.288
2024-08-03 11:00:00,257.754,282.671
2024-08-03 12:00:00,257.813,282.396
2024-08-03 13:00:00,257.793,281.521
2024-08-03 14:00:00,257.714,281.217
2024-08-03 15:00:00,257.652,280.926
2024-08-03 16:00:00,257.453,281.937
2024-08-03 17:00:00,257.341,282.013
2024-08-03 18:00:00,257.529,283.755
2024-08-03 19:00:00,257.504,285.518
2024-08-03 20:00:00,257.324,287.122
2024-08-03 21:00:00,256.107,286.754
2024-08-03 22:00:00,255.538,286.271
2024-08-03 23:00:00,255.449,285.834
2024-08-04 00:00:00,255.008,286.959
2024-08-04 01:00:00,254.801,284.766
2024-08-04 02:00:00,254.874,284.665
2024-08-04 03:00:00,255.075,284.926
2024-08-04 04:00:00,255.144,285.363
2024-08-04 05:00:00,255.224,285.206
2024-08-04 06:00:00,255.408,284.927
2024-08-04 07:00:00,255.627,284.495
2024-08-04 08:00:00,256.019,284.163
2024-08-04 09:00:00,255.992,283.17
2024-08-04 10:00:00,256.17,281.629
2024-08-04 11:00:00,256.178,281.089
2024-08-04 12:00:00,256.206,280.171
2024-08-04 13:00:00,256.213,279.737
2024-08-04 14:00:00,256.31,280.933
2024-08-04 15:00:00,256.485,281.799
2024-08-04 16:00:00,256.754,283.312
2024-08-04 17:00:00,256.892,285.597
2024-08-04 18:00:00,256.839,288.576
2024-08-04 19:00:00,256.766,289.383
2024-08-04 20:00:00,256.166,292.043
2024-08-04 21:00:00,255.722,292.126
2024-08-04 22:00:00,255.078,289.943
2024-08-04 23:00:00,254.884,285.841
2024-08-05 00:00:00,254.694,286.525
2024-08-05 01:00:00,254.537,287.771
2024-08-05 02:00:00,254.487,286.727
2024-08-05 03:00:00,254.499,286.008
2024-08-05 04:00:00,254.401,285.689
2024-08-05 05:00:00,254.537,284.747
2024-08-05 06:00:00,254.702,284.492
2024-08-05 07:00:00,255.091,285.403
2024-08-05 08:00:00,255.093,287.01
2024-08-05 09:00:00,255.377,285.467
2024-08-05 10:00:00,255.314,284.773
2024-08-05 11:00:00,255.353,283.946
2024-08-05 12:00:00,255.371,283.077
2024-08-05 13:00:00,255.33,282.637
2024-08-05 14:00:00,255.225,281.915
2024-08-05 15:00:00,255.413,280.603
2024-08-05 16:00:00,255.969,281.167
2024-08-05 17:00:00,256.074,282.183
2024-08-05 18:00:00,256.028,282.298
2024-08-05 19:00:00,255.982,282.807
2024-08-05 20:00:00,255.939,282.86
2024-08-05 21:00:00,255.339,284.651
2024-08-05 22:00:00,254.771,282.406
2024-08-05 23:00:00,254.362,283.459
2024-08-06 00:00:00,254.094,281.074
2024-08-06 01:00:00,253.927,280.908
2024-08-06 02:00:00,253.725,280.4
2024-08-06 03:00:00,253.727,280.431
2024-08-06 04:00:00,253.801,279.885
2024-08-06 05:00:00,253.989,280.537
2024-08-06 06:00:00,254.125,280.649
2024-08-06 07:00:00,254.6,281.682
2024-08-06 08:00:00,255.052,281.503
2024-08-06 09:00:00,254.969,281.13
2024-08-06 10:00:00,254.733,280.904
2024-08-06 11:00:00,254.528,280.493
2024-08-06 12:00:00,254.53,278.575
2024-08-06 13:00:00,254.386,277.693
2024-08-06 14:00:00,254.498,277.841
2024-08-06 15:00:00,254.645,277.629
2024-08-06 16:00:00,254.941,278.443
2024-08-06 17:00:00,255.092,279.876
2024-08-06 18:00:00,254.888,280.841
2024-08-06 19:00:00,254.78,281.647
2024-08-06 20:00:00,254.7,282.576
2024-08-06 21:00:00,254.718,283.008
2024-08-06 22:00:00,254.896,284.16
2024-08-06 23:00:00,254.524,283.336
2024-08-07 00:00:00,253.58,283.614
2024-08-07 01:00:00,253.267,287.123
2024-08-07 02:00:00,253.108,284.205
2024-08-07 03:00:00,253.145,282.199
2024-08-07 04:00:00,253.268,279.832
2024-08-07 05:00:00,253.371,279.002
2024-08-07 06:00:00,253.735,281.362
2024-08-07 07:00:00,254.143,282.585
2024-08-07 08:00:00,254.233,282.939
2024-08-07 09:00:00,254.248,281.675
2024-08-07 10:00:00,254.182,282.309
2024-08-07 11:00:00,254.325,282.479
2024-08-07 12:00:00,254.205,282.082
2024-08-07 13:00:00,254.122,280.833
2024-08-07 14:00:00,254.088,280.325
2024-08-07 15:00:00,254.191,280.587
2024-08-07 16:00:00,254.223,281.356
2024-08-07 17:00:00,254.056,282.016
2024-08-07 18:00:00,253.839,283.043
2024-08-07 19:00:00,253.683,283.347
2024-08-07 20:00:00,253.602,284.76
2024-08-07 21:00:00,253.528,286.813
2024-08-07 22:00:00,253.688,285.497
2024-08-07 23:00:00,254.0,287.252
2024-08-08 00:00:00,253.905,288.462
