time,15ckp9a_an11_0922m,15ckp9a_an9_0377m,15ckp9a_an9_0672m,15ckp9a_lrcp_scal,15ckp9a_s37_0378m
2015-10-03 05:00:00,0.221,0.719,0.357,0.67,0.764
2015-10-03 06:00:00,0.104,0.696,0.287,0.657,0.732
2015-10-03 07:00:00,0.033,0.696,0.31,0.657,0.737
2015-10-03 08:00:00,0.104,0.696,0.31,0.653,0.738
2015-10-03 09:00:00,0.056,0.696,0.287,0.65,0.737
2015-10-03 10:00:00,0.08,0.696,0.287,0.657,0.737
2015-10-03 11:00:00,0.08,0.696,0.287,0.66,0.739
2015-10-03 12:00:00,0.056,0.696,0.31,0.66,0.738
2015-10-03 13:00:00,0.056,0.696,0.287,0.667,0.737
2015-10-03 14:00:00,0.056,0.719,0.334,0.663,0.758
2015-10-03 15:00:00,0.033,0.696,0.334,0.66,0.751
2015-10-03 16:00:00,0.056,0.696,0.334,0.66,0.739
2015-10-03 17:00:00,0.033,0.696,0.31,0.653,0.74
2015-10-03 18:00:00,0.009,0.696,0.31,0.657,0.74
2015-10-03 19:00:00,0.009,0.696,0.334,0.667,0.739
2015-10-03 20:00:00,0.033,0.719,0.334,0.663,0.753
2015-10-03 21:00:00,0.009,0.696,0.334,0.66,0.749
2015-10-03 22:00:00,0.009,0.696,0.287,0.66,0.745
2015-10-03 23:00:00,0.009,0.696,0.31,0.66,0.749
2015-10-04 00:00:00,0.009,0.696,0.31,0.647,0.74
2015-10-04 01:00:00,0.033,0.672,0.31,0.627,0.712
2015-10-04 02:00:00,0.009,0.649,0.31,0.62,0.692
2015-10-04 03:00:00,0.009,0.649,0.31,0.62,0.707
2015-10-04 04:00:00,0.009,0.649,0.334,0.62,0.705
2015-10-04 05:00:00,0.009,0.649,0.334,0.627,0.706
2015-10-04 06:00:00,0.009,0.672,0.334,0.63,0.72
2015-10-04 07:00:00,0.056,0.672,0.334,0.643,0.719
2015-10-04 08:00:00,0.056,0.696,0.31,0.657,0.749
2015-10-04 09:00:00,0.056,0.719,0.31,0.66,0.758
2015-10-04 10:00:00,0.009,0.696,0.31,0.66,0.752
2015-10-04 11:00:00,0.056,0.719,0.31,0.667,0.756
2015-10-04 12:00:00,0.056,0.719,0.31,0.663,0.757
2015-10-04 13:00:00,0.056,0.672,0.31,0.653,0.725
2015-10-04 14:00:00,0.08,0.696,0.287,0.657,0.731
2015-10-04 15:00:00,0.056,0.719,0.287,0.66,0.751
2015-10-04 16:00:00,0.033,0.696,0.287,0.66,0.748
2015-10-04 17:00:00,0.033,0.719,0.263,0.66,0.755
2015-10-04 18:00:00,0.033,0.696,0.263,0.66,0.75
2015-10-04 19:00:00,0.056,0.696,0.287,0.667,0.745
2015-10-04 20:00:00,0.033,0.696,0.287,0.663,0.734
2015-10-04 21:00:00,0.033,0.696,0.287,0.66,0.741
2015-10-04 22:00:00,0.033,0.696,0.287,0.66,0.748
2015-10-04 23:00:00,0.009,0.696,0.287,0.66,0.749
2015-10-05 00:00:00,-0.014,0.696,0.287,0.66,0.746
2015-10-05 01:00:00,-0.014,0.696,0.287,0.66,0.74
2015-10-05 02:00:00,-0.038,0.696,0.287,0.66,0.737
2015-10-05 03:00:00,-0.061,0.696,0.287,0.66,0.738
2015-10-05 04:00:00,-0.038,0.719,0.287,0.667,0.754
2015-10-05 05:00:00,-0.038,0.696,0.287,0.663,0.746
2015-10-05 06:00:00,-0.038,0.696,0.287,0.647,0.74
2015-10-05 07:00:00,-0.038,0.696,0.287,0.647,0.727
2015-10-05 08:00:00,0.009,0.696,0.287,0.65,0.734
2015-10-05 09:00:00,0.009,0.696,0.287,0.643,0.727
2015-10-05 10:00:00,0.009,0.672,0.287,0.64,0.724
2015-10-05 11:00:00,0.033,0.672,0.287,0.64,0.725
2015-10-05 12:00:00,0.033,0.672,0.287,0.647,0.724
2015-10-05 13:00:00,0.033,0.696,0.287,0.65,0.729
2015-10-05 14:00:00,0.033,0.696,0.287,0.657,0.732
2015-10-05 15:00:00,0.056,0.696,0.287,0.66,0.735
2015-10-05 16:00:00,0.056,0.696,0.287,0.653,0.732
2015-10-05 17:00:00,0.033,0.696,0.287,0.643,0.732
2015-10-05 18:00:00,0.033,0.696,0.287,0.647,0.73
2015-10-05 19:00:00,0.033,0.696,0.263,0.65,0.737
2015-10-05 20:00:00,0.033,0.696,0.263,0.63,0.735
2015-10-05 21:00:00,0.033,0.649,0.263,0.633,0.694
2015-10-05 22:00:00,0.033,0.696,0.239,0.647,0.731
2015-10-05 23:00:00,0.009,0.696,0.263,0.663,0.74
2015-10-06 00:00:00,0.033,0.696,0.287,0.67,0.731
2015-10-06 01:00:00,0.033,0.719,0.287,0.67,0.75
2015-10-06 02:00:00,0.033,0.696,0.287,0.67,0.742
2015-10-06 03:00:00,0.056,0.719,0.287,0.67,0.752
2015-10-06 04:00:00,0.056,0.719,0.287,0.67,0.755
2015-10-06 05:00:00,0.056,0.719,0.287,0.67,0.758
2015-10-06 06:00:00,0.056,0.696,0.287,0.663,0.748
2015-10-06 07:00:00,0.08,0.696,0.263,0.66,0.74
2015-10-06 08:00:00,0.08,0.696,0.239,0.667,0.743
2015-10-06 09:00:00,0.08,0.696,0.263,0.67,0.747
2015-10-06 10:00:00,0.08,0.719,0.31,0.67,0.752
2015-10-06 11:00:00,0.08,0.696,0.287,0.67,0.738
2015-10-06 12:00:00,0.104,0.696,0.287,0.663,0.747
2015-10-06 13:00:00,0.104,0.719,0.239,0.66,0.754
2015-10-06 14:00:00,0.104,0.696,0.263,0.633,0.75
2015-10-06 15:00:00,0.104,0.649,0.287,0.647,0.702
2015-10-06 16:00:00,0.104,0.696,0.239,0.667,0.748
2015-10-06 17:00:00,0.104,0.696,0.239,0.663,0.749
2015-10-06 18:00:00,0.104,0.696,0.263,0.66,0.745
2015-10-06 19:00:00,0.08,0.696,0.263,0.66,0.748
2015-10-06 20:00:00,0.08,0.696,0.263,0.667,0.736
2015-10-06 21:00:00,0.104,0.719,0.263,0.663,0.75
2015-10-06 22:00:00,0.104,0.696,0.287,0.653,0.748
2015-10-06 23:00:00,0.104,0.696,0.287,0.65,0.74
2015-10-07 00:00:00,0.08,0.696,0.287,0.65,0.742
2015-10-07 01:00:00,0.104,0.696,0.287,0.643,0.747
2015-10-07 02:00:00,0.104,0.672,0.287,0.653,0.727
2015-10-07 03:00:00,0.104,0.696,0.287,0.653,0.746
2015-10-07 04:00:00,0.127,0.696,0.31,0.637,0.736
2015-10-07 05:00:00,0.151,0.672,0.31,0.63,0.727
2015-10-07 06:00:00,0.198,0.696,0.287,0.637,0.734
2015-10-07 07:00:00,0.174,0.672,0.287,0.64,0.724
2015-10-07 08:00:00,0.151,0.672,0.287,0.653,0.719
2015-10-07 09:00:00,0.151,0.696,0.239,0.673,0.74
2015-10-07 10:00:00,0.151,0.719,0.263,0.68,0.766
2015-10-07 11:00:00,0.151,0.719,0.263,0.673,0.763
2015-10-07 12:00:00,0.151,0.719,0.263,0.67,0.759
2015-10-07 13:00:00,0.151,0.719,0.263,0.663,0.759
2015-10-07 14:00:00,0.151,0.696,0.287,0.653,0.747
2015-10-07 15:00:00,0.151,0.696,0.31,0.65,0.749
2015-10-07 16:00:00,0.151,0.696,0.263,0.65,0.744
2015-10-07 17:00:00,0.151,0.696,0.287,0.657,0.741
2015-10-07 18:00:00,0.151,0.696,0.263,0.66,0.747
2015-10-07 19:00:00,0.151,0.719,0.287,0.66,0.752
2015-10-07 20:00:00,0.151,0.719,0.287,0.653,0.75
2015-10-07 21:00:00,0.151,0.672,0.287,0.657,0.718
2015-10-07 22:00:00,0.127,0.696,0.263,0.66,0.734
2015-10-07 23:00:00,0.174,0.696,0.263,0.667,0.737
2015-10-08 00:00:00,0.151,0.696,0.287,0.663,0.741
2015-10-08 01:00:00,0.151,0.696,0.239,0.667,0.738
2015-10-08 02:00:00,0.151,0.696,0.263,0.67,0.745
2015-10-08 03:00:00,0.151,0.719,0.287,0.67,0.76
2015-10-08 04:00:00,0.151,0.719,0.287,0.663,0.751
2015-10-08 05:00:00,0.174,0.696,0.287,0.66,0.752
2015-10-08 06:00:00,0.174,0.696,0.31,0.653,0.746
2015-10-08 07:00:00,0.198,0.696,0.287,0.657,0.738
2015-10-08 08:00:00,0.174,0.696,0.287,0.66,0.748
2015-10-08 09:00:00,0.174,0.696,0.287,0.653,0.746
2015-10-08 10:00:00,0.174,0.696,0.263,0.65,0.748
2015-10-08 11:00:00,0.174,0.696,0.287,0.65,0.749
2015-10-08 12:00:00,0.174,0.696,0.287,0.657,0.747
2015-10-08 13:00:00,0.174,0.719,0.287,0.66,0.754
2015-10-08 14:00:00,0.174,0.719,0.287,0.66,0.753
2015-10-08 15:00:00,0.174,0.719,0.263,0.667,0.755
2015-10-08 16:00:00,0.174,0.719,0.263,0.663,0.753
2015-10-08 17:00:00,0.198,0.696,0.263,0.66,0.752
2015-10-08 18:00:00,0.198,0.696,0.263,0.653,0.731
2015-10-08 19:00:00,0.198,0.696,0.239,0.663,0.744
2015-10-08 20:00:00,0.198,0.719,0.263,0.67,0.757
2015-10-08 21:00:00,0.198,0.719,0.263,0.67,0.76
2015-10-08 22:00:00,0.151,0.719,0.263,0.677,0.76
2015-10-08 23:00:00,0.151,0.719,0.263,0.673,0.761
2015-10-09 00:00:00,0.174,0.719,0.287,0.67,0.756
2015-10-09 01:00:00,0.174,0.719,0.263,0.67,0.756
2015-10-09 02:00:00,0.174,0.719,0.263,0.67,0.759
2015-10-09 03:00:00,0.174,0.719,0.239,0.67,0.757
2015-10-09 04:00:00,0.174,0.719,0.287,0.67,0.754
2015-10-09 05:00:00,0.174,0.696,0.287,0.67,0.747
2015-10-09 06:00:00,0.174,0.696,0.287,0.663,0.749
2015-10-09 07:00:00,0.198,0.672,0.287,0.66,0.718
2015-10-09 08:00:00,0.198,0.696,0.263,0.653,0.741
2015-10-09 09:00:00,0.198,0.672,0.287,0.65,0.724
2015-10-09 10:00:00,0.198,0.672,0.287,0.643,0.712
2015-10-09 11:00:00,0.198,0.672,0.287,0.627,0.711
2015-10-09 12:00:00,0.056,0.649,0.287,0.613,0.697
2015-10-09 13:00:00,0.033,0.649,0.287,0.623,0.694
2015-10-09 14:00:00,0.056,0.649,0.287,0.623,0.702
2015-10-09 15:00:00,0.104,0.649,0.287,0.627,0.691
2015-10-09 16:00:00,0.08,0.672,0.263,0.637,0.707
2015-10-09 17:00:00,0.104,0.672,0.263,0.633,0.721
2015-10-09 18:00:00,0.104,0.672,0.263,0.61,0.697
2015-10-09 19:00:00,0.127,0.649,0.263,0.607,0.68
2015-10-09 20:00:00,0.08,0.625,0.239,0.597,0.677
2015-10-09 21:00:00,0.08,0.625,0.263,0.617,0.673
2015-10-09 22:00:00,0.08,0.649,0.263,0.637,0.702
2015-10-09 23:00:00,0.08,0.696,0.287,0.647,0.731
2015-10-10 00:00:00,0.104,0.696,0.263,0.65,0.716
2015-10-10 01:00:00,0.08,0.672,0.287,0.623,0.702
2015-10-10 02:00:00,0.104,0.649,0.31,0.63,0.687
2015-10-10 03:00:00,0.104,0.696,0.287,0.647,0.73
2015-10-10 04:00:00,0.104,0.672,0.287,0.637,0.72
2015-10-10 05:00:00,0.08,0.672,0.31,0.623,0.709
2015-10-10 06:00:00,0.104,0.649,0.31,0.613,0.697
2015-10-10 07:00:00,0.104,0.625,0.31,0.61,0.67
2015-10-10 08:00:00,0.104,0.649,0.287,0.597,0.691
2015-10-10 09:00:00,0.104,0.625,0.287,0.583,0.655
2015-10-10 10:00:00,0.08,0.602,0.287,0.587,0.644
2015-10-10 11:00:00,0.08,0.625,0.287,0.577,0.651
2015-10-10 12:00:00,0.08,0.578,0.287,0.557,0.631
2015-10-10 13:00:00,0.08,0.578,0.287,0.57,0.627
2015-10-10 14:00:00,0.104,0.602,0.287,0.573,0.639
2015-10-10 15:00:00,0.104,0.602,0.287,0.577,0.637
2015-10-10 16:00:00,0.104,0.625,0.287,0.587,0.658
2015-10-10 17:00:00,0.104,0.625,0.287,0.59,0.662
2015-10-10 18:00:00,0.104,0.625,0.287,0.577,0.663
2015-10-10 19:00:00,0.104,0.602,0.287,0.563,0.653
2015-10-10 20:00:00,0.104,0.602,0.287,0.56,0.654
2015-10-10 21:00:00,0.08,0.602,0.287,0.553,0.633
2015-10-10 22:00:00,0.104,0.578,0.263,0.557,0.606
2015-10-10 23:00:00,0.08,0.602,0.287,0.56,0.647
2015-10-11 00:00:00,0.08,0.602,0.31,0.56,0.633
2015-10-11 01:00:00,0.08,0.602,0.287,0.553,0.635
2015-10-11 02:00:00,0.08,0.602,0.287,0.55,0.636
2015-10-11 03:00:00,0.08,0.602,0.287,0.557,0.636
2015-10-11 04:00:00,0.08,0.602,0.287,0.56,0.641
2015-10-11 05:00:00,0.08,0.602,0.287,0.553,0.638
2015-10-11 06:00:00,0.08,0.578,0.263,0.543,0.624
2015-10-11 07:00:00,0.08,0.578,0.287,0.54,0.615
2015-10-11 08:00:00,0.08,0.578,0.287,0.547,0.62
2015-10-11 09:00:00,0.08,0.602,0.287,0.557,0.636
2015-10-11 10:00:00,0.08,0.602,0.263,0.553,0.644
2015-10-11 11:00:00,0.08,0.578,0.263,0.55,0.63
2015-10-11 12:00:00,0.104,0.602,0.263,0.55,0.629
2015-10-11 13:00:00,0.104,0.578,0.263,0.55,0.629
2015-10-11 14:00:00,0.08,0.602,0.239,0.55,0.637
2015-10-11 15:00:00,0.104,0.602,0.263,0.55,0.639
2015-10-11 16:00:00,0.104,0.602,0.287,0.55,0.639
2015-10-11 17:00:00,0.104,0.602,0.287,0.557,0.637
2015-10-11 18:00:00,0.104,0.602,0.263,0.553,0.635
2015-10-11 19:00:00,0.104,0.602,0.263,0.557,0.636
2015-10-11 20:00:00,0.08,0.602,0.263,0.553,0.64
2015-10-11 21:00:00,0.08,0.602,0.239,0.55,0.636
2015-10-11 22:00:00,0.104,0.602,0.263,0.557,0.636
2015-10-11 23:00:00,0.104,0.602,0.263,0.56,0.64
2015-10-12 00:00:00,0.104,0.602,0.263,0.56,0.645
2015-10-12 01:00:00,0.104,0.602,0.263,0.567,0.646
2015-10-12 02:00:00,0.104,0.602,0.263,0.57,0.651
2015-10-12 03:00:00,0.104,0.602,0.263,0.57,0.652
2015-10-12 04:00:00,0.104,0.602,0.263,0.57,0.653
2015-10-12 05:00:00,0.104,0.625,0.263,0.577,0.659
2015-10-12 06:00:00,0.104,0.649,0.263,0.607,0.684
2015-10-12 07:00:00,0.104,0.649,0.263,0.613,0.691
2015-10-12 08:00:00,0.104,0.625,0.239,0.61,0.66
2015-10-12 09:00:00,0.104,0.649,0.263,0.59,0.659
2015-10-12 10:00:00,0.104,0.602,0.263,0.58,0.641
2015-10-12 11:00:00,0.104,0.602,0.263,0.593,0.648
2015-10-12 12:00:00,0.104,0.625,0.263,0.6,0.649
2015-10-12 13:00:00,0.127,0.625,0.263,0.6,0.666
2015-10-12 14:00:00,0.127,0.649,0.239,0.62,0.691
2015-10-12 15:00:00,0.104,0.672,0.263,0.637,0.71
2015-10-12 16:00:00,0.104,0.672,0.263,0.627,0.707
2015-10-12 17:00:00,0.127,0.649,0.239,0.613,0.695
2015-10-12 18:00:00,0.127,0.649,0.239,0.617,0.693
2015-10-12 19:00:00,0.104,0.672,0.263,0.62,0.709
2015-10-12 20:00:00,0.104,0.672,0.239,0.627,0.71
2015-10-12 21:00:00,0.104,0.672,0.239,0.63,0.715
2015-10-12 22:00:00,0.104,0.672,0.239,0.63,0.71
2015-10-12 23:00:00,0.104,0.672,0.239,0.63,0.708
2015-10-13 00:00:00,0.104,0.649,0.239,0.637,0.702
2015-10-13 01:00:00,0.104,0.672,0.239,0.633,0.713
2015-10-13 02:00:00,0.104,0.672,0.263,0.637,0.712
2015-10-13 03:00:00,0.104,0.672,0.263,0.627,0.707
2015-10-13 04:00:00,0.104,0.649,0.239,0.613,0.688
2015-10-13 05:00:00,0.104,0.625,0.263,0.617,0.666
2015-10-13 06:00:00,0.104,0.649,0.239,0.613,0.705
2015-10-13 07:00:00,0.104,0.649,0.239,0.61,0.685
2015-10-13 08:00:00,0.104,0.649,0.216,0.617,0.697
2015-10-13 09:00:00,0.104,0.672,0.216,0.627,0.702
2015-10-13 10:00:00,0.08,0.649,0.216,0.623,0.695
2015-10-13 11:00:00,0.08,0.649,0.216,0.613,0.672
2015-10-13 12:00:00,0.08,0.649,0.239,0.617,0.668
2015-10-13 13:00:00,0.08,0.649,0.239,0.62,0.684
2015-10-13 14:00:00,0.08,0.649,0.239,0.62,0.699
2015-10-13 15:00:00,0.08,0.649,0.239,0.62,0.694
2015-10-13 16:00:00,0.056,0.649,0.239,0.607,0.679
2015-10-13 17:00:00,0.08,0.625,0.239,0.587,0.667
2015-10-13 18:00:00,0.08,0.625,0.216,0.587,0.662
2015-10-13 19:00:00,0.056,0.625,0.239,0.59,0.673
2015-10-13 20:00:00,0.056,0.625,0.239,0.59,0.668
2015-10-13 21:00:00,0.056,0.625,0.239,0.583,0.668
2015-10-13 22:00:00,0.08,0.625,0.239,0.58,0.661
2015-10-13 23:00:00,0.056,0.602,0.239,0.587,0.655
2015-10-14 00:00:00,0.056,0.625,0.239,0.59,0.664
2015-10-14 01:00:00,0.056,0.625,0.239,0.59,0.672
2015-10-14 02:00:00,0.056,0.625,0.239,0.583,0.658
2015-10-14 03:00:00,0.056,0.625,0.239,0.58,0.659
2015-10-14 04:00:00,0.056,0.625,0.239,0.573,0.658
2015-10-14 05:00:00,0.056,0.602,0.239,0.57,0.642
2015-10-14 06:00:00,0.056,0.602,0.216,0.57,0.644
2015-10-14 07:00:00,0.056,0.602,0.216,0.577,0.649
2015-10-14 08:00:00,0.08,0.602,0.239,0.587,0.65
2015-10-14 09:00:00,0.08,0.625,0.239,0.583,0.655
2015-10-14 10:00:00,0.056,0.625,0.239,0.587,0.659
2015-10-14 11:00:00,0.056,0.625,0.239,0.59,0.663
2015-10-14 12:00:00,0.056,0.625,0.239,0.59,0.662
2015-10-14 13:00:00,0.056,0.625,0.239,0.59,0.666
2015-10-14 14:00:00,0.056,0.625,0.239,0.583,0.666
2015-10-14 15:00:00,0.056,0.625,0.239,0.58,0.655
2015-10-14 16:00:00,0.056,0.625,0.216,0.593,0.668
2015-10-14 17:00:00,0.056,0.625,0.216,0.6,0.669
2015-10-14 18:00:00,0.056,0.625,0.216,0.593,0.668
2015-10-14 19:00:00,0.033,0.625,0.216,0.597,0.663
2015-10-14 20:00:00,0.033,0.625,0.216,0.6,0.671
2015-10-14 21:00:00,0.033,0.625,0.239,0.587,0.664
2015-10-14 22:00:00,0.033,0.625,0.239,0.587,0.663
2015-10-14 23:00:00,0.033,0.625,0.239,0.59,0.665
2015-10-15 00:00:00,0.033,0.602,0.239,0.597,0.649
2015-10-15 01:00:00,0.033,0.602,0.239,0.6,0.646
2015-10-15 02:00:00,0.033,0.625,0.239,0.6,0.668
2015-10-15 03:00:00,0.033,0.625,0.239,0.593,0.668
2015-10-15 04:00:00,0.033,0.625,0.216,0.597,0.664
2015-10-15 05:00:00,0.033,0.649,0.239,0.6,0.674
2015-10-15 06:00:00,0.033,0.625,0.239,0.6,0.673
2015-10-15 07:00:00,0.033,0.649,0.239,0.593,0.682
2015-10-15 08:00:00,0.033,0.625,0.216,0.59,0.675
2015-10-15 09:00:00,0.056,0.625,0.216,0.59,0.661
2015-10-15 10:00:00,0.056,0.625,0.216,0.597,0.669
2015-10-15 11:00:00,0.056,0.625,0.239,0.593,0.678
2015-10-15 12:00:00,0.056,0.649,0.216,0.603,0.678
2015-10-15 13:00:00,0.056,0.649,0.239,0.603,0.676
2015-10-15 14:00:00,0.056,0.625,0.216,0.6,0.67
2015-10-15 15:00:00,0.056,0.625,0.239,0.6,0.672
2015-10-15 16:00:00,0.056,0.625,0.239,0.6,0.672
2015-10-15 17:00:00,0.056,0.625,0.216,0.6,0.674
2015-10-15 18:00:00,0.056,0.625,0.216,0.593,0.671
2015-10-15 19:00:00,0.056,0.625,0.239,0.597,0.67
2015-10-15 20:00:00,0.033,0.625,0.239,0.6,0.671
2015-10-15 21:00:00,0.033,0.625,0.239,0.607,0.666
2015-10-15 22:00:00,0.033,0.649,0.239,0.61,0.688
2015-10-15 23:00:00,0.033,0.649,0.239,0.603,0.684
2015-10-16 00:00:00,0.033,0.649,0.239,0.593,0.674
2015-10-16 01:00:00,0.056,0.625,0.239,0.583,0.666
2015-10-16 02:00:00,0.033,0.602,0.239,0.58,0.652
2015-10-16 03:00:00,0.033,0.602,0.239,0.58,0.654
2015-10-16 04:00:00,0.033,0.625,0.239,0.573,0.656
2015-10-16 05:00:00,0.009,0.602,0.239,0.57,0.656
2015-10-16 06:00:00,0.033,0.625,0.239,0.577,0.657
2015-10-16 07:00:00,0.009,0.625,0.239,0.58,0.665
2015-10-16 08:00:00,0.009,0.625,0.239,0.587,0.663
2015-10-16 09:00:00,0.009,0.625,0.216,0.59,0.676
2015-10-16 10:00:00,0.009,0.625,0.216,0.597,0.68
2015-10-16 11:00:00,0.009,0.649,0.216,0.593,0.679
2015-10-16 12:00:00,0.033,0.625,0.216,0.59,0.659
2015-10-16 13:00:00,0.033,0.649,0.216,0.59,0.68
2015-10-16 14:00:00,0.033,0.625,0.216,0.59,0.668
2015-10-16 15:00:00,0.009,0.625,0.216,0.59,0.66
2015-10-16 16:00:00,0.009,0.625,0.216,0.59,0.669
2015-10-16 17:00:00,0.009,0.625,0.216,0.59,0.671
2015-10-16 18:00:00,0.009,0.625,0.216,0.597,0.667
2015-10-16 19:00:00,0.009,0.602,0.216,0.587,0.654
2015-10-16 20:00:00,0.009,0.625,0.216,0.587,0.658
2015-10-16 21:00:00,0.009,0.602,0.216,0.583,0.652
2015-10-16 22:00:00,0.033,0.625,0.216,0.58,0.662
2015-10-16 23:00:00,0.033,0.625,0.216,0.58,0.651
2015-10-17 00:00:00,0.033,0.602,0.216,0.573,0.653
2015-10-17 01:00:00,0.033,0.602,0.216,0.577,0.652
2015-10-17 02:00:00,0.033,0.625,0.216,0.587,0.657
2015-10-17 03:00:00,0.033,0.625,0.216,0.59,0.663
2015-10-17 04:00:00,0.033,0.602,0.216,0.577,0.645
2015-10-17 05:00:00,0.033,0.602,0.216,0.57,0.652
2015-10-17 06:00:00,0.056,0.625,0.216,0.577,0.661
2015-10-17 07:00:00,0.056,0.602,0.216,0.58,0.651
2015-10-17 08:00:00,0.033,0.625,0.216,0.573,0.662
2015-10-17 09:00:00,0.033,0.602,0.216,0.577,0.651
2015-10-17 10:00:00,0.056,0.625,0.216,0.587,0.658
2015-10-17 11:00:00,0.033,0.625,0.216,0.59,0.664
2015-10-17 12:00:00,0.056,0.625,0.216,0.59,0.671
2015-10-17 13:00:00,0.056,0.625,0.216,0.59,0.652
2015-10-17 14:00:00,0.033,0.625,0.216,0.583,0.671
2015-10-17 15:00:00,0.033,0.602,0.192,0.58,0.641
2015-10-17 16:00:00,0.033,0.625,0.216,0.58,0.647
2015-10-17 17:00:00,0.056,0.625,0.192,0.58,0.663
2015-10-17 18:00:00,0.056,0.602,0.216,0.58,0.64
2015-10-17 19:00:00,0.033,0.625,0.216,0.58,0.66
2015-10-17 20:00:00,0.056,0.602,0.216,0.573,0.653
2015-10-17 21:00:00,0.08,0.625,0.239,0.583,0.656
2015-10-17 22:00:00,0.08,0.625,0.216,0.59,0.665
2015-10-17 23:00:00,0.08,0.625,0.239,0.59,0.672
2015-10-18 00:00:00,0.104,0.625,0.216,0.577,0.667
2015-10-18 01:00:00,0.08,0.602,0.192,0.57,0.648
2015-10-18 02:00:00,0.08,0.602,0.192,0.577,0.652
2015-10-18 03:00:00,0.104,0.602,0.216,0.58,0.654
2015-10-18 04:00:00,0.104,0.625,0.192,0.58,0.656
2015-10-18 05:00:00,0.127,0.625,0.192,0.587,0.664
2015-10-18 06:00:00,0.151,0.625,0.216,0.59,0.674
2015-10-18 07:00:00,0.151,0.649,0.216,0.59,0.682
2015-10-18 08:00:00,0.151,0.649,0.216,0.597,0.68
2015-10-18 09:00:00,0.151,0.625,0.239,0.587,0.678
2015-10-18 10:00:00,0.151,0.625,0.216,0.58,0.665
2015-10-18 11:00:00,0.151,0.625,0.216,0.587,0.666
2015-10-18 12:00:00,0.151,0.625,0.216,0.583,0.669
2015-10-18 13:00:00,0.151,0.625,0.216,0.587,0.663
2015-10-18 14:00:00,0.151,0.625,0.216,0.583,0.669
2015-10-18 15:00:00,0.151,0.625,0.216,0.587,0.665
2015-10-18 16:00:00,0.127,0.625,0.216,0.597,0.662
2015-10-18 17:00:00,0.127,0.649,0.239,0.6,0.683
2015-10-18 18:00:00,0.127,0.649,0.239,0.6,0.679
2015-10-18 19:00:00,0.127,0.649,0.239,0.6,0.683
2015-10-18 20:00:00,0.104,0.625,0.239,0.593,0.675
2015-10-18 21:00:00,0.127,0.625,0.239,0.59,0.674
2015-10-18 22:00:00,0.151,0.625,0.239,0.603,0.674
2015-10-18 23:00:00,0.151,0.649,0.239,0.617,0.701
2015-10-19 00:00:00,0.127,0.649,0.239,0.613,0.697
2015-10-19 01:00:00,0.127,0.649,0.239,0.603,0.694
2015-10-19 02:00:00,0.056,0.625,0.239,0.607,0.674
2015-10-19 03:00:00,0.08,0.649,0.239,0.617,0.69
2015-10-19 04:00:00,0.08,0.672,0.239,0.62,0.71
2015-10-19 05:00:00,0.08,0.649,0.239,0.627,0.702
2015-10-19 06:00:00,0.056,0.672,0.239,0.617,0.707
2015-10-19 07:00:00,0.08,0.649,0.239,0.61,0.691
2015-10-19 08:00:00,0.056,0.649,0.239,0.61,0.686
2015-10-19 09:00:00,0.009,0.649,0.239,0.61,0.685
2015-10-19 10:00:00,0.009,0.649,0.239,0.603,0.685
2015-10-19 11:00:00,0.033,0.649,0.239,0.607,0.686
2015-10-19 12:00:00,0.033,0.649,0.239,0.617,0.705
2015-10-19 13:00:00,0.033,0.672,0.239,0.627,0.708
2015-10-19 14:00:00,0.033,0.672,0.239,0.63,0.715
2015-10-19 15:00:00,0.009,0.672,0.239,0.637,0.712
2015-10-19 16:00:00,0.009,0.672,0.239,0.633,0.72
2015-10-19 17:00:00,0.033,0.672,0.239,0.623,0.696
2015-10-19 18:00:00,0.009,0.649,0.263,0.633,0.69
2015-10-19 19:00:00,0.033,0.672,0.263,0.627,0.722
2015-10-19 20:00:00,0.08,0.649,0.263,0.613,0.674
2015-10-19 21:00:00,0.056,0.649,0.287,0.61,0.694
2015-10-19 22:00:00,0.08,0.649,0.287,0.617,0.686
2015-10-19 23:00:00,0.08,0.672,0.287,0.62,0.71
2015-10-20 00:00:00,0.08,0.649,0.287,0.607,0.701
2015-10-20 01:00:00,0.104,0.625,0.287,0.593,0.665
2015-10-20 02:00:00,0.151,0.625,0.287,0.583,0.674
2015-10-20 03:00:00,0.104,0.625,0.31,0.587,0.673
2015-10-20 04:00:00,0.08,0.625,0.287,0.583,0.673
2015-10-20 05:00:00,0.127,0.602,0.287,0.573,0.651
2015-10-20 06:00:00,0.104,0.602,0.31,0.57,0.65
2015-10-20 07:00:00,0.127,0.625,0.31,0.577,0.659
2015-10-20 08:00:00,0.127,0.625,0.334,0.573,0.657
2015-10-20 09:00:00,0.151,0.625,0.334,0.59,0.663
2015-10-20 10:00:00,0.151,0.649,0.334,0.6,0.685
2015-10-20 11:00:00,0.127,0.649,0.334,0.607,0.668
2015-10-20 12:00:00,0.127,0.649,0.31,0.617,0.693
2015-10-20 13:00:00,0.104,0.672,0.287,0.633,0.71
2015-10-20 14:00:00,0.127,0.696,0.31,0.627,0.737
2015-10-20 15:00:00,0.127,0.649,0.334,0.607,0.694
2015-10-20 16:00:00,0.127,0.649,0.334,0.593,0.692
2015-10-20 17:00:00,0.127,0.625,0.31,0.59,0.676
