time,15ckpitae_s37_0001m,15ckpitae_s37_0025m
2015-09-04 05:00:00,31.791,31.905
2015-09-04 06:00:00,31.797,31.901
2015-09-04 07:00:00,31.81,31.871
2015-09-04 08:00:00,31.824,31.886
2015-09-04 09:00:00,31.845,31.898
2015-09-04 10:00:00,31.86,31.902
2015-09-04 11:00:00,31.889,31.901
2015-09-04 12:00:00,31.891,31.904
2015-09-04 13:00:00,31.894,31.904
2015-09-04 14:00:00,31.892,31.902
2015-09-04 15:00:00,31.891,31.902
2015-09-04 16:00:00,31.89,31.902
2015-09-04 17:00:00,31.89,31.901
2015-09-04 18:00:00,31.888,31.9
2015-09-04 19:00:00,31.888,31.9
2015-09-04 20:00:00,31.886,31.898
2015-09-04 21:00:00,31.892,31.903
2015-09-04 22:00:00,31.895,31.907
2015-09-04 23:00:00,31.897,31.909
2015-09-05 00:00:00,31.907,31.923
2015-09-05 01:00:00,31.916,31.929
2015-09-05 02:00:00,31.915,31.925
2015-09-05 03:00:00,31.911,31.92
2015-09-05 04:00:00,31.902,31.916
2015-09-05 05:00:00,31.895,31.912
2015-09-05 06:00:00,31.892,31.914
2015-09-05 07:00:00,31.893,31.912
2015-09-05 08:00:00,31.898,31.91
2015-09-05 09:00:00,31.891,31.904
2015-09-05 10:00:00,31.89,31.902
2015-09-05 11:00:00,31.888,31.899
2015-09-05 12:00:00,31.889,31.901
2015-09-05 13:00:00,31.886,31.898
2015-09-05 14:00:00,31.89,31.907
2015-09-05 15:00:00,31.897,31.91
2015-09-05 16:00:00,31.903,31.915
2015-09-05 17:00:00,31.901,31.917
2015-09-05 18:00:00,31.899,31.918
2015-09-05 19:00:00,31.898,31.919
2015-09-05 20:00:00,31.898,31.911
2015-09-05 21:00:00,31.889,31.916
2015-09-05 22:00:00,31.887,31.917
2015-09-05 23:00:00,31.89,31.916
2015-09-06 00:00:00,31.893,31.905
2015-09-06 01:00:00,31.893,31.908
2015-09-06 02:00:00,31.894,31.917
2015-09-06 03:00:00,31.897,31.921
2015-09-06 04:00:00,31.903,31.922
2015-09-06 05:00:00,31.905,31.924
2015-09-06 06:00:00,31.905,31.925
2015-09-06 07:00:00,31.903,31.926
2015-09-06 08:00:00,31.902,31.925
2015-09-06 09:00:00,31.902,31.918
2015-09-06 10:00:00,31.9,31.915
2015-09-06 11:00:00,31.9,31.917
2015-09-06 12:00:00,31.901,31.919
2015-09-06 13:00:00,31.902,31.92
2015-09-06 14:00:00,31.901,31.917
2015-09-06 15:00:00,31.903,31.917
2015-09-06 16:00:00,31.887,31.919
2015-09-06 17:00:00,31.862,31.914
2015-09-06 18:00:00,31.854,31.916
2015-09-06 19:00:00,31.861,31.917
2015-09-06 20:00:00,31.855,31.905
2015-09-06 21:00:00,31.85,31.9
2015-09-06 22:00:00,31.848,31.885
2015-09-06 23:00:00,31.852,31.885
2015-09-07 00:00:00,31.857,31.89
2015-09-07 01:00:00,31.857,31.89
2015-09-07 02:00:00,31.859,31.891
2015-09-07 03:00:00,31.857,31.891
2015-09-07 04:00:00,31.856,31.89
2015-09-07 05:00:00,31.856,31.891
2015-09-07 06:00:00,31.858,31.891
2015-09-07 07:00:00,31.86,31.891
2015-09-07 08:00:00,31.864,31.893
2015-09-07 09:00:00,31.867,31.905
2015-09-07 10:00:00,31.867,31.907
2015-09-07 11:00:00,31.853,31.905
2015-09-07 12:00:00,31.849,31.907
2015-09-07 13:00:00,31.843,31.896
2015-09-07 14:00:00,31.84,31.905
2015-09-07 15:00:00,31.834,31.9
2015-09-07 16:00:00,31.829,31.899
2015-09-07 17:00:00,31.831,31.9
2015-09-07 18:00:00,31.832,31.904
2015-09-07 19:00:00,31.833,31.907
2015-09-07 20:00:00,31.831,31.905
2015-09-07 21:00:00,31.831,31.896
2015-09-07 22:00:00,31.832,31.89
2015-09-07 23:00:00,31.833,31.892
2015-09-08 00:00:00,31.834,31.905
2015-09-08 01:00:00,31.836,31.9
2015-09-08 02:00:00,31.838,31.9
2015-09-08 03:00:00,31.84,31.899
2015-09-08 04:00:00,31.84,31.898
2015-09-08 05:00:00,31.841,31.897
2015-09-08 06:00:00,31.842,31.88
2015-09-08 07:00:00,31.842,31.879
2015-09-08 08:00:00,31.841,31.882
2015-09-08 09:00:00,31.84,31.877
2015-09-08 10:00:00,31.841,31.882
2015-09-08 11:00:00,31.84,31.872
2015-09-08 12:00:00,31.842,31.866
2015-09-08 13:00:00,31.838,31.869
2015-09-08 14:00:00,31.835,31.866
2015-09-08 15:00:00,31.834,31.869
2015-09-08 16:00:00,31.835,31.874
2015-09-08 17:00:00,31.808,31.876
2015-09-08 18:00:00,31.759,31.872
2015-09-08 19:00:00,31.767,31.842
2015-09-08 20:00:00,31.753,31.84
2015-09-08 21:00:00,31.743,31.842
2015-09-08 22:00:00,31.74,31.841
2015-09-08 23:00:00,31.746,31.854
2015-09-09 00:00:00,31.747,31.853
2015-09-09 01:00:00,31.746,31.834
2015-09-09 02:00:00,31.754,31.842
2015-09-09 03:00:00,31.754,31.842
2015-09-09 04:00:00,31.756,31.87
2015-09-09 05:00:00,31.758,31.87
2015-09-09 06:00:00,31.762,31.873
2015-09-09 07:00:00,31.771,31.874
2015-09-09 08:00:00,31.777,31.866
2015-09-09 09:00:00,31.782,31.866
2015-09-09 10:00:00,31.789,31.839
2015-09-09 11:00:00,31.804,31.834
2015-09-09 12:00:00,31.822,31.84
2015-09-09 13:00:00,31.835,31.847
2015-09-09 14:00:00,31.85,31.862
2015-09-09 15:00:00,31.856,31.867
2015-09-09 16:00:00,31.86,31.872
2015-09-09 17:00:00,31.861,31.871
2015-09-09 18:00:00,31.862,31.875
2015-09-09 19:00:00,31.862,31.874
2015-09-09 20:00:00,31.862,31.874
2015-09-09 21:00:00,31.863,31.874
2015-09-09 22:00:00,31.863,31.876
2015-09-09 23:00:00,31.863,31.875
2015-09-10 00:00:00,31.865,31.877
2015-09-10 01:00:00,31.867,31.877
2015-09-10 02:00:00,31.868,31.878
2015-09-10 03:00:00,31.868,31.879
2015-09-10 04:00:00,31.869,31.881
2015-09-10 05:00:00,31.868,31.879
2015-09-10 06:00:00,31.868,31.879
2015-09-10 07:00:00,31.868,31.879
2015-09-10 08:00:00,31.869,31.879
2015-09-10 09:00:00,31.865,31.878
2015-09-10 10:00:00,31.86,31.876
2015-09-10 11:00:00,31.864,31.875
2015-09-10 12:00:00,31.867,31.877
2015-09-10 13:00:00,31.867,31.878
2015-09-10 14:00:00,31.867,31.878
2015-09-10 15:00:00,31.868,31.879
2015-09-10 16:00:00,31.867,31.878
2015-09-10 17:00:00,31.868,31.879
2015-09-10 18:00:00,31.869,31.879
2015-09-10 19:00:00,31.869,31.88
2015-09-10 20:00:00,31.87,31.881
2015-09-10 21:00:00,31.871,31.882
2015-09-10 22:00:00,31.873,31.883
2015-09-10 23:00:00,31.873,31.884
2015-09-11 00:00:00,31.872,31.883
2015-09-11 01:00:00,31.871,31.881
2015-09-11 02:00:00,31.868,31.879
2015-09-11 03:00:00,31.866,31.876
2015-09-11 04:00:00,31.864,31.874
2015-09-11 05:00:00,31.862,31.873
2015-09-11 06:00:00,31.867,31.876
2015-09-11 07:00:00,31.867,31.879
2015-09-11 08:00:00,31.868,31.878
2015-09-11 09:00:00,31.868,31.878
2015-09-11 10:00:00,31.864,31.876
2015-09-11 11:00:00,31.863,31.875
2015-09-11 12:00:00,31.863,31.874
2015-09-11 13:00:00,31.851,31.867
2015-09-11 14:00:00,31.828,31.85
2015-09-11 15:00:00,31.816,31.833
2015-09-11 16:00:00,31.81,31.823
2015-09-11 17:00:00,31.833,31.846
2015-09-11 18:00:00,31.837,31.856
2015-09-11 19:00:00,31.836,31.851
2015-09-11 20:00:00,31.837,31.849
2015-09-11 21:00:00,31.829,31.842
2015-09-11 22:00:00,31.831,31.843
2015-09-11 23:00:00,31.822,31.835
2015-09-12 00:00:00,31.837,31.847
2015-09-12 01:00:00,31.836,31.847
2015-09-12 02:00:00,31.836,31.848
2015-09-12 03:00:00,31.851,31.862
2015-09-12 04:00:00,31.862,31.872
2015-09-12 05:00:00,31.858,31.872
2015-09-12 06:00:00,31.856,31.867
2015-09-12 07:00:00,31.855,31.865
2015-09-12 08:00:00,31.852,31.863
2015-09-12 09:00:00,31.848,31.859
2015-09-12 10:00:00,31.854,31.866
2015-09-12 11:00:00,31.889,31.899
2015-09-12 12:00:00,31.888,31.898
2015-09-12 13:00:00,31.88,31.893
2015-09-12 14:00:00,31.872,31.887
2015-09-12 15:00:00,31.862,31.883
2015-09-12 16:00:00,31.859,31.879
2015-09-12 17:00:00,31.85,31.873
2015-09-12 18:00:00,31.842,31.871
2015-09-12 19:00:00,31.825,31.87
2015-09-12 20:00:00,31.821,31.863
2015-09-12 21:00:00,31.821,31.872
2015-09-12 22:00:00,31.836,31.849
2015-09-12 23:00:00,31.839,31.851
2015-09-13 00:00:00,31.845,31.859
2015-09-13 01:00:00,31.847,31.863
2015-09-13 02:00:00,31.834,31.866
2015-09-13 03:00:00,31.836,31.876
2015-09-13 04:00:00,31.854,31.892
2015-09-13 05:00:00,31.845,31.875
2015-09-13 06:00:00,31.836,31.87
2015-09-13 07:00:00,31.836,31.867
2015-09-13 08:00:00,31.831,31.865
2015-09-13 09:00:00,31.829,31.867
2015-09-13 10:00:00,31.826,31.865
2015-09-13 11:00:00,31.829,31.875
2015-09-13 12:00:00,31.833,31.887
2015-09-13 13:00:00,31.837,31.886
2015-09-13 14:00:00,31.828,31.881
2015-09-13 15:00:00,31.829,31.875
2015-09-13 16:00:00,31.83,31.869
2015-09-13 17:00:00,31.834,31.859
2015-09-13 18:00:00,31.838,31.867
2015-09-13 19:00:00,31.842,31.872
2015-09-13 20:00:00,31.848,31.869
2015-09-13 21:00:00,31.842,31.866
2015-09-13 22:00:00,31.844,31.867
2015-09-13 23:00:00,31.842,31.868
2015-09-14 00:00:00,31.839,31.871
2015-09-14 01:00:00,31.841,31.872
2015-09-14 02:00:00,31.841,31.87
2015-09-14 03:00:00,31.84,31.866
2015-09-14 04:00:00,31.84,31.863
2015-09-14 05:00:00,31.838,31.859
2015-09-14 06:00:00,31.836,31.856
2015-09-14 07:00:00,31.833,31.846
2015-09-14 08:00:00,31.831,31.843
2015-09-14 09:00:00,31.83,31.841
2015-09-14 10:00:00,31.832,31.843
2015-09-14 11:00:00,31.835,31.849
2015-09-14 12:00:00,31.844,31.855
2015-09-14 13:00:00,31.846,31.857
2015-09-14 14:00:00,31.847,31.859
2015-09-14 15:00:00,31.847,31.86
2015-09-14 16:00:00,31.849,31.861
2015-09-14 17:00:00,31.851,31.861
2015-09-14 18:00:00,31.851,31.862
2015-09-14 19:00:00,31.851,31.862
2015-09-14 20:00:00,31.852,31.862
2015-09-14 21:00:00,31.853,31.864
2015-09-14 22:00:00,31.852,31.864
2015-09-14 23:00:00,31.85,31.862
2015-09-15 00:00:00,31.85,31.862
2015-09-15 01:00:00,31.851,31.861
2015-09-15 02:00:00,31.851,31.862
2015-09-15 03:00:00,31.85,31.861
2015-09-15 04:00:00,31.85,31.862
2015-09-15 05:00:00,31.851,31.863
2015-09-15 06:00:00,31.85,31.861
2015-09-15 07:00:00,31.852,31.863
2015-09-15 08:00:00,31.849,31.86
2015-09-15 09:00:00,31.847,31.858
2015-09-15 10:00:00,31.847,31.858
2015-09-15 11:00:00,31.848,31.859
2015-09-15 12:00:00,31.847,31.858
2015-09-15 13:00:00,31.847,31.858
2015-09-15 14:00:00,31.849,31.86
2015-09-15 15:00:00,31.85,31.864
2015-09-15 16:00:00,31.851,31.865
2015-09-15 17:00:00,31.85,31.862
2015-09-15 18:00:00,31.849,31.86
2015-09-15 19:00:00,31.848,31.859
2015-09-15 20:00:00,31.848,31.859
2015-09-15 21:00:00,31.849,31.874
2015-09-15 22:00:00,31.851,31.881
2015-09-15 23:00:00,31.852,31.882
2015-09-16 00:00:00,31.853,31.878
2015-09-16 01:00:00,31.857,31.878
2015-09-16 02:00:00,31.863,31.878
2015-09-16 03:00:00,31.863,31.877
2015-09-16 04:00:00,31.861,31.876
2015-09-16 05:00:00,31.858,31.875
2015-09-16 06:00:00,31.858,31.875
2015-09-16 07:00:00,31.859,31.873
2015-09-16 08:00:00,31.862,31.876
2015-09-16 09:00:00,31.864,31.879
2015-09-16 10:00:00,31.866,31.881
2015-09-16 11:00:00,31.866,31.881
2015-09-16 12:00:00,31.867,31.881
2015-09-16 13:00:00,31.866,31.882
2015-09-16 14:00:00,31.865,31.881
2015-09-16 15:00:00,31.867,31.881
2015-09-16 16:00:00,31.868,31.88
2015-09-16 17:00:00,31.866,31.882
2015-09-16 18:00:00,31.86,31.883
2015-09-16 19:00:00,31.849,31.883
2015-09-16 20:00:00,31.845,31.883
2015-09-16 21:00:00,31.846,31.883
2015-09-16 22:00:00,31.846,31.883
2015-09-16 23:00:00,31.847,
