time,24kum2a_an9_0005m,24kum2a_an9_0029m
2024-06-13 05:00:00,336.374,344.8
2024-06-13 06:00:00,336.401,344.809
2024-06-13 07:00:00,336.042,344.81
2024-06-13 08:00:00,337.772,344.804
2024-06-13 09:00:00,337.665,344.805
2024-06-13 10:00:00,336.886,344.413
2024-06-13 11:00:00,336.116,344.456
2024-06-13 12:00:00,335.819,343.739
2024-06-13 13:00:00,335.562,343.363
2024-06-13 14:00:00,334.725,343.39
2024-06-13 15:00:00,335.148,343.043
2024-06-13 16:00:00,335.178,343.057
2024-06-13 17:00:00,335.165,343.076
2024-06-13 18:00:00,335.584,343.066
2024-06-13 19:00:00,335.957,343.423
2024-06-13 20:00:00,336.412,343.405
2024-06-13 21:00:00,335.739,343.779
2024-06-13 22:00:00,335.762,344.13
2024-06-13 23:00:00,336.09,344.82
2024-06-14 00:00:00,336.487,344.415
2024-06-14 01:00:00,336.896,344.802
2024-06-14 02:00:00,337.026,344.828
2024-06-14 03:00:00,337.382,344.882
2024-06-14 04:00:00,337.496,344.566
2024-06-14 05:00:00,337.68,344.619
2024-06-14 06:00:00,337.983,344.65
2024-06-14 07:00:00,337.43,344.666
2024-06-14 08:00:00,338.108,344.283
2024-06-14 09:00:00,336.943,344.654
2024-06-14 10:00:00,336.921,345.034
2024-06-14 11:00:00,336.531,344.222
2024-06-14 12:00:00,336.851,343.819
2024-06-14 13:00:00,337.196,343.824
2024-06-14 14:00:00,335.317,343.84
2024-06-14 15:00:00,335.572,343.096
2024-06-14 16:00:00,336.335,343.128
2024-06-14 17:00:00,336.414,343.145
2024-06-14 18:00:00,336.35,343.143
2024-06-14 19:00:00,336.816,343.527
2024-06-14 20:00:00,336.756,343.489
2024-06-14 21:00:00,337.683,344.243
2024-06-14 22:00:00,337.302,344.656
2024-06-14 23:00:00,336.632,344.986
2024-06-15 00:00:00,337.548,345.289
2024-06-15 01:00:00,336.696,344.888
2024-06-15 02:00:00,337.863,344.953
2024-06-15 03:00:00,338.375,345.035
2024-06-15 04:00:00,338.781,345.038
2024-06-15 05:00:00,337.228,345.442
2024-06-15 06:00:00,338.283,345.456
2024-06-15 07:00:00,339.144,345.472
2024-06-15 08:00:00,338.323,345.477
2024-06-15 09:00:00,337.943,345.091
2024-06-15 10:00:00,337.493,345.081
2024-06-15 11:00:00,337.581,344.694
2024-06-15 12:00:00,337.301,344.304
2024-06-15 13:00:00,336.663,344.329
2024-06-15 14:00:00,337.108,343.953
2024-06-15 15:00:00,338.369,343.509
2024-06-15 16:00:00,338.011,343.876
2024-06-15 17:00:00,337.326,343.879
2024-06-15 18:00:00,336.967,343.892
2024-06-15 19:00:00,337.692,344.323
2024-06-15 20:00:00,338.794,344.763
2024-06-15 21:00:00,338.176,345.166
2024-06-15 22:00:00,337.259,345.473
2024-06-15 23:00:00,338.454,345.86
2024-06-16 00:00:00,338.994,345.848
2024-06-16 01:00:00,339.217,345.837
2024-06-16 02:00:00,339.916,345.842
2024-06-16 03:00:00,338.671,346.241
2024-06-16 04:00:00,338.887,345.505
2024-06-16 05:00:00,339.993,345.561
2024-06-16 06:00:00,338.79,346.319
2024-06-16 07:00:00,339.538,346.298
2024-06-16 08:00:00,337.832,346.287
2024-06-16 09:00:00,338.08,346.286
2024-06-16 10:00:00,337.228,345.9
2024-06-16 11:00:00,338.533,345.899
2024-06-16 12:00:00,339.641,345.49
2024-06-16 13:00:00,339.474,343.892
2024-06-16 14:00:00,339.883,343.809
2024-06-16 15:00:00,339.485,344.127
2024-06-16 16:00:00,338.329,343.742
2024-06-16 17:00:00,337.669,344.185
2024-06-16 18:00:00,336.405,344.241
2024-06-16 19:00:00,339.089,345.029
2024-06-16 20:00:00,339.307,345.485
2024-06-16 21:00:00,340.512,346.328
2024-06-16 22:00:00,339.922,347.956
2024-06-16 23:00:00,339.141,346.707
2024-06-17 00:00:00,339.81,347.082
2024-06-17 01:00:00,335.978,347.471
2024-06-17 02:00:00,337.712,347.072
2024-06-17 03:00:00,340.257,347.852
2024-06-17 04:00:00,336.606,346.368
2024-06-17 05:00:00,340.043,346.314
2024-06-17 06:00:00,339.914,346.242
2024-06-17 07:00:00,340.162,346.597
2024-06-17 08:00:00,340.407,346.584
2024-06-17 09:00:00,335.132,346.587
2024-06-17 10:00:00,336.098,346.593
2024-06-17 11:00:00,336.746,346.617
2024-06-17 12:00:00,339.369,344.589
2024-06-17 13:00:00,339.779,343.738
2024-06-17 14:00:00,340.364,344.42
2024-06-17 15:00:00,336.37,344.416
2024-06-17 16:00:00,338.762,344.416
2024-06-17 17:00:00,339.606,343.724
2024-06-17 18:00:00,339.659,345.141
2024-06-17 19:00:00,339.617,346.36
2024-06-17 20:00:00,336.231,346.786
2024-06-17 21:00:00,335.42,347.156
2024-06-17 22:00:00,336.941,346.745
2024-06-17 23:00:00,339.233,346.253
2024-06-18 00:00:00,339.187,347.414
2024-06-18 01:00:00,338.08,347.365
2024-06-18 02:00:00,334.912,348.065
2024-06-18 03:00:00,333.004,348.819
2024-06-18 04:00:00,329.932,348.458
2024-06-18 05:00:00,337.818,348.178
2024-06-18 06:00:00,331.46,347.56
2024-06-18 07:00:00,329.81,347.942
2024-06-18 08:00:00,331.024,347.495
2024-06-18 09:00:00,327.212,347.068
2024-06-18 10:00:00,327.94,346.663
2024-06-18 11:00:00,329.306,346.697
2024-06-18 12:00:00,330.292,347.132
2024-06-18 13:00:00,333.054,347.159
2024-06-18 14:00:00,331.418,345.932
2024-06-18 15:00:00,337.145,345.948
2024-06-18 16:00:00,334.199,345.929
2024-06-18 17:00:00,337.382,346.683
2024-06-18 18:00:00,330.646,346.234
2024-06-18 19:00:00,330.603,346.625
2024-06-18 20:00:00,329.15,346.725
2024-06-18 21:00:00,330.601,347.202
2024-06-18 22:00:00,333.438,347.616
2024-06-18 23:00:00,334.205,347.178
2024-06-19 00:00:00,332.105,347.908
2024-06-19 01:00:00,335.825,347.511
2024-06-19 02:00:00,333.202,347.865
2024-06-19 03:00:00,334.599,348.25
2024-06-19 04:00:00,330.94,347.514
2024-06-19 05:00:00,329.537,346.823
2024-06-19 06:00:00,327.978,346.459
2024-06-19 07:00:00,328.021,347.643
2024-06-19 08:00:00,331.057,347.299
2024-06-19 09:00:00,328.113,346.937
2024-06-19 10:00:00,328.884,346.546
2024-06-19 11:00:00,328.852,346.885
2024-06-19 12:00:00,329.93,346.431
2024-06-19 13:00:00,329.066,345.876
2024-06-19 14:00:00,330.514,345.84
2024-06-19 15:00:00,329.833,345.818
2024-06-19 16:00:00,335.192,345.425
2024-06-19 17:00:00,336.376,345.462
2024-06-19 18:00:00,333.123,345.542
2024-06-19 19:00:00,332.31,345.496
2024-06-19 20:00:00,326.583,345.068
2024-06-19 21:00:00,329.698,345.41
2024-06-19 22:00:00,322.106,345.773
2024-06-19 23:00:00,322.03,346.195
2024-06-20 00:00:00,330.432,346.211
2024-06-20 01:00:00,331.619,345.856
2024-06-20 02:00:00,330.149,346.227
2024-06-20 03:00:00,324.745,346.554
2024-06-20 04:00:00,324.378,346.536
2024-06-20 05:00:00,322.12,345.769
2024-06-20 06:00:00,322.486,345.426
2024-06-20 07:00:00,328.428,345.149
2024-06-20 08:00:00,333.632,344.884
2024-06-20 09:00:00,327.273,344.977
2024-06-20 10:00:00,332.322,345.014
2024-06-20 11:00:00,333.876,344.609
2024-06-20 12:00:00,332.367,344.604
2024-06-20 13:00:00,332.285,344.574
2024-06-20 14:00:00,330.04,344.506
2024-06-20 15:00:00,320.874,344.789
2024-06-20 16:00:00,318.272,343.482
2024-06-20 17:00:00,317.467,343.4
2024-06-20 18:00:00,317.852,343.78
2024-06-20 19:00:00,315.952,343.781
2024-06-20 20:00:00,316.373,344.59
2024-06-20 21:00:00,319.84,344.63
2024-06-20 22:00:00,320.614,345.444
2024-06-20 23:00:00,327.148,345.547
2024-06-21 00:00:00,322.196,344.466
2024-06-21 01:00:00,325.433,344.109
2024-06-21 02:00:00,321.954,344.09
2024-06-21 03:00:00,315.614,344.824
2024-06-21 04:00:00,314.863,344.811
2024-06-21 05:00:00,321.147,345.132
2024-06-21 06:00:00,318.445,345.844
2024-06-21 07:00:00,320.34,345.479
2024-06-21 08:00:00,321.31,345.138
2024-06-21 09:00:00,321.649,343.678
2024-06-21 10:00:00,329.648,342.994
2024-06-21 11:00:00,331.308,342.256
2024-06-21 12:00:00,331.954,342.326
2024-06-21 13:00:00,319.971,342.661
2024-06-21 14:00:00,321.658,342.988
2024-06-21 15:00:00,317.716,343.572
2024-06-21 16:00:00,317.219,343.878
2024-06-21 17:00:00,316.543,343.477
2024-06-21 18:00:00,317.272,343.452
2024-06-21 19:00:00,317.267,343.47
2024-06-21 20:00:00,317.637,343.506
2024-06-21 21:00:00,314.344,343.921
2024-06-21 22:00:00,317.307,344.386
2024-06-21 23:00:00,316.261,344.047
2024-06-22 00:00:00,320.228,343.727
2024-06-22 01:00:00,314.475,343.381
2024-06-22 02:00:00,317.71,343.027
2024-06-22 03:00:00,313.423,343.027
2024-06-22 04:00:00,315.612,343.395
2024-06-22 05:00:00,315.624,343.75
2024-06-22 06:00:00,315.588,343.715
2024-06-22 07:00:00,319.909,344.071
2024-06-22 08:00:00,317.695,344.046
2024-06-22 09:00:00,320.997,344.041
2024-06-22 10:00:00,321.295,343.304
2024-06-22 11:00:00,324.969,342.962
2024-06-22 12:00:00,324.573,342.584
2024-06-22 13:00:00,321.974,341.811
2024-06-22 14:00:00,322.668,341.452
2024-06-22 15:00:00,323.771,342.153
2024-06-22 16:00:00,321.983,342.468
2024-06-22 17:00:00,319.693,342.816
2024-06-22 18:00:00,318.23,342.413
2024-06-22 19:00:00,318.214,342.398
2024-06-22 20:00:00,318.595,342.042
2024-06-22 21:00:00,317.531,342.09
2024-06-22 22:00:00,317.871,342.154
2024-06-22 23:00:00,325.226,341.833
2024-06-23 00:00:00,321.331,341.534
2024-06-23 01:00:00,319.497,340.793
2024-06-23 02:00:00,318.767,340.443
2024-06-23 03:00:00,316.56,340.055
2024-06-23 04:00:00,315.857,340.045
2024-06-23 05:00:00,316.507,340.813
2024-06-23 06:00:00,315.434,340.769
2024-06-23 07:00:00,316.163,340.737
2024-06-23 08:00:00,320.958,341.119
2024-06-23 09:00:00,320.565,341.069
2024-06-23 10:00:00,323.041,341.466
2024-06-23 11:00:00,320.878,341.473
2024-06-23 12:00:00,321.181,340.733
2024-06-23 13:00:00,323.395,340.348
2024-06-23 14:00:00,320.438,340.342
2024-06-23 15:00:00,322.642,339.946
2024-06-23 16:00:00,321.535,341.002
2024-06-23 17:00:00,322.26,341.352
2024-06-23 18:00:00,319.378,340.96
2024-06-23 19:00:00,318.96,340.186
2024-06-23 20:00:00,319.716,340.173
2024-06-23 21:00:00,319.67,339.833
2024-06-23 22:00:00,318.937,339.522
2024-06-23 23:00:00,320.029,338.837
2024-06-24 00:00:00,322.629,338.517
2024-06-24 01:00:00,322.234,337.78
2024-06-24 02:00:00,322.592,337.414
2024-06-24 03:00:00,321.842,336.672
2024-06-24 04:00:00,321.108,337.057
2024-06-24 05:00:00,321.491,337.411
2024-06-24 06:00:00,321.461,338.158
2024-06-24 07:00:00,321.439,337.76
2024-06-24 08:00:00,323.992,337.028
2024-06-24 09:00:00,322.923,337.374
2024-06-24 10:00:00,322.916,338.096
2024-06-24 11:00:00,323.975,338.459
2024-06-24 12:00:00,323.604,337.712
2024-06-24 13:00:00,322.886,337.368
2024-06-24 14:00:00,322.86,337.013
2024-06-24 15:00:00,323.567,337.358
2024-06-24 16:00:00,322.832,338.066
2024-06-24 17:00:00,322.127,338.037
2024-06-24 18:00:00,323.228,337.611
2024-06-24 19:00:00,323.195,337.207
2024-06-24 20:00:00,323.204,337.234
2024-06-24 21:00:00,322.464,337.201
2024-06-24 22:00:00,322.479,337.258
2024-06-24 23:00:00,322.883,336.552
2024-06-25 00:00:00,321.851,335.856
2024-06-25 01:00:00,322.609,335.905
2024-06-25 02:00:00,322.983,335.168
2024-06-25 03:00:00,323.317,334.065
2024-06-25 04:00:00,322.718,332.972
2024-06-25 05:00:00,322.682,332.596
2024-06-25 06:00:00,322.717,333.335
2024-06-25 07:00:00,322.637,334.434
2024-06-25 08:00:00,322.66,335.149
2024-06-25 09:00:00,321.127,334.775
2024-06-25 10:00:00,323.406,334.058
2024-06-25 11:00:00,324.649,334.427
2024-06-25 12:00:00,323.09,334.79
2024-06-25 13:00:00,320.488,335.166
2024-06-25 14:00:00,321.216,334.776
2024-06-25 15:00:00,322.666,334.767
2024-06-25 16:00:00,322.56,334.746
2024-06-25 17:00:00,323.567,334.347
2024-06-25 18:00:00,323.165,334.708
2024-06-25 19:00:00,323.209,334.689
2024-06-25 20:00:00,320.967,334.686
2024-06-25 21:00:00,317.309,334.31
2024-06-25 22:00:00,318.022,334.318
2024-06-25 23:00:00,318.402,333.601
2024-06-26 00:00:00,318.455,333.285
2024-06-26 01:00:00,319.234,332.2
2024-06-26 02:00:00,321.832,331.891
2024-06-26 03:00:00,322.216,331.187
2024-06-26 04:00:00,321.87,330.123
2024-06-26 05:00:00,321.85,329.378
2024-06-26 06:00:00,321.467,329.031
2024-06-26 07:00:00,321.422,328.61
2024-06-26 08:00:00,321.698,329.293
2024-06-26 09:00:00,321.69,328.887
2024-06-26 10:00:00,321.285,328.479
2024-06-26 11:00:00,319.769,326.97
2024-06-26 12:00:00,320.87,328.063
2024-06-26 13:00:00,321.234,328.432
2024-06-26 14:00:00,321.238,328.436
2024-06-26 15:00:00,320.486,328.074
2024-06-26 16:00:00,319.739,326.942
2024-06-26 17:00:00,318.616,325.432
2024-06-26 18:00:00,318.973,325.788
2024-06-26 19:00:00,318.974,325.402
2024-06-26 20:00:00,318.243,324.663
2024-06-26 21:00:00,317.521,323.944
2024-06-26 22:00:00,317.157,323.955
2024-06-26 23:00:00,317.55,323.952
2024-06-27 00:00:00,317.571,324.365
2024-06-27 01:00:00,316.854,323.992
2024-06-27 02:00:00,316.191,323.278
2024-06-27 03:00:00,317.744,323.72
2024-06-27 04:00:00,317.012,323.756
2024-06-27 05:00:00,316.282,323.414
2024-06-27 06:00:00,315.888,322.676
2024-06-27 07:00:00,315.507,322.323
2024-06-27 08:00:00,315.885,322.302
2024-06-27 09:00:00,315.483,322.309
2024-06-27 10:00:00,314.689,321.888
2024-06-27 11:00:00,313.902,321.09
2024-06-27 12:00:00,314.952,321.776
2024-06-27 13:00:00,315.286,322.101
2024-06-27 14:00:00,315.65,322.455
2024-06-27 15:00:00,315.266,322.453
2024-06-27 16:00:00,314.928,322.106
2024-06-27 17:00:00,314.216,321.009
2024-06-27 18:00:00,313.503,320.289
2024-06-27 19:00:00,313.539,319.957
2024-06-27 20:00:00,313.176,319.603
2024-06-27 21:00:00,312.825,319.233
2024-06-27 22:00:00,312.437,318.853
2024-06-27 23:00:00,312.434,318.861
2024-06-28 00:00:00,312.822,319.247
2024-06-28 01:00:00,312.828,319.242
2024-06-28 02:00:00,313.205,319.632
2024-06-28 03:00:00,313.606,320.025
2024-06-28 04:00:00,313.256,319.647
2024-06-28 05:00:00,312.879,319.674
2024-06-28 06:00:00,312.13,318.927
2024-06-28 07:00:00,311.366,318.552
2024-06-28 08:00:00,310.992,317.783
2024-06-28 09:00:00,310.222,317.79
2024-06-28 10:00:00,310.95,317.365
2024-06-28 11:00:00,311.282,317.712
2024-06-28 12:00:00,310.869,317.684
2024-06-28 13:00:00,311.208,317.64
2024-06-28 14:00:00,311.159,317.97
2024-06-28 15:00:00,311.146,317.957
2024-06-28 16:00:00,311.168,317.96
2024-06-28 17:00:00,311.207,317.621
2024-06-28 18:00:00,311.626,317.652
2024-06-28 19:00:00,312.062,317.667
2024-06-28 20:00:00,311.328,317.317
2024-06-28 21:00:00,310.586,316.952
2024-06-28 22:00:00,310.597,316.195
2024-06-28 23:00:00,310.203,316.188
2024-06-29 00:00:00,310.577,316.58
2024-06-29 01:00:00,310.958,316.567
2024-06-29 02:00:00,311.309,316.949
2024-06-29 03:00:00,311.701,317.323
2024-06-29 04:00:00,312.489,317.708
2024-06-29 05:00:00,312.527,318.102
2024-06-29 06:00:00,312.164,318.12
2024-06-29 07:00:00,311.787,317.742
2024-06-29 08:00:00,311.026,317.353
2024-06-29 09:00:00,310.616,317.341
2024-06-29 10:00:00,310.208,316.557
2024-06-29 11:00:00,309.791,315.773
2024-06-29 12:00:00,309.75,315.75
2024-06-29 13:00:00,309.648,315.703
2024-06-29 14:00:00,309.621,316.035
2024-06-29 15:00:00,309.605,316.019
2024-06-29 16:00:00,309.607,316.021
2024-06-29 17:00:00,309.659,316.047
2024-06-29 18:00:00,309.731,315.719
2024-06-29 19:00:00,310.172,315.762
2024-06-29 20:00:00,310.202,315.798
2024-06-29 21:00:00,309.469,315.431
2024-06-29 22:00:00,308.694,314.687
2024-06-29 23:00:00,305.348,314.305
2024-06-30 00:00:00,304.64,314.304
2024-06-30 01:00:00,306.835,314.293
2024-06-30 02:00:00,308.697,314.651
2024-06-30 03:00:00,309.055,315.028
2024-06-30 04:00:00,309.798,315.409
2024-06-30 05:00:00,310.191,315.799
2024-06-30 06:00:00,310.578,315.805
2024-06-30 07:00:00,310.211,315.806
2024-06-30 08:00:00,309.851,315.424
2024-06-30 09:00:00,309.464,315.438
2024-06-30 10:00:00,308.676,315.048
2024-06-30 11:00:00,307.922,313.875
2024-06-30 12:00:00,306.783,313.847
2024-06-30 13:00:00,306.037,313.438
2024-06-30 14:00:00,307.099,313.408
2024-06-30 15:00:00,307.439,313.405
2024-06-30 16:00:00,307.428,313.412
2024-06-30 17:00:00,307.832,313.438
2024-06-30 18:00:00,307.909,313.878
2024-06-30 19:00:00,308.334,313.91
2024-06-30 20:00:00,306.167,313.181
2024-06-30 21:00:00,301.782,312.049
2024-06-30 22:00:00,298.988,310.559
2024-06-30 23:00:00,297.948,307.897
2024-07-01 00:00:00,296.876,306.801
2024-07-01 01:00:00,297.255,307.934
2024-07-01 02:00:00,298.33,309.791
2024-07-01 03:00:00,303.288,311.662
2024-07-01 04:00:00,303.602,313.194
2024-07-01 05:00:00,302.895,313.57
2024-07-01 06:00:00,307.731,313.571
2024-07-01 07:00:00,307.967,313.965
2024-07-01 08:00:00,307.637,313.582
2024-07-01 09:00:00,306.927,313.578
2024-07-01 10:00:00,305.826,313.191
2024-07-01 11:00:00,304.392,312.032
2024-07-01 12:00:00,304.735,311.639
2024-07-01 13:00:00,303.259,310.854
2024-07-01 14:00:00,303.232,310.464
2024-07-01 15:00:00,303.527,310.459
2024-07-01 16:00:00,303.533,310.456
2024-07-01 17:00:00,304.279,310.856
2024-07-01 18:00:00,304.65,310.888
2024-07-01 19:00:00,305.048,310.558
2024-07-01 20:00:00,303.644,309.05
2024-07-01 21:00:00,300.101,306.087
2024-07-01 22:00:00,295.943,303.496
2024-07-01 23:00:00,295.998,300.929
2024-07-02 00:00:00,296.419,300.962
2024-07-02 01:00:00,295.623,300.184
2024-07-02 02:00:00,297.123,302.803
2024-07-02 03:00:00,297.146,305.341
2024-07-02 04:00:00,296.778,307.612
2024-07-02 05:00:00,303.365,309.844
2024-07-02 06:00:00,304.794,310.975
2024-07-02 07:00:00,304.901,311.375
2024-07-02 08:00:00,305.63,311.379
2024-07-02 09:00:00,305.172,311.377
2024-07-02 10:00:00,305.182,311.36
2024-07-02 11:00:00,304.09,311.338
2024-07-02 12:00:00,303.703,310.55
2024-07-02 13:00:00,302.576,309.404
2024-07-02 14:00:00,298.448,308.264
2024-07-02 15:00:00,296.474,307.526
2024-07-02 16:00:00,296.324,307.143
2024-07-02 17:00:00,295.307,307.145
2024-07-02 18:00:00,296.428,307.538
2024-07-02 19:00:00,297.87,307.177
2024-07-02 20:00:00,298.352,305.721
2024-07-02 21:00:00,295.078,304.654
2024-07-02 22:00:00,296.898,302.078
2024-07-02 23:00:00,296.478,302.47
2024-07-03 00:00:00,296.265,303.631
2024-07-03 01:00:00,295.506,303.649
2024-07-03 02:00:00,295.7,302.878
2024-07-03 03:00:00,296.019,301.316
2024-07-03 04:00:00,296.65,303.539
2024-07-03 05:00:00,296.838,306.118
2024-07-03 06:00:00,299.43,308.368
2024-07-03 07:00:00,303.413,309.904
2024-07-03 08:00:00,303.774,309.914
2024-07-03 09:00:00,303.781,310.306
2024-07-03 10:00:00,303.674,309.905
2024-07-03 11:00:00,303.257,309.881
2024-07-03 12:00:00,303.309,309.847
2024-07-03 13:00:00,302.926,308.704
2024-07-03 14:00:00,296.805,306.482
2024-07-03 15:00:00,295.485,304.24
2024-07-03 16:00:00,295.4,301.622
2024-07-03 17:00:00,296.978,300.888
2024-07-03 18:00:00,296.98,300.148
2024-07-03 19:00:00,296.176,299.798
2024-07-03 20:00:00,295.85,300.885
2024-07-03 21:00:00,296.123,301.316
2024-07-03 22:00:00,296.129,302.47
2024-07-03 23:00:00,296.164,302.129
2024-07-04 00:00:00,296.495,302.568
2024-07-04 01:00:00,295.88,302.214
2024-07-04 02:00:00,295.507,302.244
2024-07-04 03:00:00,295.568,302.596
2024-07-04 04:00:00,295.036,301.358
2024-07-04 05:00:00,296.087,301.321
2024-07-04 06:00:00,296.155,301.658
2024-07-04 07:00:00,297.783,304.282
2024-07-04 08:00:00,302.038,308.066
2024-07-04 09:00:00,302.443,308.065
2024-07-04 10:00:00,302.472,308.082
2024-07-04 11:00:00,302.087,308.061
2024-07-04 12:00:00,302.073,308.044
2024-07-04 13:00:00,302.003,307.656
2024-07-04 14:00:00,297.907,305.377
2024-07-04 15:00:00,295.319,302.407
2024-07-04 16:00:00,295.768,300.57
2024-07-04 17:00:00,295.31,300.582
2024-07-04 18:00:00,295.719,300.58
2024-07-04 19:00:00,295.011,299.873
2024-07-04 20:00:00,293.912,298.39
2024-07-04 21:00:00,294.318,299.142
2024-07-04 22:00:00,295.128,299.521
2024-07-04 23:00:00,295.975,300.341
2024-07-05 00:00:00,295.794,300.375
2024-07-05 01:00:00,295.511,299.694
2024-07-05 02:00:00,294.04,299.396
2024-07-05 03:00:00,293.707,299.045
2024-07-05 04:00:00,293.983,299.364
2024-07-05 05:00:00,295.72,299.667
2024-07-05 06:00:00,295.519,299.578
2024-07-05 07:00:00,295.06,298.754
2024-07-05 08:00:00,296.891,300.593
2024-07-05 09:00:00,298.658,304.306
2024-07-05 10:00:00,300.997,306.196
2024-07-05 11:00:00,300.247,306.188
2024-07-05 12:00:00,299.865,306.182
2024-07-05 13:00:00,299.878,305.04
2024-07-05 14:00:00,297.537,303.171
2024-07-05 15:00:00,295.771,301.635
2024-07-05 16:00:00,296.414,302.717
2024-07-05 17:00:00,297.226,302.013
2024-07-05 18:00:00,296.14,300.948
2024-07-05 19:00:00,295.793,300.622
2024-07-05 20:00:00,296.201,301.019
2024-07-05 21:00:00,295.854,300.259
2024-07-05 22:00:00,294.767,298.807
2024-07-05 23:00:00,295.262,299.27
2024-07-06 00:00:00,295.05,298.942
2024-07-06 01:00:00,292.946,298.684
2024-07-06 02:00:00,291.982,297.57
2024-07-06 03:00:00,289.142,296.525
2024-07-06 04:00:00,288.756,294.744
2024-07-06 05:00:00,290.191,296.481
2024-07-06 06:00:00,293.125,298.313
2024-07-06 07:00:00,295.261,298.509
2024-07-06 08:00:00,295.088,300.347
2024-07-06 09:00:00,296.94,301.424
2024-07-06 10:00:00,294.203,301.706
2024-07-06 11:00:00,296.487,301.649
2024-07-06 12:00:00,296.075,301.657
2024-07-06 13:00:00,296.1,301.973
2024-07-06 14:00:00,293.883,302.309
2024-07-06 15:00:00,295.485,302.318
2024-07-06 16:00:00,294.938,300.891
2024-07-06 17:00:00,294.232,299.067
2024-07-06 18:00:00,293.946,298.365
2024-07-06 19:00:00,293.949,298.024
2024-07-06 20:00:00,293.592,298.052
2024-07-06 21:00:00,294.002,298.08
2024-07-06 22:00:00,294.42,298.086
2024-07-06 23:00:00,294.362,298.118
2024-07-07 00:00:00,294.263,297.092
2024-07-07 01:00:00,290.531,295.299
2024-07-07 02:00:00,291.195,295.094
2024-07-07 03:00:00,291.703,294.736
2024-07-07 04:00:00,293.148,294.736
2024-07-07 05:00:00,293.251,294.363
2024-07-07 06:00:00,292.396,295.314
2024-07-07 07:00:00,293.404,296.325
2024-07-07 08:00:00,295.358,297.74
2024-07-07 09:00:00,294.843,298.418
2024-07-07 10:00:00,295.109,299.51
2024-07-07 11:00:00,294.994,299.86
2024-07-07 12:00:00,294.952,299.806
2024-07-07 13:00:00,295.128,299.796
2024-07-07 14:00:00,294.793,299.798
2024-07-07 15:00:00,294.815,299.017
2024-07-07 16:00:00,293.519,298.353
2024-07-07 17:00:00,293.2,297.627
2024-07-07 18:00:00,293.241,297.276
2024-07-07 19:00:00,295.028,296.564
2024-07-07 20:00:00,294.443,296.592
2024-07-07 21:00:00,292.979,296.212
2024-07-07 22:00:00,292.833,296.606
2024-07-07 23:00:00,293.661,297.377
2024-07-08 00:00:00,294.078,297.366
2024-07-08 01:00:00,294.034,296.343
2024-07-08 02:00:00,293.557,294.95
2024-07-08 03:00:00,293.215,294.286
2024-07-08 04:00:00,294.654,293.946
2024-07-08 05:00:00,294.613,293.583
2024-07-08 06:00:00,294.785,293.909
2024-07-08 07:00:00,294.688,295.547
2024-07-08 08:00:00,295.977,296.593
2024-07-08 09:00:00,295.154,296.943
2024-07-08 10:00:00,296.846,296.913
2024-07-08 11:00:00,294.841,298.36
2024-07-08 12:00:00,292.786,299.664
2024-07-08 13:00:00,293.197,298.899
2024-07-08 14:00:00,293.102,298.18
2024-07-08 15:00:00,292.806,298.895
2024-07-08 16:00:00,293.365,299.6
2024-07-08 17:00:00,293.507,299.282
2024-07-08 18:00:00,294.548,297.107
2024-07-08 19:00:00,296.068,295.79
2024-07-08 20:00:00,295.552,295.456
2024-07-08 21:00:00,293.68,295.829
2024-07-08 22:00:00,294.135,295.085
2024-07-08 23:00:00,294.904,295.508
2024-07-09 00:00:00,294.254,296.279
2024-07-09 01:00:00,294.003,297.05
2024-07-09 02:00:00,292.221,297.115
2024-07-09 03:00:00,293.644,295.247
2024-07-09 04:00:00,295.175,294.154
2024-07-09 05:00:00,294.356,293.476
2024-07-09 06:00:00,294.472,295.302
2024-07-09 07:00:00,294.741,296.353
2024-07-09 08:00:00,293.833,296.294
2024-07-09 09:00:00,293.098,295.543
2024-07-09 10:00:00,295.617,295.09
2024-07-09 11:00:00,293.286,295.025
2024-07-09 12:00:00,295.575,298.914
2024-07-09 13:00:00,292.761,298.501
2024-07-09 14:00:00,293.509,298.121
2024-07-09 15:00:00,292.967,298.104
2024-07-09 16:00:00,293.068,298.117
2024-07-09 17:00:00,294.268,297.843
2024-07-09 18:00:00,289.74,294.543
2024-07-09 19:00:00,292.419,294.628
2024-07-09 20:00:00,294.174,295.703
2024-07-09 21:00:00,293.648,295.664
2024-07-09 22:00:00,294.303,295.65
2024-07-09 23:00:00,293.696,296.083
2024-07-10 00:00:00,294.239,293.964
2024-07-10 01:00:00,293.868,294.049
2024-07-10 02:00:00,292.924,294.438
2024-07-10 03:00:00,293.272,294.482
2024-07-10 04:00:00,293.637,293.748
2024-07-10 05:00:00,296.095,293.747
2024-07-10 06:00:00,293.634,294.109
2024-07-10 07:00:00,291.499,295.227
2024-07-10 08:00:00,291.428,294.449
2024-07-10 09:00:00,293.002,293.253
2024-07-10 10:00:00,292.134,293.925
2024-07-10 11:00:00,291.796,294.245
2024-07-10 12:00:00,293.226,294.595
2024-07-10 13:00:00,293.396,294.17
2024-07-10 14:00:00,292.923,294.52
2024-07-10 15:00:00,292.855,294.555
2024-07-10 16:00:00,292.944,293.844
2024-07-10 17:00:00,291.995,294.222
2024-07-10 18:00:00,291.697,293.819
2024-07-10 19:00:00,291.716,293.824
2024-07-10 20:00:00,291.866,293.787
2024-07-10 21:00:00,291.756,294.136
