time,24kum2a_s37_0002m,24kum2a_s37_0030m
2024-07-10 22:00:00,30.536,30.888
2024-07-10 23:00:00,30.537,30.881
2024-07-11 00:00:00,30.531,30.861
2024-07-11 01:00:00,30.519,30.836
2024-07-11 02:00:00,30.484,30.82
2024-07-11 03:00:00,30.479,30.819
2024-07-11 04:00:00,30.463,30.809
2024-07-11 05:00:00,30.432,30.801
2024-07-11 06:00:00,30.446,30.797
2024-07-11 07:00:00,30.557,30.799
2024-07-11 08:00:00,30.574,30.817
2024-07-11 09:00:00,30.584,30.829
2024-07-11 10:00:00,30.626,30.833
2024-07-11 11:00:00,30.596,30.831
2024-07-11 12:00:00,30.494,30.826
2024-07-11 13:00:00,30.479,30.827
2024-07-11 14:00:00,30.494,30.825
2024-07-11 15:00:00,30.498,30.812
2024-07-11 16:00:00,30.507,30.802
2024-07-11 17:00:00,30.512,30.8
2024-07-11 18:00:00,30.479,30.799
2024-07-11 19:00:00,30.471,30.83
2024-07-11 20:00:00,30.55,30.846
2024-07-11 21:00:00,30.544,30.851
2024-07-11 22:00:00,30.614,30.865
2024-07-11 23:00:00,30.551,30.869
2024-07-12 00:00:00,30.549,30.853
2024-07-12 01:00:00,30.578,30.815
2024-07-12 02:00:00,30.622,30.793
2024-07-12 03:00:00,30.625,30.787
2024-07-12 04:00:00,30.6,30.77
2024-07-12 05:00:00,30.555,30.751
2024-07-12 06:00:00,30.456,30.751
2024-07-12 07:00:00,30.452,30.754
2024-07-12 08:00:00,30.558,30.761
2024-07-12 09:00:00,30.481,30.788
2024-07-12 10:00:00,30.489,30.819
2024-07-12 11:00:00,30.511,30.841
2024-07-12 12:00:00,30.508,30.846
2024-07-12 13:00:00,30.531,30.842
2024-07-12 14:00:00,30.56,30.819
2024-07-12 15:00:00,30.585,30.798
2024-07-12 16:00:00,30.596,30.801
2024-07-12 17:00:00,30.582,30.815
2024-07-12 18:00:00,30.54,30.806
2024-07-12 19:00:00,30.568,30.794
2024-07-12 20:00:00,30.595,30.823
2024-07-12 21:00:00,30.605,30.832
2024-07-12 22:00:00,30.591,30.839
2024-07-12 23:00:00,30.593,30.84
2024-07-13 00:00:00,30.603,30.836
2024-07-13 01:00:00,30.623,30.836
2024-07-13 02:00:00,30.629,30.832
2024-07-13 03:00:00,30.617,30.778
2024-07-13 04:00:00,30.596,30.763
2024-07-13 05:00:00,30.574,30.754
2024-07-13 06:00:00,30.574,30.741
2024-07-13 07:00:00,30.582,30.752
2024-07-13 08:00:00,30.575,30.782
2024-07-13 09:00:00,30.572,30.827
2024-07-13 10:00:00,30.597,30.833
2024-07-13 11:00:00,30.627,30.827
2024-07-13 12:00:00,30.646,30.829
2024-07-13 13:00:00,30.651,30.838
2024-07-13 14:00:00,30.646,30.825
2024-07-13 15:00:00,30.616,30.832
2024-07-13 16:00:00,30.596,30.838
2024-07-13 17:00:00,30.585,30.852
2024-07-13 18:00:00,30.581,30.848
2024-07-13 19:00:00,30.576,30.829
2024-07-13 20:00:00,30.575,30.791
2024-07-13 21:00:00,30.577,30.807
2024-07-13 22:00:00,30.583,30.823
2024-07-13 23:00:00,30.597,30.821
2024-07-14 00:00:00,30.606,30.819
2024-07-14 01:00:00,30.617,30.822
2024-07-14 02:00:00,30.666,30.829
2024-07-14 03:00:00,30.649,30.831
2024-07-14 04:00:00,30.627,30.829
2024-07-14 05:00:00,30.607,30.804
2024-07-14 06:00:00,30.584,30.81
2024-07-14 07:00:00,30.58,30.815
2024-07-14 08:00:00,30.581,30.815
2024-07-14 09:00:00,30.592,30.819
2024-07-14 10:00:00,30.629,30.821
2024-07-14 11:00:00,30.645,30.825
2024-07-14 12:00:00,30.616,30.82
2024-07-14 13:00:00,30.6,30.819
2024-07-14 14:00:00,30.574,30.824
2024-07-14 15:00:00,30.62,30.822
2024-07-14 16:00:00,30.642,30.818
2024-07-14 17:00:00,30.622,30.767
2024-07-14 18:00:00,30.541,30.74
2024-07-14 19:00:00,30.531,30.754
2024-07-14 20:00:00,30.439,30.755
2024-07-14 21:00:00,30.394,30.76
2024-07-14 22:00:00,30.308,30.884
2024-07-14 23:00:00,30.216,30.94
2024-07-15 00:00:00,30.196,30.945
2024-07-15 01:00:00,30.19,30.938
2024-07-15 02:00:00,30.193,30.934
2024-07-15 03:00:00,30.222,30.882
2024-07-15 04:00:00,30.301,30.861
2024-07-15 05:00:00,30.371,30.832
2024-07-15 06:00:00,30.384,30.808
2024-07-15 07:00:00,30.399,30.823
2024-07-15 08:00:00,30.394,30.847
2024-07-15 09:00:00,30.339,30.931
2024-07-15 10:00:00,30.301,30.937
2024-07-15 11:00:00,30.309,30.911
2024-07-15 12:00:00,30.262,30.857
2024-07-15 13:00:00,30.224,30.828
2024-07-15 14:00:00,30.209,30.815
2024-07-15 15:00:00,30.205,30.84
2024-07-15 16:00:00,30.227,30.886
2024-07-15 17:00:00,30.258,30.895
2024-07-15 18:00:00,30.226,30.888
2024-07-15 19:00:00,30.252,30.893
2024-07-15 20:00:00,30.246,30.885
2024-07-15 21:00:00,30.243,30.822
2024-07-15 22:00:00,30.252,30.729
2024-07-15 23:00:00,30.194,30.736
2024-07-16 00:00:00,30.186,30.82
2024-07-16 01:00:00,30.143,30.838
2024-07-16 02:00:00,30.245,30.846
2024-07-16 03:00:00,30.26,30.832
2024-07-16 04:00:00,30.265,30.846
2024-07-16 05:00:00,30.221,30.855
2024-07-16 06:00:00,30.171,30.856
2024-07-16 07:00:00,30.18,30.866
2024-07-16 08:00:00,30.191,30.864
2024-07-16 09:00:00,30.185,30.849
2024-07-16 10:00:00,30.19,30.825
2024-07-16 11:00:00,30.277,30.805
2024-07-16 12:00:00,30.263,30.829
2024-07-16 13:00:00,30.199,30.846
2024-07-16 14:00:00,30.068,30.853
2024-07-16 15:00:00,30.084,30.841
2024-07-16 16:00:00,30.11,30.852
2024-07-16 17:00:00,30.175,30.843
2024-07-16 18:00:00,30.265,30.828
2024-07-16 19:00:00,30.268,30.835
2024-07-16 20:00:00,30.272,30.778
2024-07-16 21:00:00,30.191,30.65
2024-07-16 22:00:00,30.083,30.671
2024-07-16 23:00:00,29.959,30.614
2024-07-17 00:00:00,29.991,30.654
2024-07-17 01:00:00,30.076,30.634
2024-07-17 02:00:00,30.121,30.697
2024-07-17 03:00:00,30.194,30.762
2024-07-17 04:00:00,30.12,30.817
2024-07-17 05:00:00,30.16,30.824
2024-07-17 06:00:00,30.224,30.822
2024-07-17 07:00:00,30.217,30.81
2024-07-17 08:00:00,30.208,30.8
2024-07-17 09:00:00,30.22,30.784
2024-07-17 10:00:00,30.216,30.789
2024-07-17 11:00:00,30.373,30.81
2024-07-17 12:00:00,30.266,30.814
2024-07-17 13:00:00,30.268,30.834
2024-07-17 14:00:00,30.121,30.84
2024-07-17 15:00:00,30.105,30.834
2024-07-17 16:00:00,30.094,30.823
2024-07-17 17:00:00,30.098,30.817
2024-07-17 18:00:00,30.108,30.789
2024-07-17 19:00:00,30.13,30.753
2024-07-17 20:00:00,30.089,30.668
2024-07-17 21:00:00,29.604,30.609
2024-07-17 22:00:00,29.184,30.591
2024-07-17 23:00:00,29.148,30.574
2024-07-18 00:00:00,29.149,30.546
2024-07-18 01:00:00,29.16,30.564
2024-07-18 02:00:00,29.173,30.607
2024-07-18 03:00:00,29.188,30.679
2024-07-18 04:00:00,29.203,30.742
2024-07-18 05:00:00,29.48,30.749
2024-07-18 06:00:00,30.22,30.786
2024-07-18 07:00:00,29.933,30.798
2024-07-18 08:00:00,29.76,30.787
2024-07-18 09:00:00,29.707,30.777
2024-07-18 10:00:00,29.702,30.774
2024-07-18 11:00:00,29.801,30.792
2024-07-18 12:00:00,29.961,30.807
2024-07-18 13:00:00,29.764,30.807
2024-07-18 14:00:00,29.652,30.828
2024-07-18 15:00:00,29.432,30.831
2024-07-18 16:00:00,29.36,30.839
2024-07-18 17:00:00,29.293,30.824
2024-07-18 18:00:00,29.264,30.796
2024-07-18 19:00:00,29.259,30.753
2024-07-18 20:00:00,29.286,30.718
2024-07-18 21:00:00,29.371,30.648
2024-07-18 22:00:00,29.428,30.596
2024-07-18 23:00:00,29.377,30.568
2024-07-19 00:00:00,29.255,30.568
2024-07-19 01:00:00,29.246,30.576
2024-07-19 02:00:00,29.248,30.579
2024-07-19 03:00:00,29.245,30.582
2024-07-19 04:00:00,29.34,30.678
2024-07-19 05:00:00,29.424,30.737
2024-07-19 06:00:00,29.3,30.754
2024-07-19 07:00:00,29.301,30.775
2024-07-19 08:00:00,29.44,30.763
2024-07-19 09:00:00,29.454,30.746
2024-07-19 10:00:00,29.434,30.739
2024-07-19 11:00:00,29.435,30.748
2024-07-19 12:00:00,29.463,30.795
2024-07-19 13:00:00,29.395,30.798
2024-07-19 14:00:00,29.297,30.819
2024-07-19 15:00:00,29.363,30.806
2024-07-19 16:00:00,29.43,30.853
2024-07-19 17:00:00,29.269,30.825
2024-07-19 18:00:00,29.268,30.699
2024-07-19 19:00:00,29.276,30.723
2024-07-19 20:00:00,29.304,30.698
2024-07-19 21:00:00,29.313,30.688
2024-07-19 22:00:00,29.338,30.716
2024-07-19 23:00:00,29.333,30.809
2024-07-20 00:00:00,29.327,30.855
2024-07-20 01:00:00,29.317,30.875
2024-07-20 02:00:00,29.322,30.883
2024-07-20 03:00:00,29.32,30.888
2024-07-20 04:00:00,29.323,30.774
2024-07-20 05:00:00,29.251,30.662
2024-07-20 06:00:00,29.279,30.694
2024-07-20 07:00:00,29.33,30.737
2024-07-20 08:00:00,29.286,30.741
2024-07-20 09:00:00,29.347,30.724
2024-07-20 10:00:00,29.368,30.718
2024-07-20 11:00:00,29.369,30.72
2024-07-20 12:00:00,29.52,30.734
2024-07-20 13:00:00,29.368,30.739
2024-07-20 14:00:00,29.294,30.753
2024-07-20 15:00:00,29.298,30.767
2024-07-20 16:00:00,29.331,30.725
2024-07-20 17:00:00,29.257,30.716
2024-07-20 18:00:00,29.19,30.715
2024-07-20 19:00:00,29.177,30.724
2024-07-20 20:00:00,29.201,30.761
2024-07-20 21:00:00,29.239,30.792
2024-07-20 22:00:00,29.373,30.839
2024-07-20 23:00:00,29.384,30.864
2024-07-21 00:00:00,29.422,30.852
2024-07-21 01:00:00,29.477,30.832
2024-07-21 02:00:00,29.439,30.831
2024-07-21 03:00:00,29.343,30.845
2024-07-21 04:00:00,29.312,30.864
2024-07-21 05:00:00,29.301,30.809
2024-07-21 06:00:00,29.262,30.715
2024-07-21 07:00:00,29.216,30.669
2024-07-21 08:00:00,29.182,30.68
2024-07-21 09:00:00,29.227,30.697
2024-07-21 10:00:00,29.317,30.703
2024-07-21 11:00:00,29.31,30.699
2024-07-21 12:00:00,29.305,30.696
2024-07-21 13:00:00,29.308,30.7
2024-07-21 14:00:00,29.215,30.705
2024-07-21 15:00:00,29.176,30.709
2024-07-21 16:00:00,29.181,30.71
2024-07-21 17:00:00,29.183,30.707
2024-07-21 18:00:00,29.2,30.7
2024-07-21 19:00:00,29.193,30.71
2024-07-21 20:00:00,29.22,30.736
2024-07-21 21:00:00,29.19,30.755
2024-07-21 22:00:00,29.182,30.753
2024-07-21 23:00:00,29.188,30.756
2024-07-22 00:00:00,29.232,30.769
2024-07-22 01:00:00,29.272,30.772
2024-07-22 02:00:00,29.231,30.755
2024-07-22 03:00:00,29.22,30.751
2024-07-22 04:00:00,29.215,30.769
2024-07-22 05:00:00,29.214,30.757
2024-07-22 06:00:00,29.195,30.712
2024-07-22 07:00:00,29.19,30.65
2024-07-22 08:00:00,29.207,30.632
2024-07-22 09:00:00,29.227,30.643
2024-07-22 10:00:00,29.211,30.655
2024-07-22 11:00:00,29.208,30.663
2024-07-22 12:00:00,29.208,30.664
2024-07-22 13:00:00,29.206,30.667
2024-07-22 14:00:00,29.218,30.666
2024-07-22 15:00:00,29.226,30.674
2024-07-22 16:00:00,29.195,30.682
2024-07-22 17:00:00,29.132,30.714
2024-07-22 18:00:00,29.048,30.806
2024-07-22 19:00:00,29.003,30.88
2024-07-22 20:00:00,28.875,30.9
2024-07-22 21:00:00,28.876,30.828
2024-07-22 22:00:00,28.853,30.751
2024-07-22 23:00:00,28.884,30.712
2024-07-23 00:00:00,28.877,30.699
2024-07-23 01:00:00,28.893,30.685
2024-07-23 02:00:00,28.886,30.682
2024-07-23 03:00:00,28.944,30.684
2024-07-23 04:00:00,29.066,30.695
2024-07-23 05:00:00,29.077,30.714
2024-07-23 06:00:00,29.036,30.723
2024-07-23 07:00:00,28.887,30.703
2024-07-23 08:00:00,28.857,30.656
2024-07-23 09:00:00,28.857,30.605
2024-07-23 10:00:00,28.831,30.608
2024-07-23 11:00:00,29.174,30.614
2024-07-23 12:00:00,29.223,30.623
2024-07-23 13:00:00,29.121,30.623
2024-07-23 14:00:00,29.071,30.628
2024-07-23 15:00:00,29.018,30.686
2024-07-23 16:00:00,28.851,30.79
2024-07-23 17:00:00,28.859,31.033
2024-07-23 18:00:00,28.834,31.072
2024-07-23 19:00:00,28.854,31.082
2024-07-23 20:00:00,28.841,31.07
2024-07-23 21:00:00,28.845,31.035
2024-07-23 22:00:00,28.844,30.938
2024-07-23 23:00:00,28.934,30.82
2024-07-24 00:00:00,28.915,30.689
2024-07-24 01:00:00,29.015,30.652
2024-07-24 02:00:00,29.21,30.62
2024-07-24 03:00:00,29.303,30.592
2024-07-24 04:00:00,29.227,30.585
2024-07-24 05:00:00,29.25,30.636
2024-07-24 06:00:00,29.296,30.691
2024-07-24 07:00:00,29.328,30.761
2024-07-24 08:00:00,29.213,30.807
2024-07-24 09:00:00,29.312,30.826
2024-07-24 10:00:00,29.001,30.803
2024-07-24 11:00:00,28.897,30.775
2024-07-24 12:00:00,28.888,30.759
2024-07-24 13:00:00,28.906,30.763
2024-07-24 14:00:00,28.898,30.77
2024-07-24 15:00:00,28.94,30.853
2024-07-24 16:00:00,29.03,30.917
2024-07-24 17:00:00,29.155,30.938
2024-07-24 18:00:00,29.038,30.989
2024-07-24 19:00:00,29.129,31.001
2024-07-24 20:00:00,28.818,31.007
2024-07-24 21:00:00,28.755,30.985
2024-07-24 22:00:00,28.761,30.922
2024-07-24 23:00:00,28.778,30.817
2024-07-25 00:00:00,28.758,30.729
2024-07-25 01:00:00,28.79,30.638
2024-07-25 02:00:00,29.063,30.575
2024-07-25 03:00:00,29.139,30.547
2024-07-25 04:00:00,29.122,30.545
2024-07-25 05:00:00,28.969,30.569
2024-07-25 06:00:00,28.767,30.622
2024-07-25 07:00:00,28.722,30.675
2024-07-25 08:00:00,28.817,30.74
2024-07-25 09:00:00,28.784,30.827
2024-07-25 10:00:00,28.735,30.869
2024-07-25 11:00:00,28.75,30.928
2024-07-25 12:00:00,28.878,30.944
2024-07-25 13:00:00,29.025,30.932
2024-07-25 14:00:00,28.971,30.781
2024-07-25 15:00:00,28.874,30.77
2024-07-25 16:00:00,28.795,30.668
2024-07-25 17:00:00,28.682,30.781
2024-07-25 18:00:00,28.563,30.82
2024-07-25 19:00:00,28.291,30.853
2024-07-25 20:00:00,28.172,30.858
2024-07-25 21:00:00,28.175,30.842
2024-07-25 22:00:00,28.21,30.811
2024-07-25 23:00:00,28.231,30.702
2024-07-26 00:00:00,28.215,30.734
2024-07-26 01:00:00,28.285,30.707
2024-07-26 02:00:00,28.419,30.645
2024-07-26 03:00:00,28.508,30.623
2024-07-26 04:00:00,28.572,30.607
2024-07-26 05:00:00,28.648,30.528
2024-07-26 06:00:00,28.71,30.475
2024-07-26 07:00:00,28.716,30.392
2024-07-26 08:00:00,28.781,30.386
2024-07-26 09:00:00,28.874,30.515
2024-07-26 10:00:00,29.044,30.473
2024-07-26 11:00:00,29.273,30.793
2024-07-26 12:00:00,29.364,30.895
2024-07-26 13:00:00,29.346,30.887
2024-07-26 14:00:00,29.344,30.854
2024-07-26 15:00:00,29.292,30.789
2024-07-26 16:00:00,29.23,30.68
2024-07-26 17:00:00,29.164,30.593
2024-07-26 18:00:00,29.091,30.58
2024-07-26 19:00:00,29.028,30.538
2024-07-26 20:00:00,28.986,30.538
2024-07-26 21:00:00,29.06,30.562
2024-07-26 22:00:00,29.163,30.64
2024-07-26 23:00:00,29.269,30.669
2024-07-27 00:00:00,29.361,30.693
2024-07-27 01:00:00,29.367,30.689
2024-07-27 02:00:00,29.329,30.675
2024-07-27 03:00:00,29.375,30.672
2024-07-27 04:00:00,29.317,30.64
2024-07-27 05:00:00,29.261,30.643
2024-07-27 06:00:00,29.134,30.633
2024-07-27 07:00:00,29.029,30.666
2024-07-27 08:00:00,29.053,30.686
2024-07-27 09:00:00,29.067,30.765
2024-07-27 10:00:00,29.084,30.841
2024-07-27 11:00:00,29.064,30.869
2024-07-27 12:00:00,29.026,30.886
2024-07-27 13:00:00,29.005,30.893
2024-07-27 14:00:00,29.022,30.896
2024-07-27 15:00:00,29.101,30.884
2024-07-27 16:00:00,29.192,30.86
2024-07-27 17:00:00,29.234,30.834
2024-07-27 18:00:00,29.223,30.763
2024-07-27 19:00:00,29.068,30.684
2024-07-27 20:00:00,28.964,30.587
2024-07-27 21:00:00,28.956,30.535
2024-07-27 22:00:00,28.94,30.56
2024-07-27 23:00:00,28.958,30.591
2024-07-28 00:00:00,28.946,30.676
2024-07-28 01:00:00,28.959,30.802
2024-07-28 02:00:00,28.946,30.813
2024-07-28 03:00:00,28.948,30.811
2024-07-28 04:00:00,28.959,30.826
2024-07-28 05:00:00,28.992,30.817
2024-07-28 06:00:00,29.05,30.791
2024-07-28 07:00:00,29.005,30.754
2024-07-28 08:00:00,28.971,30.68
2024-07-28 09:00:00,29.007,30.696
2024-07-28 10:00:00,29.069,30.631
2024-07-28 11:00:00,29.063,30.658
2024-07-28 12:00:00,29.029,30.754
2024-07-28 13:00:00,29.078,30.797
2024-07-28 14:00:00,29.105,30.724
2024-07-28 15:00:00,29.106,30.733
2024-07-28 16:00:00,29.061,30.707
2024-07-28 17:00:00,29.029,30.686
2024-07-28 18:00:00,29.006,30.675
2024-07-28 19:00:00,28.999,30.598
2024-07-28 20:00:00,29.076,30.561
2024-07-28 21:00:00,29.221,30.528
2024-07-28 22:00:00,29.318,30.534
2024-07-28 23:00:00,29.335,30.542
2024-07-29 00:00:00,29.314,30.562
2024-07-29 01:00:00,29.281,30.593
2024-07-29 02:00:00,29.315,30.636
2024-07-29 03:00:00,29.323,30.657
2024-07-29 04:00:00,29.389,30.696
2024-07-29 05:00:00,29.536,30.704
2024-07-29 06:00:00,29.63,30.682
2024-07-29 07:00:00,29.675,30.647
2024-07-29 08:00:00,29.672,30.616
2024-07-29 09:00:00,29.593,30.585
2024-07-29 10:00:00,29.538,30.637
2024-07-29 11:00:00,29.508,30.891
2024-07-29 12:00:00,29.493,31.091
2024-07-29 13:00:00,29.499,31.112
2024-07-29 14:00:00,29.641,31.065
2024-07-29 15:00:00,29.772,30.847
2024-07-29 16:00:00,29.794,30.618
2024-07-29 17:00:00,29.894,30.708
2024-07-29 18:00:00,30.005,30.742
2024-07-29 19:00:00,30.032,30.934
2024-07-29 20:00:00,29.993,30.947
2024-07-29 21:00:00,29.94,30.955
2024-07-29 22:00:00,29.917,30.972
2024-07-29 23:00:00,29.93,30.976
2024-07-30 00:00:00,29.968,30.976
2024-07-30 01:00:00,30.04,30.972
2024-07-30 02:00:00,30.08,31.011
2024-07-30 03:00:00,30.029,31.063
2024-07-30 04:00:00,29.935,31.117
2024-07-30 05:00:00,29.893,31.137
2024-07-30 06:00:00,29.864,31.153
2024-07-30 07:00:00,29.877,31.184
2024-07-30 08:00:00,29.874,31.209
2024-07-30 09:00:00,29.863,31.217
2024-07-30 10:00:00,29.875,31.226
2024-07-30 11:00:00,29.902,31.234
2024-07-30 12:00:00,29.911,31.242
2024-07-30 13:00:00,29.976,31.246
2024-07-30 14:00:00,30.037,31.243
2024-07-30 15:00:00,30.058,31.23
2024-07-30 16:00:00,30.014,31.205
2024-07-30 17:00:00,29.934,31.177
2024-07-30 18:00:00,29.908,31.135
2024-07-30 19:00:00,29.89,31.063
2024-07-30 20:00:00,29.863,31.013
2024-07-30 21:00:00,29.825,30.974
2024-07-30 22:00:00,29.794,30.967
2024-07-30 23:00:00,29.701,30.984
2024-07-31 00:00:00,29.643,31.021
2024-07-31 01:00:00,29.648,31.072
2024-07-31 02:00:00,29.705,31.112
2024-07-31 03:00:00,29.788,31.145
2024-07-31 04:00:00,29.87,31.162
2024-07-31 05:00:00,29.919,31.187
2024-07-31 06:00:00,29.945,31.203
2024-07-31 07:00:00,30.111,31.192
2024-07-31 08:00:00,30.084,31.191
2024-07-31 09:00:00,30.044,31.2
2024-07-31 10:00:00,30.004,31.211
2024-07-31 11:00:00,29.935,31.216
2024-07-31 12:00:00,29.931,31.215
2024-07-31 13:00:00,29.912,31.223
2024-07-31 14:00:00,29.872,31.223
2024-07-31 15:00:00,29.853,31.223
2024-07-31 16:00:00,29.853,31.219
2024-07-31 17:00:00,29.846,31.207
2024-07-31 18:00:00,29.838,31.188
2024-07-31 19:00:00,29.819,31.156
2024-07-31 20:00:00,29.79,31.115
2024-07-31 21:00:00,29.823,31.065
2024-07-31 22:00:00,29.846,31.033
2024-07-31 23:00:00,29.79,31.016
2024-08-01 00:00:00,29.715,31.027
2024-08-01 01:00:00,29.662,31.065
2024-08-01 02:00:00,29.642,31.096
2024-08-01 03:00:00,29.661,31.128
2024-08-01 04:00:00,29.7,31.146
2024-08-01 05:00:00,29.788,31.152
2024-08-01 06:00:00,29.94,31.128
2024-08-01 07:00:00,29.996,31.093
2024-08-01 08:00:00,29.979,31.087
2024-08-01 09:00:00,29.976,31.08
2024-08-01 10:00:00,29.97,31.082
2024-08-01 11:00:00,29.997,31.103
2024-08-01 12:00:00,30.006,31.129
2024-08-01 13:00:00,29.923,31.153
2024-08-01 14:00:00,29.792,31.17
2024-08-01 15:00:00,29.781,31.176
2024-08-01 16:00:00,29.828,31.176
2024-08-01 17:00:00,29.842,31.173
2024-08-01 18:00:00,29.818,31.167
2024-08-01 19:00:00,29.811,31.142
2024-08-01 20:00:00,29.784,31.109
2024-08-01 21:00:00,29.813,31.074
2024-08-01 22:00:00,29.752,31.031
2024-08-01 23:00:00,29.696,30.998
2024-08-02 00:00:00,29.719,30.984
2024-08-02 01:00:00,29.678,30.993
2024-08-02 02:00:00,29.664,31.019
2024-08-02 03:00:00,29.657,31.053
2024-08-02 04:00:00,29.676,31.078
2024-08-02 05:00:00,29.706,31.097
2024-08-02 06:00:00,29.779,31.089
2024-08-02 07:00:00,29.801,31.063
2024-08-02 08:00:00,29.951,31.041
2024-08-02 09:00:00,29.989,31.025
2024-08-02 10:00:00,29.986,31.026
2024-08-02 11:00:00,29.982,31.024
2024-08-02 12:00:00,29.984,31.054
2024-08-02 13:00:00,29.836,31.087
2024-08-02 14:00:00,29.785,31.119
2024-08-02 15:00:00,29.804,31.133
2024-08-02 16:00:00,30.05,31.14
2024-08-02 17:00:00,30.125,31.143
2024-08-02 18:00:00,30.138,31.135
2024-08-02 19:00:00,30.071,31.12
2024-08-02 20:00:00,29.984,31.088
2024-08-02 21:00:00,30.029,31.054
2024-08-02 22:00:00,29.886,31.015
2024-08-02 23:00:00,29.721,30.981
2024-08-03 00:00:00,29.695,30.952
2024-08-03 01:00:00,29.745,30.949
2024-08-03 02:00:00,29.762,30.959
2024-08-03 03:00:00,29.719,30.983
2024-08-03 04:00:00,29.746,31.014
2024-08-03 05:00:00,30.099,31.035
2024-08-03 06:00:00,30.064,31.049
2024-08-03 07:00:00,29.824,31.051
2024-08-03 08:00:00,29.816,31.039
2024-08-03 09:00:00,29.962,31.02
2024-08-03 10:00:00,30.093,31.009
2024-08-03 11:00:00,30.113,31.001
2024-08-03 12:00:00,30.054,31.005
2024-08-03 13:00:00,29.996,31.02
2024-08-03 14:00:00,29.874,31.053
2024-08-03 15:00:00,29.807,31.088
2024-08-03 16:00:00,29.943,31.107
2024-08-03 17:00:00,30.079,31.113
2024-08-03 18:00:00,30.109,31.111
2024-08-03 19:00:00,30.086,31.102
2024-08-03 20:00:00,30.086,31.08
2024-08-03 21:00:00,30.104,31.049
2024-08-03 22:00:00,30.09,31.006
2024-08-03 23:00:00,30.088,30.975
2024-08-04 00:00:00,29.964,30.952
2024-08-04 01:00:00,29.882,30.932
2024-08-04 02:00:00,29.814,30.93
2024-08-04 03:00:00,29.75,30.942
2024-08-04 04:00:00,29.725,30.969
2024-08-04 05:00:00,29.73,31.002
2024-08-04 06:00:00,29.744,31.017
2024-08-04 07:00:00,29.912,31.016
2024-08-04 08:00:00,30.017,31.018
2024-08-04 09:00:00,30.083,31.007
2024-08-04 10:00:00,30.064,30.981
2024-08-04 11:00:00,30.012,30.975
2024-08-04 12:00:00,30.026,30.971
2024-08-04 13:00:00,30.085,30.984
2024-08-04 14:00:00,30.102,31.013
2024-08-04 15:00:00,30.031,31.056
2024-08-04 16:00:00,29.983,31.065
2024-08-04 17:00:00,30.098,31.074
2024-08-04 18:00:00,30.124,31.067
2024-08-04 19:00:00,30.099,31.049
2024-08-04 20:00:00,30.08,31.027
2024-08-04 21:00:00,30.097,30.994
2024-08-04 22:00:00,30.122,30.948
2024-08-04 23:00:00,30.122,30.91
2024-08-05 00:00:00,30.071,30.87
2024-08-05 01:00:00,30.027,30.831
2024-08-05 02:00:00,30.018,30.814
2024-08-05 03:00:00,29.9,30.809
2024-08-05 04:00:00,29.872,30.821
2024-08-05 05:00:00,29.882,30.841
2024-08-05 06:00:00,29.917,30.871
2024-08-05 07:00:00,29.966,30.898
2024-08-05 08:00:00,29.976,30.922
2024-08-05 09:00:00,29.992,30.94
2024-08-05 10:00:00,29.999,30.947
2024-08-05 11:00:00,29.965,30.949
2024-08-05 12:00:00,29.888,30.949
2024-08-05 13:00:00,29.857,30.953
2024-08-05 14:00:00,29.929,30.962
2024-08-05 15:00:00,30.008,30.969
2024-08-05 16:00:00,30.005,30.97
2024-08-05 17:00:00,29.957,30.964
2024-08-05 18:00:00,29.939,30.953
2024-08-05 19:00:00,29.909,30.94
2024-08-05 20:00:00,29.893,30.924
2024-08-05 21:00:00,29.892,30.907
2024-08-05 22:00:00,29.9,30.877
2024-08-05 23:00:00,29.911,30.838
2024-08-06 00:00:00,29.909,30.803
2024-08-06 01:00:00,29.847,30.769
2024-08-06 02:00:00,29.784,30.752
2024-08-06 03:00:00,29.849,30.742
2024-08-06 04:00:00,29.616,30.749
2024-08-06 05:00:00,29.557,30.766
2024-08-06 06:00:00,29.563,30.792
2024-08-06 07:00:00,29.563,30.823
2024-08-06 08:00:00,29.541,30.856
2024-08-06 09:00:00,29.6,30.886
2024-08-06 10:00:00,29.809,30.9
2024-08-06 11:00:00,29.897,30.9
2024-08-06 12:00:00,29.9,30.898
2024-08-06 13:00:00,29.885,30.893
2024-08-06 14:00:00,29.899,30.889
2024-08-06 15:00:00,29.93,30.886
2024-08-06 16:00:00,29.924,30.869
2024-08-06 17:00:00,29.835,30.852
2024-08-06 18:00:00,29.778,30.839
2024-08-06 19:00:00,29.709,30.828
2024-08-06 20:00:00,29.678,30.822
2024-08-06 21:00:00,29.667,30.812
2024-08-06 22:00:00,29.666,30.794
2024-08-06 23:00:00,29.661,30.766
2024-08-07 00:00:00,29.645,30.729
2024-08-07 01:00:00,29.639,30.702
2024-08-07 02:00:00,29.629,30.69
2024-08-07 03:00:00,29.617,30.679
2024-08-07 04:00:00,29.604,30.682
2024-08-07 05:00:00,29.6,30.689
2024-08-07 06:00:00,29.599,30.701
2024-08-07 07:00:00,29.6,30.718
2024-08-07 08:00:00,29.608,30.743
2024-08-07 09:00:00,29.619,30.776
2024-08-07 10:00:00,29.626,30.806
2024-08-07 11:00:00,29.634,30.829
2024-08-07 12:00:00,29.655,30.835
2024-08-07 13:00:00,29.663,30.828
2024-08-07 14:00:00,29.669,30.816
