time,24kum2a_s37_0002m,24kum2a_s37_0030m
2024-06-13 05:00:00,31.129,31.216
2024-06-13 06:00:00,31.125,31.213
2024-06-13 07:00:00,31.128,31.212
2024-06-13 08:00:00,31.185,31.216
2024-06-13 09:00:00,31.21,31.22
2024-06-13 10:00:00,31.21,31.221
2024-06-13 11:00:00,31.2,31.206
2024-06-13 12:00:00,31.176,31.187
2024-06-13 13:00:00,31.145,31.185
2024-06-13 14:00:00,31.136,31.168
2024-06-13 15:00:00,31.123,31.152
2024-06-13 16:00:00,31.112,31.142
2024-06-13 17:00:00,31.106,31.143
2024-06-13 18:00:00,31.107,31.148
2024-06-13 19:00:00,31.129,31.166
2024-06-13 20:00:00,31.098,31.172
2024-06-13 21:00:00,31.119,31.175
2024-06-13 22:00:00,31.207,31.204
2024-06-13 23:00:00,31.214,31.233
2024-06-14 00:00:00,31.235,31.239
2024-06-14 01:00:00,31.217,31.236
2024-06-14 02:00:00,31.177,31.222
2024-06-14 03:00:00,31.152,31.197
2024-06-14 04:00:00,31.128,31.168
2024-06-14 05:00:00,31.107,31.148
2024-06-14 06:00:00,31.173,31.134
2024-06-14 07:00:00,31.145,31.131
2024-06-14 08:00:00,31.094,31.135
2024-06-14 09:00:00,31.08,31.14
2024-06-14 10:00:00,31.103,31.146
2024-06-14 11:00:00,31.109,31.154
2024-06-14 12:00:00,31.12,31.16
2024-06-14 13:00:00,31.133,31.164
2024-06-14 14:00:00,31.151,31.158
2024-06-14 15:00:00,31.125,31.141
2024-06-14 16:00:00,31.107,31.131
2024-06-14 17:00:00,31.102,31.126
2024-06-14 18:00:00,31.113,31.128
2024-06-14 19:00:00,31.103,31.137
2024-06-14 20:00:00,31.121,31.15
2024-06-14 21:00:00,31.08,31.145
2024-06-14 22:00:00,31.159,31.154
2024-06-14 23:00:00,31.189,31.186
2024-06-15 00:00:00,31.181,31.223
2024-06-15 01:00:00,31.167,31.219
2024-06-15 02:00:00,31.135,31.19
2024-06-15 03:00:00,31.094,31.143
2024-06-15 04:00:00,31.1,31.143
2024-06-15 05:00:00,31.125,31.141
2024-06-15 06:00:00,31.13,31.14
2024-06-15 07:00:00,31.042,31.139
2024-06-15 08:00:00,31.124,31.139
2024-06-15 09:00:00,31.119,31.139
2024-06-15 10:00:00,31.093,31.142
2024-06-15 11:00:00,31.11,31.143
2024-06-15 12:00:00,31.156,31.141
2024-06-15 13:00:00,31.086,31.132
2024-06-15 14:00:00,31.121,31.127
2024-06-15 15:00:00,31.128,31.138
2024-06-15 16:00:00,31.101,31.143
2024-06-15 17:00:00,31.118,31.141
2024-06-15 18:00:00,31.094,31.134
2024-06-15 19:00:00,31.1,31.121
2024-06-15 20:00:00,31.097,31.108
2024-06-15 21:00:00,31.11,31.121
2024-06-15 22:00:00,31.113,31.141
2024-06-15 23:00:00,31.097,31.138
2024-06-16 00:00:00,31.121,31.14
2024-06-16 01:00:00,31.093,31.144
2024-06-16 02:00:00,31.102,31.147
2024-06-16 03:00:00,31.097,31.145
2024-06-16 04:00:00,31.094,31.13
2024-06-16 05:00:00,31.127,31.109
2024-06-16 06:00:00,31.136,31.114
2024-06-16 07:00:00,30.936,31.121
2024-06-16 08:00:00,31.112,31.124
2024-06-16 09:00:00,31.13,31.123
2024-06-16 10:00:00,31.175,31.123
2024-06-16 11:00:00,31.112,31.124
2024-06-16 12:00:00,31.03,31.129
2024-06-16 13:00:00,31.281,31.149
2024-06-16 14:00:00,31.15,31.173
2024-06-16 15:00:00,31.152,31.191
2024-06-16 16:00:00,31.092,31.187
2024-06-16 17:00:00,31.095,31.167
2024-06-16 18:00:00,31.106,31.156
2024-06-16 19:00:00,31.096,31.148
2024-06-16 20:00:00,31.094,31.131
2024-06-16 21:00:00,31.063,31.108
2024-06-16 22:00:00,31.07,31.111
2024-06-16 23:00:00,31.151,31.128
2024-06-17 00:00:00,31.088,31.126
2024-06-17 01:00:00,31.071,31.126
2024-06-17 02:00:00,31.055,31.131
2024-06-17 03:00:00,31.05,31.129
2024-06-17 04:00:00,31.068,31.115
2024-06-17 05:00:00,31.13,31.126
2024-06-17 06:00:00,31.081,31.144
2024-06-17 07:00:00,31.075,31.155
2024-06-17 08:00:00,30.962,31.159
2024-06-17 09:00:00,31.093,31.158
2024-06-17 10:00:00,31.118,31.153
2024-06-17 11:00:00,31.081,31.143
2024-06-17 12:00:00,31.148,31.17
2024-06-17 13:00:00,31.11,31.22
2024-06-17 14:00:00,31.092,31.248
2024-06-17 15:00:00,31.102,31.251
2024-06-17 16:00:00,31.173,31.244
2024-06-17 17:00:00,31.115,31.199
2024-06-17 18:00:00,31.085,31.121
2024-06-17 19:00:00,31.073,31.11
2024-06-17 20:00:00,31.047,31.109
2024-06-17 21:00:00,31.027,31.115
2024-06-17 22:00:00,31.116,31.128
2024-06-17 23:00:00,31.146,31.162
2024-06-18 00:00:00,31.092,31.17
2024-06-18 01:00:00,31.151,31.189
2024-06-18 02:00:00,31.136,31.218
2024-06-18 03:00:00,31.137,31.224
2024-06-18 04:00:00,31.14,31.214
2024-06-18 05:00:00,31.127,31.154
2024-06-18 06:00:00,31.092,31.112
2024-06-18 07:00:00,31.063,31.114
2024-06-18 08:00:00,31.074,31.133
2024-06-18 09:00:00,31.078,31.145
2024-06-18 10:00:00,31.073,31.143
2024-06-18 11:00:00,31.058,31.132
2024-06-18 12:00:00,31.068,31.116
2024-06-18 13:00:00,31.101,31.122
2024-06-18 14:00:00,31.134,31.137
2024-06-18 15:00:00,31.127,31.135
2024-06-18 16:00:00,31.159,31.139
2024-06-18 17:00:00,31.133,31.173
2024-06-18 18:00:00,31.138,31.193
2024-06-18 19:00:00,31.153,31.175
2024-06-18 20:00:00,31.16,31.13
2024-06-18 21:00:00,31.136,31.112
2024-06-18 22:00:00,31.145,31.115
2024-06-18 23:00:00,31.175,31.141
2024-06-19 00:00:00,31.217,31.152
2024-06-19 01:00:00,31.216,31.158
2024-06-19 02:00:00,31.198,31.163
2024-06-19 03:00:00,31.167,31.163
2024-06-19 04:00:00,31.171,31.154
2024-06-19 05:00:00,31.188,31.125
2024-06-19 06:00:00,31.196,31.111
2024-06-19 07:00:00,31.152,31.104
2024-06-19 08:00:00,31.127,31.098
2024-06-19 09:00:00,31.133,31.095
2024-06-19 10:00:00,31.12,31.097
2024-06-19 11:00:00,31.11,31.105
2024-06-19 12:00:00,31.109,31.149
2024-06-19 13:00:00,31.147,31.195
2024-06-19 14:00:00,31.175,31.201
2024-06-19 15:00:00,31.172,31.207
2024-06-19 16:00:00,31.244,31.207
2024-06-19 17:00:00,31.184,31.194
2024-06-19 18:00:00,31.177,31.193
2024-06-19 19:00:00,31.169,31.205
2024-06-19 20:00:00,31.166,31.214
2024-06-19 21:00:00,31.145,31.235
2024-06-19 22:00:00,31.175,31.239
2024-06-19 23:00:00,31.167,31.23
2024-06-20 00:00:00,31.165,31.216
2024-06-20 01:00:00,31.165,31.208
2024-06-20 02:00:00,31.164,31.219
2024-06-20 03:00:00,31.15,31.233
2024-06-20 04:00:00,31.147,31.239
2024-06-20 05:00:00,31.148,31.243
2024-06-20 06:00:00,31.172,31.227
2024-06-20 07:00:00,31.227,31.186
2024-06-20 08:00:00,31.171,31.146
2024-06-20 09:00:00,31.145,31.13
2024-06-20 10:00:00,31.119,31.127
2024-06-20 11:00:00,31.106,31.133
2024-06-20 12:00:00,31.139,31.137
2024-06-20 13:00:00,31.161,31.142
2024-06-20 14:00:00,31.162,31.165
2024-06-20 15:00:00,31.165,31.194
2024-06-20 16:00:00,31.214,31.24
2024-06-20 17:00:00,31.214,31.257
2024-06-20 18:00:00,31.205,31.253
2024-06-20 19:00:00,31.219,31.251
2024-06-20 20:00:00,31.203,31.246
2024-06-20 21:00:00,31.168,31.231
2024-06-20 22:00:00,31.155,31.217
2024-06-20 23:00:00,31.137,31.183
2024-06-21 00:00:00,31.112,31.152
2024-06-21 01:00:00,31.086,31.144
2024-06-21 02:00:00,31.087,31.153
2024-06-21 03:00:00,31.108,31.168
2024-06-21 04:00:00,31.091,31.182
2024-06-21 05:00:00,31.127,31.206
2024-06-21 06:00:00,31.155,31.227
2024-06-21 07:00:00,31.158,31.234
2024-06-21 08:00:00,31.162,31.214
2024-06-21 09:00:00,31.156,31.179
2024-06-21 10:00:00,31.14,31.155
2024-06-21 11:00:00,31.114,31.141
2024-06-21 12:00:00,31.109,31.127
2024-06-21 13:00:00,31.142,31.16
2024-06-21 14:00:00,31.153,31.187
2024-06-21 15:00:00,31.148,31.221
2024-06-21 16:00:00,31.168,31.24
2024-06-21 17:00:00,31.171,31.244
2024-06-21 18:00:00,31.168,31.248
2024-06-21 19:00:00,31.158,31.245
2024-06-21 20:00:00,31.143,31.233
2024-06-21 21:00:00,31.125,31.216
2024-06-21 22:00:00,31.128,31.194
2024-06-21 23:00:00,31.082,31.17
2024-06-22 00:00:00,31.062,31.153
2024-06-22 01:00:00,31.048,31.138
2024-06-22 02:00:00,31.041,31.133
2024-06-22 03:00:00,31.043,31.136
2024-06-22 04:00:00,31.055,31.144
2024-06-22 05:00:00,31.062,31.157
2024-06-22 06:00:00,31.067,31.173
2024-06-22 07:00:00,31.073,31.197
2024-06-22 08:00:00,31.064,31.215
2024-06-22 09:00:00,31.07,31.218
2024-06-22 10:00:00,31.101,31.203
2024-06-22 11:00:00,31.062,31.199
2024-06-22 12:00:00,31.058,31.194
2024-06-22 13:00:00,31.073,31.181
2024-06-22 14:00:00,31.095,31.176
2024-06-22 15:00:00,31.067,31.197
2024-06-22 16:00:00,31.063,31.216
2024-06-22 17:00:00,31.1,31.232
2024-06-22 18:00:00,31.097,31.24
2024-06-22 19:00:00,31.096,31.239
2024-06-22 20:00:00,31.101,31.23
2024-06-22 21:00:00,31.093,31.21
2024-06-22 22:00:00,31.104,31.184
2024-06-22 23:00:00,31.082,31.16
2024-06-23 00:00:00,31.041,31.136
2024-06-23 01:00:00,31.025,31.127
2024-06-23 02:00:00,31.042,31.125
2024-06-23 03:00:00,31.041,31.127
2024-06-23 04:00:00,31.038,31.13
2024-06-23 05:00:00,31.055,31.133
2024-06-23 06:00:00,31.06,31.141
2024-06-23 07:00:00,31.051,31.156
2024-06-23 08:00:00,31.038,31.176
2024-06-23 09:00:00,31.037,31.197
2024-06-23 10:00:00,31.058,31.202
2024-06-23 11:00:00,31.053,31.197
2024-06-23 12:00:00,31.069,31.19
2024-06-23 13:00:00,31.067,31.185
2024-06-23 14:00:00,31.061,31.181
2024-06-23 15:00:00,31.044,31.178
2024-06-23 16:00:00,31.047,31.201
2024-06-23 17:00:00,31.058,31.217
2024-06-23 18:00:00,31.031,31.229
2024-06-23 19:00:00,31.055,31.233
2024-06-23 20:00:00,31.08,31.229
2024-06-23 21:00:00,31.09,31.212
2024-06-23 22:00:00,31.069,31.187
2024-06-23 23:00:00,31.069,31.159
2024-06-24 00:00:00,31.067,31.141
2024-06-24 01:00:00,31.066,31.136
2024-06-24 02:00:00,31.063,31.132
2024-06-24 03:00:00,31.041,31.125
2024-06-24 04:00:00,31.034,31.128
2024-06-24 05:00:00,31.037,31.138
2024-06-24 06:00:00,31.058,31.146
2024-06-24 07:00:00,31.082,31.141
2024-06-24 08:00:00,31.081,31.135
2024-06-24 09:00:00,31.056,31.156
2024-06-24 10:00:00,31.06,31.179
2024-06-24 11:00:00,31.077,31.185
2024-06-24 12:00:00,31.067,31.176
2024-06-24 13:00:00,31.062,31.166
2024-06-24 14:00:00,31.062,31.164
2024-06-24 15:00:00,31.074,31.171
2024-06-24 16:00:00,31.056,31.184
2024-06-24 17:00:00,31.048,31.197
2024-06-24 18:00:00,31.067,31.211
2024-06-24 19:00:00,31.086,31.214
2024-06-24 20:00:00,31.101,31.212
2024-06-24 21:00:00,31.102,31.208
2024-06-24 22:00:00,31.105,31.188
2024-06-24 23:00:00,31.099,31.166
2024-06-25 00:00:00,31.078,31.151
2024-06-25 01:00:00,31.072,31.144
2024-06-25 02:00:00,31.074,31.125
2024-06-25 03:00:00,31.077,31.108
2024-06-25 04:00:00,31.038,31.094
2024-06-25 05:00:00,31.043,31.096
2024-06-25 06:00:00,31.047,31.105
2024-06-25 07:00:00,31.045,31.125
2024-06-25 08:00:00,31.076,31.14
2024-06-25 09:00:00,31.082,31.135
2024-06-25 10:00:00,31.099,31.122
2024-06-25 11:00:00,31.108,31.131
2024-06-25 12:00:00,31.06,31.14
2024-06-25 13:00:00,31.047,31.143
2024-06-25 14:00:00,31.046,31.144
2024-06-25 15:00:00,31.055,31.148
2024-06-25 16:00:00,31.074,31.152
2024-06-25 17:00:00,31.098,31.159
2024-06-25 18:00:00,31.106,31.166
2024-06-25 19:00:00,31.127,31.176
2024-06-25 20:00:00,31.151,31.181
2024-06-25 21:00:00,31.132,31.181
2024-06-25 22:00:00,31.143,31.175
2024-06-25 23:00:00,31.135,31.162
2024-06-26 00:00:00,31.128,31.142
2024-06-26 01:00:00,31.11,31.124
2024-06-26 02:00:00,31.103,31.106
2024-06-26 03:00:00,31.067,31.089
2024-06-26 04:00:00,31.043,31.066
2024-06-26 05:00:00,31.041,31.059
2024-06-26 06:00:00,31.049,31.062
2024-06-26 07:00:00,31.071,31.082
2024-06-26 08:00:00,31.094,31.103
2024-06-26 09:00:00,31.114,31.125
2024-06-26 10:00:00,31.125,31.138
2024-06-26 11:00:00,31.138,31.149
2024-06-26 12:00:00,31.127,31.141
2024-06-26 13:00:00,31.112,31.125
2024-06-26 14:00:00,31.106,31.118
2024-06-26 15:00:00,31.105,31.115
2024-06-26 16:00:00,31.121,31.132
2024-06-26 17:00:00,31.125,31.136
2024-06-26 18:00:00,31.124,31.134
2024-06-26 19:00:00,31.126,31.137
2024-06-26 20:00:00,31.118,31.131
2024-06-26 21:00:00,31.108,31.121
2024-06-26 22:00:00,31.104,31.116
2024-06-26 23:00:00,31.097,31.113
2024-06-27 00:00:00,31.09,31.104
2024-06-27 01:00:00,31.079,31.099
2024-06-27 02:00:00,31.052,31.079
2024-06-27 03:00:00,31.022,31.054
2024-06-27 04:00:00,30.999,31.027
2024-06-27 05:00:00,30.988,31.011
2024-06-27 06:00:00,30.987,31.003
2024-06-27 07:00:00,30.991,31.004
2024-06-27 08:00:00,31.003,31.014
2024-06-27 09:00:00,31.022,31.03
2024-06-27 10:00:00,31.042,31.05
2024-06-27 11:00:00,31.056,31.069
2024-06-27 12:00:00,31.077,31.088
2024-06-27 13:00:00,31.092,31.102
2024-06-27 14:00:00,31.092,31.107
2024-06-27 15:00:00,31.083,31.101
2024-06-27 16:00:00,31.072,31.088
2024-06-27 17:00:00,31.057,31.076
2024-06-27 18:00:00,31.044,31.062
2024-06-27 19:00:00,31.034,31.048
2024-06-27 20:00:00,31.023,31.035
2024-06-27 21:00:00,31.015,31.028
2024-06-27 22:00:00,31.016,31.026
2024-06-27 23:00:00,31.018,31.029
2024-06-28 00:00:00,31.015,31.028
2024-06-28 01:00:00,31.013,31.026
2024-06-28 02:00:00,31.009,31.023
2024-06-28 03:00:00,30.992,31.009
2024-06-28 04:00:00,30.979,30.999
2024-06-28 05:00:00,30.975,30.99
2024-06-28 06:00:00,30.975,30.989
2024-06-28 07:00:00,30.976,30.99
2024-06-28 08:00:00,30.977,30.994
2024-06-28 09:00:00,30.982,30.997
2024-06-28 10:00:00,30.998,31.009
2024-06-28 11:00:00,31.016,31.026
2024-06-28 12:00:00,31.033,31.043
2024-06-28 13:00:00,31.047,31.056
2024-06-28 14:00:00,31.056,31.069
2024-06-28 15:00:00,31.059,31.072
2024-06-28 16:00:00,31.053,31.068
2024-06-28 17:00:00,31.04,31.058
2024-06-28 18:00:00,31.018,31.043
2024-06-28 19:00:00,30.998,31.026
2024-06-28 20:00:00,30.995,31.018
2024-06-28 21:00:00,30.996,31.015
2024-06-28 22:00:00,30.995,31.016
2024-06-28 23:00:00,31.0,31.018
2024-06-29 00:00:00,31.006,31.021
2024-06-29 01:00:00,31.014,31.027
2024-06-29 02:00:00,31.022,31.028
2024-06-29 03:00:00,31.02,31.027
2024-06-29 04:00:00,31.005,31.021
2024-06-29 05:00:00,30.977,31.013
2024-06-29 06:00:00,30.97,31.006
2024-06-29 07:00:00,30.967,31.004
2024-06-29 08:00:00,30.976,31.007
2024-06-29 09:00:00,30.984,31.017
2024-06-29 10:00:00,31.0,31.026
2024-06-29 11:00:00,31.011,31.036
2024-06-29 12:00:00,31.025,31.046
2024-06-29 13:00:00,31.053,31.062
2024-06-29 14:00:00,31.068,31.078
2024-06-29 15:00:00,31.071,31.082
2024-06-29 16:00:00,31.062,31.079
2024-06-29 17:00:00,31.043,31.068
2024-06-29 18:00:00,31.024,31.05
2024-06-29 19:00:00,30.996,31.033
2024-06-29 20:00:00,30.988,31.02
2024-06-29 21:00:00,30.987,31.013
2024-06-29 22:00:00,30.98,31.011
2024-06-29 23:00:00,30.963,31.013
2024-06-30 00:00:00,30.967,31.015
2024-06-30 01:00:00,30.995,31.021
2024-06-30 02:00:00,31.008,31.028
2024-06-30 03:00:00,31.015,31.032
2024-06-30 04:00:00,31.023,31.035
2024-06-30 05:00:00,31.017,31.033
2024-06-30 06:00:00,31.005,31.029
2024-06-30 07:00:00,30.991,31.024
2024-06-30 08:00:00,30.984,31.022
2024-06-30 09:00:00,30.989,31.024
2024-06-30 10:00:00,31.001,31.029
2024-06-30 11:00:00,31.003,31.034
2024-06-30 12:00:00,31.004,31.041
2024-06-30 13:00:00,31.01,31.048
2024-06-30 14:00:00,31.027,31.058
2024-06-30 15:00:00,31.042,31.062
2024-06-30 16:00:00,31.038,31.056
2024-06-30 17:00:00,31.024,31.043
2024-06-30 18:00:00,31.006,31.028
2024-06-30 19:00:00,30.982,31.011
2024-06-30 20:00:00,30.936,30.999
2024-06-30 21:00:00,30.888,30.992
2024-06-30 22:00:00,30.809,30.982
2024-06-30 23:00:00,30.772,30.971
2024-07-01 00:00:00,30.772,30.96
2024-07-01 01:00:00,30.782,30.97
2024-07-01 02:00:00,30.851,30.99
2024-07-01 03:00:00,30.932,31.002
2024-07-01 04:00:00,30.949,31.009
2024-07-01 05:00:00,30.973,31.008
2024-07-01 06:00:00,30.967,31.007
2024-07-01 07:00:00,30.993,31.004
2024-07-01 08:00:00,30.977,31.003
2024-07-01 09:00:00,30.972,31.005
2024-07-01 10:00:00,30.959,31.011
2024-07-01 11:00:00,30.952,31.015
2024-07-01 12:00:00,30.958,31.016
2024-07-01 13:00:00,30.95,31.019
2024-07-01 14:00:00,30.948,31.02
2024-07-01 15:00:00,30.96,31.022
2024-07-01 16:00:00,30.959,31.022
2024-07-01 17:00:00,30.968,31.016
2024-07-01 18:00:00,30.974,31.006
2024-07-01 19:00:00,30.939,30.99
2024-07-01 20:00:00,30.881,30.973
2024-07-01 21:00:00,30.761,30.944
2024-07-01 22:00:00,30.709,30.908
2024-07-01 23:00:00,30.701,30.873
2024-07-02 00:00:00,30.692,30.865
2024-07-02 01:00:00,30.69,30.874
2024-07-02 02:00:00,30.704,30.915
2024-07-02 03:00:00,30.735,30.945
2024-07-02 04:00:00,30.788,30.969
2024-07-02 05:00:00,30.888,30.986
2024-07-02 06:00:00,30.931,30.987
2024-07-02 07:00:00,30.938,30.983
2024-07-02 08:00:00,30.928,30.982
2024-07-02 09:00:00,30.941,30.984
2024-07-02 10:00:00,30.938,30.992
2024-07-02 11:00:00,30.934,31.001
2024-07-02 12:00:00,30.936,31.005
2024-07-02 13:00:00,30.907,31.001
2024-07-02 14:00:00,30.925,30.995
2024-07-02 15:00:00,30.882,30.99
2024-07-02 16:00:00,30.844,30.989
2024-07-02 17:00:00,30.872,30.988
2024-07-02 18:00:00,30.887,30.985
2024-07-02 19:00:00,30.891,30.977
2024-07-02 20:00:00,30.884,30.952
2024-07-02 21:00:00,30.808,30.92
2024-07-02 22:00:00,30.737,30.886
2024-07-02 23:00:00,30.75,30.885
2024-07-03 00:00:00,30.753,30.886
2024-07-03 01:00:00,30.732,30.881
2024-07-03 02:00:00,30.722,30.877
2024-07-03 03:00:00,30.715,30.891
2024-07-03 04:00:00,30.77,30.93
2024-07-03 05:00:00,30.844,30.956
2024-07-03 06:00:00,30.954,30.981
2024-07-03 07:00:00,30.957,30.98
2024-07-03 08:00:00,30.96,30.974
2024-07-03 09:00:00,30.948,30.976
2024-07-03 10:00:00,30.942,30.981
2024-07-03 11:00:00,30.944,30.99
2024-07-03 12:00:00,30.95,31.001
2024-07-03 13:00:00,30.97,31.0
2024-07-03 14:00:00,30.889,30.976
2024-07-03 15:00:00,30.847,30.952
2024-07-03 16:00:00,30.815,30.926
2024-07-03 17:00:00,30.802,30.907
2024-07-03 18:00:00,30.807,30.89
2024-07-03 19:00:00,30.829,30.88
2024-07-03 20:00:00,30.821,30.908
2024-07-03 21:00:00,30.83,30.902
2024-07-03 22:00:00,30.829,30.902
2024-07-03 23:00:00,30.835,30.881
2024-07-04 00:00:00,30.773,30.869
2024-07-04 01:00:00,30.763,30.858
2024-07-04 02:00:00,30.761,30.852
2024-07-04 03:00:00,30.743,30.865
2024-07-04 04:00:00,30.803,30.887
2024-07-04 05:00:00,30.806,30.904
2024-07-04 06:00:00,30.854,30.918
2024-07-04 07:00:00,30.936,30.961
2024-07-04 08:00:00,30.976,30.99
2024-07-04 09:00:00,30.959,30.981
2024-07-04 10:00:00,30.954,30.978
2024-07-04 11:00:00,30.954,30.984
2024-07-04 12:00:00,30.966,30.993
2024-07-04 13:00:00,30.984,30.998
2024-07-04 14:00:00,30.932,30.982
2024-07-04 15:00:00,30.89,30.945
2024-07-04 16:00:00,30.899,30.915
2024-07-04 17:00:00,30.906,30.919
2024-07-04 18:00:00,30.898,30.917
2024-07-04 19:00:00,30.876,30.893
2024-07-04 20:00:00,30.843,30.86
2024-07-04 21:00:00,30.844,30.868
2024-07-04 22:00:00,30.85,30.878
2024-07-04 23:00:00,30.844,30.875
2024-07-05 00:00:00,30.817,30.868
2024-07-05 01:00:00,30.787,30.845
2024-07-05 02:00:00,30.739,30.83
2024-07-05 03:00:00,30.738,30.821
2024-07-05 04:00:00,30.775,30.837
2024-07-05 05:00:00,30.832,30.867
2024-07-05 06:00:00,30.851,30.872
2024-07-05 07:00:00,30.871,30.886
2024-07-05 08:00:00,30.931,30.933
2024-07-05 09:00:00,30.97,30.983
2024-07-05 10:00:00,30.939,30.986
2024-07-05 11:00:00,30.934,30.986
2024-07-05 12:00:00,30.931,30.988
2024-07-05 13:00:00,30.945,30.984
2024-07-05 14:00:00,30.934,30.964
2024-07-05 15:00:00,30.909,30.998
2024-07-05 16:00:00,30.98,31.019
2024-07-05 17:00:00,30.954,30.995
2024-07-05 18:00:00,30.926,30.963
2024-07-05 19:00:00,30.918,30.948
2024-07-05 20:00:00,30.926,30.947
2024-07-05 21:00:00,30.885,30.918
2024-07-05 22:00:00,30.859,30.872
2024-07-05 23:00:00,30.838,30.856
2024-07-06 00:00:00,30.763,30.844
2024-07-06 01:00:00,30.682,30.82
2024-07-06 02:00:00,30.586,30.788
2024-07-06 03:00:00,30.496,30.751
2024-07-06 04:00:00,30.447,30.727
2024-07-06 05:00:00,30.583,30.781
2024-07-06 06:00:00,30.735,30.828
2024-07-06 07:00:00,30.852,30.859
2024-07-06 08:00:00,30.902,30.926
2024-07-06 09:00:00,30.948,30.954
2024-07-06 10:00:00,30.917,30.989
2024-07-06 11:00:00,30.931,30.991
2024-07-06 12:00:00,30.933,30.995
2024-07-06 13:00:00,30.923,31.015
2024-07-06 14:00:00,30.884,31.034
2024-07-06 15:00:00,30.905,31.038
2024-07-06 16:00:00,30.932,30.982
2024-07-06 17:00:00,30.898,30.939
2024-07-06 18:00:00,30.877,30.905
2024-07-06 19:00:00,30.87,30.891
2024-07-06 20:00:00,30.861,30.879
2024-07-06 21:00:00,30.855,30.874
2024-07-06 22:00:00,30.856,30.871
2024-07-06 23:00:00,30.696,30.858
2024-07-07 00:00:00,30.545,30.815
2024-07-07 01:00:00,30.398,30.764
2024-07-07 02:00:00,30.474,30.712
2024-07-07 03:00:00,30.358,30.7
2024-07-07 04:00:00,30.201,30.696
2024-07-07 05:00:00,30.298,30.705
2024-07-07 06:00:00,30.407,30.766
2024-07-07 07:00:00,30.53,30.835
2024-07-07 08:00:00,30.848,30.878
2024-07-07 09:00:00,30.883,30.911
2024-07-07 10:00:00,30.904,30.935
2024-07-07 11:00:00,30.939,30.953
2024-07-07 12:00:00,30.921,30.964
2024-07-07 13:00:00,30.899,30.968
2024-07-07 14:00:00,30.87,30.963
2024-07-07 15:00:00,30.882,30.964
2024-07-07 16:00:00,30.886,30.917
2024-07-07 17:00:00,30.866,30.904
2024-07-07 18:00:00,30.848,30.881
2024-07-07 19:00:00,30.562,30.86
2024-07-07 20:00:00,30.306,30.851
2024-07-07 21:00:00,30.316,30.85
2024-07-07 22:00:00,30.349,30.857
2024-07-07 23:00:00,30.344,30.865
2024-07-08 00:00:00,30.347,30.853
2024-07-08 01:00:00,30.4,30.811
2024-07-08 02:00:00,30.462,30.754
2024-07-08 03:00:00,30.39,30.719
2024-07-08 04:00:00,30.278,30.702
2024-07-08 05:00:00,30.205,30.697
2024-07-08 06:00:00,30.258,30.731
2024-07-08 07:00:00,30.429,30.844
2024-07-08 08:00:00,30.37,30.869
2024-07-08 09:00:00,30.431,30.875
2024-07-08 10:00:00,30.471,30.888
2024-07-08 11:00:00,30.904,30.975
2024-07-08 12:00:00,30.894,31.027
2024-07-08 13:00:00,30.9,31.006
2024-07-08 14:00:00,30.932,31.005
2024-07-08 15:00:00,30.86,31.027
2024-07-08 16:00:00,30.823,31.04
2024-07-08 17:00:00,30.815,31.012
2024-07-08 18:00:00,30.431,30.95
2024-07-08 19:00:00,30.384,30.866
2024-07-08 20:00:00,30.277,30.846
2024-07-08 21:00:00,30.22,30.845
2024-07-08 22:00:00,30.216,30.832
2024-07-08 23:00:00,30.268,30.833
2024-07-09 00:00:00,30.362,30.845
2024-07-09 01:00:00,30.378,30.847
2024-07-09 02:00:00,30.271,30.823
2024-07-09 03:00:00,30.292,30.794
2024-07-09 04:00:00,30.301,30.773
2024-07-09 05:00:00,30.333,30.745
2024-07-09 06:00:00,30.303,30.789
2024-07-09 07:00:00,30.333,30.824
2024-07-09 08:00:00,30.405,30.838
2024-07-09 09:00:00,30.488,30.829
2024-07-09 10:00:00,30.492,30.85
2024-07-09 11:00:00,30.603,30.906
2024-07-09 12:00:00,30.862,31.026
2024-07-09 13:00:00,30.941,31.024
2024-07-09 14:00:00,30.969,31.024
2024-07-09 15:00:00,30.988,31.031
2024-07-09 16:00:00,30.935,31.018
2024-07-09 17:00:00,30.815,30.972
2024-07-09 18:00:00,30.665,30.887
2024-07-09 19:00:00,30.644,30.868
2024-07-09 20:00:00,30.664,30.892
2024-07-09 21:00:00,30.714,30.901
2024-07-09 22:00:00,30.722,30.899
2024-07-09 23:00:00,30.677,30.874
2024-07-10 00:00:00,30.608,30.805
2024-07-10 01:00:00,30.525,30.805
2024-07-10 02:00:00,30.512,30.802
2024-07-10 03:00:00,30.527,30.784
2024-07-10 04:00:00,30.485,30.772
2024-07-10 05:00:00,30.405,30.77
2024-07-10 06:00:00,30.368,30.788
2024-07-10 07:00:00,30.355,30.8
2024-07-10 08:00:00,30.364,30.793
2024-07-10 09:00:00,30.484,30.808
2024-07-10 10:00:00,30.5,30.838
2024-07-10 11:00:00,30.498,30.865
2024-07-10 12:00:00,30.581,30.883
2024-07-10 13:00:00,30.625,30.902
2024-07-10 14:00:00,30.656,30.909
2024-07-10 15:00:00,30.657,30.893
2024-07-10 16:00:00,30.603,30.872
2024-07-10 17:00:00,30.534,30.878
2024-07-10 18:00:00,30.54,30.874
2024-07-10 19:00:00,30.499,30.87
2024-07-10 20:00:00,30.478,30.883
2024-07-10 21:00:00,30.516,30.888
