time,24bspr2a_met_telos,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m,24bspr2a_s37_0053m
2024-06-05 23:00:00,1.07,2.423,3.759,2.45
2024-06-06 00:00:00,1.19,2.412,3.817,2.444
2024-06-06 01:00:00,1.31,2.428,3.867,2.445
2024-06-06 02:00:00,1.33,2.473,3.91,2.486
2024-06-06 03:00:00,1.31,2.49,3.884,2.518
2024-06-06 04:00:00,1.28,2.51,3.817,2.532
2024-06-06 05:00:00,1.34,2.516,3.782,2.537
2024-06-06 06:00:00,0.83,2.494,3.678,2.529
2024-06-06 07:00:00,0.7,2.49,3.665,2.507
2024-06-06 08:00:00,0.84,2.574,3.667,2.57
2024-06-06 09:00:00,1.01,2.617,3.688,2.641
2024-06-06 10:00:00,1.1,2.618,3.688,2.637
2024-06-06 11:00:00,1.25,2.624,3.666,2.638
2024-06-06 12:00:00,1.59,2.62,3.62,2.652
2024-06-06 13:00:00,1.94,2.637,3.593,2.656
2024-06-06 14:00:00,2.07,2.649,3.545,2.673
2024-06-06 15:00:00,2.23,2.668,3.485,2.692
2024-06-06 16:00:00,2.12,2.673,3.42,2.701
2024-06-06 17:00:00,2.21,2.684,3.391,2.71
2024-06-06 18:00:00,2.29,2.69,3.39,2.718
2024-06-06 19:00:00,2.86,2.675,3.425,2.709
2024-06-06 20:00:00,2.94,2.598,3.437,2.636
2024-06-06 21:00:00,2.96,2.525,3.544,2.539
2024-06-06 22:00:00,3.26,2.476,3.667,2.522
2024-06-06 23:00:00,3.37,2.474,3.71,2.494
2024-06-07 00:00:00,3.75,2.41,3.695,2.435
2024-06-07 01:00:00,3.18,2.432,3.776,2.455
2024-06-07 02:00:00,3.12,2.454,3.9,2.475
2024-06-07 03:00:00,3.58,2.454,3.974,2.483
2024-06-07 04:00:00,3.67,2.457,3.933,2.485
2024-06-07 05:00:00,3.8,2.458,3.833,2.487
2024-06-07 06:00:00,3.71,2.466,3.74,2.488
2024-06-07 07:00:00,3.64,2.478,3.649,2.491
2024-06-07 08:00:00,3.58,2.526,3.584,2.548
2024-06-07 09:00:00,3.7,2.542,3.541,2.564
2024-06-07 10:00:00,4.0,2.57,3.563,2.593
2024-06-07 11:00:00,4.0,2.569,3.613,2.591
2024-06-07 12:00:00,4.04,2.572,3.616,2.583
2024-06-07 13:00:00,4.05,2.563,3.599,2.591
2024-06-07 14:00:00,4.16,2.57,3.576,2.592
2024-06-07 15:00:00,4.4,2.588,3.551,2.61
2024-06-07 16:00:00,4.56,2.606,3.519,2.63
2024-06-07 17:00:00,4.51,2.626,3.464,2.649
2024-06-07 18:00:00,4.3,2.634,3.457,2.663
2024-06-07 19:00:00,4.36,2.636,3.449,2.664
2024-06-07 20:00:00,4.36,2.596,3.476,2.636
2024-06-07 21:00:00,4.44,2.527,3.54,2.552
2024-06-07 22:00:00,4.52,2.52,3.61,2.562
2024-06-07 23:00:00,4.49,2.492,3.691,2.517
2024-06-08 00:00:00,4.435,2.4,3.799,2.448
2024-06-08 01:00:00,4.38,2.324,3.8,2.369
2024-06-08 02:00:00,4.5,2.286,3.817,2.306
2024-06-08 03:00:00,4.48,2.353,3.815,2.387
2024-06-08 04:00:00,4.31,2.356,3.812,2.39
2024-06-08 05:00:00,4.29,2.403,3.776,2.396
2024-06-08 06:00:00,4.24,2.475,3.732,2.502
2024-06-08 07:00:00,4.39,2.483,3.667,2.499
2024-06-08 08:00:00,4.37,2.532,3.609,2.542
2024-06-08 09:00:00,4.29,2.554,3.559,2.572
2024-06-08 10:00:00,4.14,2.572,3.519,2.599
2024-06-08 11:00:00,4.24,2.578,3.522,2.604
2024-06-08 12:00:00,3.97,2.579,3.55,2.608
2024-06-08 13:00:00,4.12,2.582,3.569,2.606
2024-06-08 14:00:00,4.13,2.591,3.579,2.613
2024-06-08 15:00:00,4.3,2.609,3.533,2.63
2024-06-08 16:00:00,4.19,2.636,3.511,2.657
2024-06-08 17:00:00,3.96,2.668,3.506,2.686
2024-06-08 18:00:00,4.13,2.686,3.499,2.709
2024-06-08 19:00:00,4.18,2.695,3.516,2.724
2024-06-08 20:00:00,4.04,2.682,3.548,2.712
2024-06-08 21:00:00,4.02,2.649,3.61,2.684
2024-06-08 22:00:00,3.95,2.593,3.657,2.634
2024-06-08 23:00:00,4.03,2.552,3.702,2.576
2024-06-09 00:00:00,4.36,2.504,3.802,2.538
2024-06-09 01:00:00,4.36,2.447,3.894,2.484
2024-06-09 02:00:00,4.35,2.37,3.888,2.405
2024-06-09 03:00:00,4.39,2.325,3.879,2.35
2024-06-09 04:00:00,4.66,2.313,3.872,2.334
2024-06-09 05:00:00,4.75,2.343,3.871,2.354
2024-06-09 06:00:00,4.82,2.405,3.864,2.39
2024-06-09 07:00:00,4.61,2.496,3.838,2.518
2024-06-09 08:00:00,4.49,2.558,3.778,2.568
2024-06-09 09:00:00,4.82,2.592,3.73,2.61
2024-06-09 10:00:00,5.02,2.61,3.7,2.638
2024-06-09 11:00:00,5.01,2.629,3.704,2.64
2024-06-09 12:00:00,4.97,2.676,3.737,2.702
2024-06-09 13:00:00,5.28,2.676,3.748,2.696
2024-06-09 14:00:00,4.96,2.662,3.762,2.688
2024-06-09 15:00:00,4.57,2.652,3.743,2.681
2024-06-09 16:00:00,4.69,2.644,3.73,2.669
2024-06-09 17:00:00,4.56,2.655,3.726,2.675
2024-06-09 18:00:00,4.43,2.665,3.707,2.692
2024-06-09 19:00:00,4.36,2.68,3.731,2.703
2024-06-09 20:00:00,4.41,2.681,3.776,2.704
2024-06-09 21:00:00,4.66,2.665,3.805,2.698
2024-06-09 22:00:00,4.57,2.64,3.905,2.669
2024-06-09 23:00:00,4.88,2.614,3.992,2.643
2024-06-10 00:00:00,4.79,2.606,4.06,2.638
2024-06-10 01:00:00,5.05,2.586,4.098,2.616
2024-06-10 02:00:00,4.88,2.558,4.083,2.584
2024-06-10 03:00:00,4.64,2.534,4.07,2.568
2024-06-10 04:00:00,4.66,2.518,4.091,2.544
2024-06-10 05:00:00,4.75,2.516,4.079,2.541
2024-06-10 06:00:00,5.19,2.494,4.063,2.526
2024-06-10 07:00:00,4.91,2.498,4.063,2.504
2024-06-10 08:00:00,4.91,2.566,4.044,2.579
2024-06-10 09:00:00,4.85,2.64,3.986,2.655
2024-06-10 10:00:00,4.87,2.632,3.955,2.662
2024-06-10 11:00:00,4.68,2.644,3.927,2.663
2024-06-10 12:00:00,4.84,2.665,3.917,2.694
2024-06-10 13:00:00,4.72,2.658,3.918,2.684
2024-06-10 14:00:00,4.84,2.653,3.927,2.676
2024-06-10 15:00:00,4.79,2.66,3.941,2.685
2024-06-10 16:00:00,4.94,2.656,3.949,2.679
2024-06-10 17:00:00,4.88,2.659,3.946,2.682
2024-06-10 18:00:00,5.2,2.672,3.955,2.693
2024-06-10 19:00:00,5.07,2.698,3.991,2.721
2024-06-10 20:00:00,5.15,2.71,4.024,2.737
2024-06-10 21:00:00,5.2,2.714,4.094,2.739
2024-06-10 22:00:00,5.47,2.702,4.189,2.731
2024-06-10 23:00:00,5.31,2.691,4.208,2.722
2024-06-11 00:00:00,5.64,2.654,4.324,2.693
2024-06-11 01:00:00,5.64,2.593,4.45,2.624
2024-06-11 02:00:00,5.85,2.582,4.448,2.605
2024-06-11 03:00:00,6.08,2.568,4.49,2.595
2024-06-11 04:00:00,5.89,2.524,4.544,2.558
2024-06-11 05:00:00,6.13,2.479,4.556,2.513
2024-06-11 06:00:00,5.93,2.483,4.524,2.493
2024-06-11 07:00:00,5.63,2.565,4.488,2.565
2024-06-11 08:00:00,5.4,2.651,4.509,2.671
2024-06-11 09:00:00,5.09,2.7,4.496,2.718
2024-06-11 10:00:00,4.83,2.718,4.472,2.746
2024-06-11 11:00:00,4.53,2.708,4.443,2.739
2024-06-11 12:00:00,4.39,2.692,4.424,2.726
2024-06-11 13:00:00,3.85,2.686,4.406,2.712
2024-06-11 14:00:00,4.18,2.674,4.401,2.705
2024-06-11 15:00:00,4.2,2.671,4.411,2.7
2024-06-11 16:00:00,4.21,2.672,4.425,2.698
2024-06-11 17:00:00,4.19,2.687,4.438,2.707
2024-06-11 18:00:00,4.24,2.712,4.449,2.73
2024-06-11 19:00:00,4.17,2.728,4.47,2.754
2024-06-11 20:00:00,4.23,2.738,4.507,2.764
2024-06-11 21:00:00,4.24,2.742,4.577,2.768
2024-06-11 22:00:00,3.6,2.744,4.583,2.771
2024-06-11 23:00:00,3.65,2.743,4.593,2.77
2024-06-12 00:00:00,3.38,2.736,4.629,2.764
2024-06-12 01:00:00,3.3,2.724,4.646,2.754
2024-06-12 02:00:00,3.16,2.702,4.647,2.734
2024-06-12 03:00:00,3.07,2.625,4.637,2.68
2024-06-12 04:00:00,2.87,2.558,4.623,2.589
2024-06-12 05:00:00,2.67,2.556,4.6,2.584
2024-06-12 06:00:00,2.35,2.536,4.575,2.567
2024-06-12 07:00:00,2.28,2.588,4.556,2.561
2024-06-12 08:00:00,2.3,2.692,4.565,2.71
2024-06-12 09:00:00,2.33,2.704,4.547,2.735
2024-06-12 10:00:00,2.15,2.716,4.541,2.737
2024-06-12 11:00:00,2.18,2.74,4.52,2.763
2024-06-12 12:00:00,1.87,2.75,4.503,2.775
2024-06-12 13:00:00,1.99,2.752,4.489,2.776
2024-06-12 14:00:00,2.01,2.728,4.471,2.76
2024-06-12 15:00:00,1.97,2.712,4.464,2.747
2024-06-12 16:00:00,2.07,2.693,4.463,2.724
2024-06-12 17:00:00,2.12,2.694,4.467,2.72
2024-06-12 18:00:00,2.27,2.715,4.471,2.738
2024-06-12 19:00:00,2.42,2.732,4.476,2.757
2024-06-12 20:00:00,2.74,2.736,4.487,2.764
2024-06-12 21:00:00,2.93,2.744,4.517,2.768
2024-06-12 22:00:00,2.91,2.75,4.56,2.774
2024-06-12 23:00:00,2.84,2.749,4.605,2.776
2024-06-13 00:00:00,3.09,2.744,4.676,2.776
2024-06-13 01:00:00,3.34,2.736,4.716,2.765
2024-06-13 02:00:00,3.4,2.722,4.672,2.751
2024-06-13 03:00:00,3.61,2.684,4.664,2.724
2024-06-13 04:00:00,3.71,2.607,4.723,2.643
2024-06-13 05:00:00,3.71,2.586,4.748,2.615
2024-06-13 06:00:00,3.735,2.583,4.768,2.611
2024-06-13 07:00:00,3.76,2.588,4.766,2.606
2024-06-13 08:00:00,3.69,2.659,4.751,2.666
2024-06-13 09:00:00,3.53,2.717,4.724,2.739
2024-06-13 10:00:00,3.27,2.724,4.705,2.748
2024-06-13 11:00:00,2.97,2.734,4.72,2.758
2024-06-13 12:00:00,2.65,2.742,4.75,2.767
2024-06-13 13:00:00,2.3,2.696,4.753,2.74
2024-06-13 14:00:00,2.1,2.68,4.733,2.705
2024-06-13 15:00:00,1.94,2.7,4.724,2.726
2024-06-13 16:00:00,1.75,2.69,4.725,2.731
2024-06-13 17:00:00,1.81,2.673,4.715,2.701
2024-06-13 18:00:00,2.33,2.668,4.703,2.695
2024-06-13 19:00:00,2.49,2.663,4.678,2.691
2024-06-13 20:00:00,2.65,2.68,4.696,2.701
2024-06-13 21:00:00,2.91,2.716,4.731,2.736
2024-06-13 22:00:00,3.21,2.728,4.789,2.753
2024-06-13 23:00:00,3.38,2.734,4.814,2.761
2024-06-14 00:00:00,3.62,2.736,4.854,2.764
2024-06-14 01:00:00,4.02,2.718,4.892,2.751
2024-06-14 02:00:00,4.28,2.672,4.957,2.699
2024-06-14 03:00:00,4.6,2.656,4.928,2.684
2024-06-14 04:00:00,4.7,2.651,4.898,2.679
2024-06-14 05:00:00,4.71,2.632,4.894,2.666
2024-06-14 06:00:00,4.605,2.609,4.905,2.636
2024-06-14 07:00:00,4.5,2.624,4.902,2.647
2024-06-14 08:00:00,4.63,2.636,4.898,2.665
2024-06-14 09:00:00,4.21,2.638,4.909,2.664
2024-06-14 10:00:00,3.82,2.684,4.919,2.691
2024-06-14 11:00:00,3.88,2.693,4.905,2.724
2024-06-14 12:00:00,3.71,2.692,4.918,2.708
2024-06-14 13:00:00,3.54,2.786,4.907,2.791
2024-06-14 14:00:00,3.94,2.832,4.897,2.858
2024-06-14 15:00:00,4.4,2.789,4.897,2.824
2024-06-14 16:00:00,4.65,2.698,4.903,2.73
2024-06-14 17:00:00,5.07,2.706,4.911,2.714
2024-06-14 18:00:00,5.09,2.728,4.943,2.758
2024-06-14 19:00:00,5.27,2.664,4.998,2.697
2024-06-14 20:00:00,5.55,2.658,5.156,2.686
2024-06-14 21:00:00,5.31,2.655,5.194,2.683
2024-06-14 22:00:00,5.32,2.657,5.228,2.681
2024-06-14 23:00:00,5.41,2.674,5.33,2.694
2024-06-15 00:00:00,5.53,2.671,5.366,2.696
2024-06-15 01:00:00,5.55,2.682,5.409,2.704
2024-06-15 02:00:00,5.69,2.718,5.481,2.736
2024-06-15 03:00:00,5.74,2.762,5.551,2.776
2024-06-15 04:00:00,5.81,2.717,5.59,2.768
2024-06-15 05:00:00,5.78,2.654,5.603,2.682
2024-06-15 06:00:00,5.55,2.62,5.603,2.653
2024-06-15 07:00:00,4.06,2.621,5.558,2.645
2024-06-15 08:00:00,3.87,2.622,5.542,2.64
2024-06-15 09:00:00,3.49,2.655,5.516,2.679
2024-06-15 10:00:00,3.57,2.68,5.485,2.689
2024-06-15 11:00:00,3.6,2.718,5.447,2.777
2024-06-15 12:00:00,3.5,2.69,5.413,2.698
2024-06-15 13:00:00,3.4,2.73,5.354,2.753
2024-06-15 14:00:00,3.13,2.74,5.268,2.771
2024-06-15 15:00:00,2.91,2.643,5.237,2.719
2024-06-15 16:00:00,2.82,2.58,5.242,2.592
2024-06-15 17:00:00,3.18,2.653,5.279,2.659
2024-06-15 18:00:00,3.79,2.697,5.313,2.723
2024-06-15 19:00:00,5.15,2.685,5.398,2.714
2024-06-15 20:00:00,5.38,2.652,5.472,2.681
2024-06-15 21:00:00,5.61,2.638,5.564,2.669
2024-06-15 22:00:00,5.77,2.641,5.736,2.664
2024-06-15 23:00:00,5.91,2.648,5.88,2.673
2024-06-16 00:00:00,6.11,2.653,6.084,2.676
2024-06-16 01:00:00,6.28,2.676,6.283,2.69
2024-06-16 02:00:00,6.42,2.696,6.465,2.721
2024-06-16 03:00:00,6.62,2.689,6.477,2.717
2024-06-16 04:00:00,6.77,2.703,6.591,2.726
2024-06-16 05:00:00,6.81,2.705,6.647,2.736
2024-06-16 06:00:00,6.72,2.693,6.615,2.718
2024-06-16 07:00:00,6.51,2.637,6.359,2.666
2024-06-16 08:00:00,6.29,2.64,6.425,2.662
2024-06-16 09:00:00,6.16,2.661,6.435,2.68
2024-06-16 10:00:00,6.21,2.678,6.389,2.693
2024-06-16 11:00:00,6.15,2.668,6.347,2.716
2024-06-16 12:00:00,6.16,2.625,6.311,2.655
2024-06-16 13:00:00,6.11,2.602,6.23,2.634
2024-06-16 14:00:00,6.06,2.59,6.051,2.619
2024-06-16 15:00:00,6.38,2.587,6.073,2.614
2024-06-16 16:00:00,6.45,2.628,6.105,2.642
2024-06-16 17:00:00,6.48,2.684,6.175,2.703
2024-06-16 18:00:00,6.62,2.702,6.352,2.725
2024-06-16 19:00:00,6.87,2.682,6.468,2.71
2024-06-16 20:00:00,7.16,2.66,6.622,2.665
2024-06-16 21:00:00,7.2,2.606,6.953,2.615
2024-06-16 22:00:00,7.64,2.53,7.137,2.554
2024-06-16 23:00:00,8.06,2.533,7.277,2.559
2024-06-17 00:00:00,8.13,2.532,7.37,2.556
2024-06-17 01:00:00,8.45,2.616,7.927,2.62
2024-06-17 02:00:00,8.42,2.653,8.084,2.677
2024-06-17 03:00:00,8.6,2.668,8.16,2.699
2024-06-17 04:00:00,8.6,2.66,8.057,2.69
2024-06-17 05:00:00,8.7,2.667,7.691,2.693
2024-06-17 06:00:00,8.76,2.67,7.507,2.694
2024-06-17 07:00:00,8.36,2.676,7.816,2.702
2024-06-17 08:00:00,8.37,2.67,7.959,2.7
2024-06-17 09:00:00,8.2,2.668,7.639,2.684
2024-06-17 10:00:00,7.99,2.665,7.502,2.688
2024-06-17 11:00:00,7.82,2.657,7.435,2.682
2024-06-17 12:00:00,7.68,2.674,7.339,2.697
2024-06-17 13:00:00,7.53,2.654,7.155,2.687
2024-06-17 14:00:00,7.49,2.634,7.002,2.663
2024-06-17 15:00:00,7.59,2.632,6.958,2.657
2024-06-17 16:00:00,7.72,2.652,6.997,2.672
2024-06-17 17:00:00,7.8,2.682,7.07,2.7
2024-06-17 18:00:00,7.84,2.68,7.251,2.714
2024-06-17 19:00:00,7.72,2.658,7.358,2.685
2024-06-17 20:00:00,7.7,2.64,7.313,2.684
2024-06-17 21:00:00,7.73,2.62,7.462,2.647
2024-06-17 22:00:00,7.59,2.598,7.586,2.63
2024-06-17 23:00:00,7.72,2.571,7.599,2.605
2024-06-18 00:00:00,7.78,2.571,7.718,2.594
2024-06-18 01:00:00,7.92,2.582,7.785,2.612
2024-06-18 02:00:00,7.98,2.616,7.539,2.6
2024-06-18 03:00:00,7.75,2.647,7.564,2.673
2024-06-18 04:00:00,7.74,2.647,7.489,2.672
2024-06-18 05:00:00,7.61,2.654,7.335,2.678
2024-06-18 06:00:00,7.48,2.67,7.256,2.694
2024-06-18 07:00:00,7.35,2.679,7.202,2.703
2024-06-18 08:00:00,7.33,2.677,7.192,2.704
2024-06-18 09:00:00,7.25,2.682,7.184,2.704
2024-06-18 10:00:00,7.18,2.679,7.133,2.706
2024-06-18 11:00:00,7.2,2.681,7.097,2.706
2024-06-18 12:00:00,7.24,2.68,7.112,2.708
2024-06-18 13:00:00,7.43,2.666,7.069,2.694
2024-06-18 14:00:00,7.48,2.676,7.136,2.699
2024-06-18 15:00:00,7.54,2.705,7.151,2.723
2024-06-18 16:00:00,7.59,2.702,7.152,2.729
2024-06-18 17:00:00,7.61,2.678,7.165,2.71
2024-06-18 18:00:00,7.47,2.672,7.137,2.696
2024-06-18 19:00:00,7.64,2.676,7.293,2.702
2024-06-18 20:00:00,7.53,2.67,7.37,2.699
2024-06-18 21:00:00,7.57,2.63,7.466,2.657
2024-06-18 22:00:00,7.34,2.62,7.437,2.653
2024-06-18 23:00:00,7.31,2.612,7.439,2.63
2024-06-19 00:00:00,7.2,2.61,7.462,2.638
2024-06-19 01:00:00,7.21,2.608,7.517,2.635
2024-06-19 02:00:00,7.32,2.608,7.567,2.638
2024-06-19 03:00:00,7.49,2.624,7.636,2.644
2024-06-19 04:00:00,7.61,2.641,7.663,2.666
2024-06-19 05:00:00,7.74,2.67,7.668,2.692
2024-06-19 06:00:00,7.75,2.685,7.654,2.707
2024-06-19 07:00:00,7.71,2.704,7.608,2.73
2024-06-19 08:00:00,7.8,2.728,7.523,2.758
2024-06-19 09:00:00,7.83,2.776,7.495,2.778
2024-06-19 10:00:00,7.73,2.844,7.441,2.866
2024-06-19 11:00:00,7.68,2.844,7.477,2.866
2024-06-19 12:00:00,7.78,2.838,7.636,2.867
2024-06-19 13:00:00,7.9,2.835,7.708,2.863
2024-06-19 14:00:00,7.91,2.852,7.763,2.876
2024-06-19 15:00:00,7.9,2.86,7.787,2.889
2024-06-19 16:00:00,7.92,2.864,7.787,2.892
2024-06-19 17:00:00,7.94,2.858,7.809,2.885
2024-06-19 18:00:00,7.99,2.843,7.829,2.874
2024-06-19 19:00:00,7.92,2.843,7.794,2.865
2024-06-19 20:00:00,7.91,2.752,7.718,2.808
2024-06-19 21:00:00,7.77,2.668,7.723,2.704
2024-06-19 22:00:00,7.82,2.645,7.806,2.67
2024-06-19 23:00:00,7.84,2.625,7.87,2.657
2024-06-20 00:00:00,7.96,2.625,7.877,2.649
2024-06-20 01:00:00,8.15,2.63,8.009,2.654
2024-06-20 02:00:00,8.18,2.638,8.074,2.664
2024-06-20 03:00:00,8.21,2.644,8.114,2.669
2024-06-20 04:00:00,8.29,2.689,8.179,2.692
2024-06-20 05:00:00,8.28,2.817,8.219,2.832
2024-06-20 06:00:00,8.3,2.833,8.057,2.857
2024-06-20 07:00:00,8.35,2.836,8.11,2.86
2024-06-20 08:00:00,8.3,2.846,8.156,2.877
2024-06-20 09:00:00,8.34,2.872,8.166,2.898
2024-06-20 10:00:00,8.25,2.882,8.183,2.899
2024-06-20 11:00:00,8.19,2.886,8.231,2.903
2024-06-20 12:00:00,8.19,2.888,8.296,2.911
2024-06-20 13:00:00,8.17,2.882,8.33,2.913
2024-06-20 14:00:00,8.21,2.878,8.328,2.905
2024-06-20 15:00:00,8.07,2.876,8.31,2.903
2024-06-20 16:00:00,8.02,2.876,8.29,2.902
2024-06-20 17:00:00,7.85,2.874,8.29,2.902
2024-06-20 18:00:00,7.83,2.872,8.333,2.9
2024-06-20 19:00:00,7.84,2.862,8.382,2.892
2024-06-20 20:00:00,8.11,2.837,8.295,2.87
2024-06-20 21:00:00,8.47,2.838,8.243,2.863
2024-06-20 22:00:00,8.34,2.708,8.36,2.747
2024-06-20 23:00:00,8.36,2.656,8.344,2.684
2024-06-21 00:00:00,8.29,2.635,8.388,2.666
2024-06-21 01:00:00,8.37,2.637,8.496,2.661
2024-06-21 02:00:00,8.45,2.64,8.604,2.666
2024-06-21 03:00:00,8.69,2.653,8.736,2.672
2024-06-21 04:00:00,8.85,2.735,8.863,2.716
2024-06-21 05:00:00,8.54,2.827,8.914,2.858
2024-06-21 06:00:00,8.25,2.838,8.884,2.858
2024-06-21 07:00:00,8.33,2.861,8.909,2.88
2024-06-21 08:00:00,8.22,2.901,8.918,2.912
2024-06-21 09:00:00,8.18,2.946,8.866,2.961
2024-06-21 10:00:00,8.21,2.964,8.84,2.977
2024-06-21 11:00:00,8.28,2.984,8.773,3.0
2024-06-21 12:00:00,8.2,2.992,8.759,3.005
2024-06-21 13:00:00,8.2,2.998,8.747,3.017
2024-06-21 14:00:00,8.24,3.011,8.7,3.037
2024-06-21 15:00:00,8.27,3.014,8.633,3.034
2024-06-21 16:00:00,8.26,3.006,8.596,3.033
2024-06-21 17:00:00,8.4,3.002,8.598,3.032
2024-06-21 18:00:00,8.37,2.983,8.631,3.017
2024-06-21 19:00:00,7.23,2.956,8.706,2.984
2024-06-21 20:00:00,7.22,2.91,8.71,2.947
2024-06-21 21:00:00,7.08,2.864,8.602,2.901
2024-06-21 22:00:00,7.28,2.847,8.53,2.869
2024-06-21 23:00:00,7.15,2.788,8.485,2.843
2024-06-22 00:00:00,7.4,2.674,8.522,2.709
2024-06-22 01:00:00,7.98,2.652,8.619,2.686
2024-06-22 02:00:00,7.51,2.656,8.638,2.683
2024-06-22 03:00:00,7.04,2.676,8.613,2.692
2024-06-22 04:00:00,6.98,2.79,8.625,2.776
2024-06-22 05:00:00,8.17,2.832,8.577,2.856
2024-06-22 06:00:00,8.35,2.855,8.556,2.877
2024-06-22 07:00:00,8.21,2.888,8.548,2.898
2024-06-22 08:00:00,8.26,2.957,8.671,2.981
2024-06-22 09:00:00,8.32,2.98,8.584,3.006
2024-06-22 10:00:00,8.32,2.991,8.546,3.013
2024-06-22 11:00:00,8.42,3.004,8.515,3.022
2024-06-22 12:00:00,8.45,3.024,8.458,3.045
2024-06-22 13:00:00,8.39,3.038,8.456,3.074
2024-06-22 14:00:00,8.32,3.048,8.48,3.07
2024-06-22 15:00:00,8.23,3.054,8.511,3.078
2024-06-22 16:00:00,8.21,3.058,8.501,3.085
2024-06-22 17:00:00,8.16,3.058,8.523,3.087
2024-06-22 18:00:00,8.12,3.059,8.532,3.087
2024-06-22 19:00:00,8.05,3.05,8.565,3.08
2024-06-22 20:00:00,7.79,3.038,8.644,3.067
2024-06-22 21:00:00,7.65,2.98,8.55,3.019
2024-06-22 22:00:00,7.69,2.934,8.524,2.973
2024-06-22 23:00:00,7.83,2.888,8.556,2.932
2024-06-23 00:00:00,8.05,2.798,8.637,2.842
2024-06-23 01:00:00,8.31,2.72,8.69,2.758
2024-06-23 02:00:00,7.65,2.694,8.771,2.722
2024-06-23 03:00:00,7.49,2.714,8.792,2.724
2024-06-23 04:00:00,7.47,2.826,8.785,2.834
2024-06-23 05:00:00,7.43,2.875,8.71,2.903
2024-06-23 06:00:00,7.51,2.896,8.691,2.918
2024-06-23 07:00:00,7.45,2.932,8.654,2.944
2024-06-23 08:00:00,7.47,2.968,8.619,2.994
2024-06-23 09:00:00,7.43,2.984,8.608,2.994
2024-06-23 10:00:00,7.5,3.01,8.668,3.044
2024-06-23 11:00:00,7.57,2.995,8.664,3.023
2024-06-23 12:00:00,7.67,3.003,8.612,3.032
2024-06-23 13:00:00,7.76,3.016,8.592,3.04
2024-06-23 14:00:00,7.58,3.032,8.576,3.053
2024-06-23 15:00:00,7.79,3.042,8.584,3.065
2024-06-23 16:00:00,7.66,3.063,8.576,3.086
2024-06-23 17:00:00,7.59,3.082,8.557,3.103
2024-06-23 18:00:00,7.72,3.098,8.556,3.125
2024-06-23 19:00:00,8.11,3.085,8.573,3.118
2024-06-23 20:00:00,7.98,3.057,8.507,3.091
2024-06-23 21:00:00,7.78,3.036,8.508,3.069
2024-06-23 22:00:00,7.7,2.978,8.559,3.032
2024-06-23 23:00:00,7.66,2.886,8.594,2.935
2024-06-24 00:00:00,7.66,2.83,8.535,2.863
2024-06-24 01:00:00,7.52,2.798,8.507,2.833
2024-06-24 02:00:00,7.27,2.776,8.534,2.806
2024-06-24 03:00:00,7.11,2.763,8.521,2.794
2024-06-24 04:00:00,7.1,2.756,8.536,2.79
2024-06-24 05:00:00,6.76,2.76,8.525,2.783
2024-06-24 06:00:00,6.59,2.808,8.502,2.823
2024-06-24 07:00:00,6.32,2.882,8.517,2.895
2024-06-24 08:00:00,6.09,2.916,8.535,2.931
2024-06-24 09:00:00,6.01,2.93,8.531,2.958
2024-06-24 10:00:00,5.74,2.946,8.525,2.968
2024-06-24 11:00:00,5.57,2.955,8.514,2.982
2024-06-24 12:00:00,5.49,2.957,8.495,2.984
2024-06-24 13:00:00,5.45,2.961,8.487,2.979
2024-06-24 14:00:00,5.18,2.97,8.477,2.994
2024-06-24 15:00:00,5.29,2.979,8.472,3.004
2024-06-24 16:00:00,5.01,2.999,8.454,3.02
2024-06-24 17:00:00,5.06,3.04,8.444,3.051
2024-06-24 18:00:00,5.33,3.088,8.441,3.104
2024-06-24 19:00:00,5.46,3.1,8.462,3.128
2024-06-24 20:00:00,5.7,3.085,8.542,3.119
2024-06-24 21:00:00,5.68,3.015,8.62,3.053
2024-06-24 22:00:00,6.06,2.96,8.677,3.003
2024-06-24 23:00:00,6.01,2.892,8.796,2.927
2024-06-25 00:00:00,6.36,2.88,8.915,2.903
2024-06-25 01:00:00,6.85,2.854,8.942,2.897
2024-06-25 02:00:00,6.82,2.77,9.014,2.8
2024-06-25 03:00:00,6.63,2.748,9.111,2.777
2024-06-25 04:00:00,6.58,2.737,9.155,2.76
2024-06-25 05:00:00,6.66,2.761,9.203,2.779
2024-06-25 06:00:00,6.75,2.859,9.182,2.869
2024-06-25 07:00:00,6.79,2.892,9.054,2.918
2024-06-25 08:00:00,6.57,2.898,8.831,2.925
2024-06-25 09:00:00,6.62,2.886,8.787,2.912
2024-06-25 10:00:00,6.69,2.908,8.799,2.927
2024-06-25 11:00:00,6.4,2.928,8.657,2.948
2024-06-25 12:00:00,7.47,2.936,8.636,2.963
2024-06-25 13:00:00,7.79,2.939,8.581,2.968
2024-06-25 14:00:00,7.88,2.94,8.491,2.97
2024-06-25 15:00:00,8.05,2.944,8.421,2.968
2024-06-25 16:00:00,8.12,2.944,8.407,2.968
2024-06-25 17:00:00,8.23,2.952,8.354,2.975
2024-06-25 18:00:00,8.34,2.975,8.243,2.995
2024-06-25 19:00:00,8.4,3.012,8.156,3.027
2024-06-25 20:00:00,8.58,3.022,7.978,3.052
2024-06-25 21:00:00,8.51,2.992,7.853,3.024
2024-06-25 22:00:00,8.61,2.953,7.638,2.984
