time,24bspr2a_met_telos,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m,24bspr2a_s37_0053m
2024-08-05 00:00:00,10.17,2.975,9.66,3.006
2024-08-05 01:00:00,10.48,2.968,9.717,2.997
2024-08-05 02:00:00,10.43,2.961,9.769,2.989
2024-08-05 03:00:00,10.6,2.956,9.774,2.985
2024-08-05 04:00:00,10.55,2.958,9.755,2.986
2024-08-05 05:00:00,10.41,2.966,9.751,2.993
2024-08-05 06:00:00,10.19,2.982,9.752,3.004
2024-08-05 07:00:00,10.18,2.999,9.709,3.02
2024-08-05 08:00:00,9.99,3.012,9.649,3.038
2024-08-05 09:00:00,9.9,3.032,9.616,3.056
2024-08-05 10:00:00,9.86,3.039,9.593,3.066
2024-08-05 11:00:00,9.91,3.051,9.591,3.08
2024-08-05 12:00:00,9.91,3.05,9.592,3.079
2024-08-05 13:00:00,10.0,3.038,9.592,3.07
2024-08-05 14:00:00,9.88,3.035,9.592,3.062
2024-08-05 15:00:00,9.7,3.04,9.602,3.062
2024-08-05 16:00:00,9.52,3.07,9.597,3.092
2024-08-05 17:00:00,9.3,3.078,9.602,3.105
2024-08-05 18:00:00,9.315,3.078,9.61,3.105
2024-08-05 19:00:00,9.33,3.08,9.624,3.107
2024-08-05 20:00:00,9.26,3.08,9.651,3.107
2024-08-05 21:00:00,9.22,3.046,9.678,3.088
2024-08-05 22:00:00,9.22,3.018,9.724,3.046
2024-08-05 23:00:00,9.17,2.998,9.796,3.028
2024-08-06 00:00:00,9.25,2.984,9.812,3.012
2024-08-06 01:00:00,9.25,2.974,9.818,3.005
2024-08-06 02:00:00,9.22,2.968,9.84,2.997
2024-08-06 03:00:00,9.19,2.966,9.844,2.992
2024-08-06 04:00:00,9.16,2.968,9.848,2.994
2024-08-06 05:00:00,8.89,2.979,9.84,3.0
2024-08-06 06:00:00,8.87,3.0,9.832,3.019
2024-08-06 07:00:00,8.92,3.028,9.79,3.047
2024-08-06 08:00:00,8.98,3.062,9.749,3.079
2024-08-06 09:00:00,9.08,3.067,9.721,3.093
2024-08-06 10:00:00,8.95,3.058,9.704,3.089
2024-08-06 11:00:00,8.82,3.053,9.705,3.08
2024-08-06 12:00:00,8.52,3.05,9.704,3.079
2024-08-06 13:00:00,8.4,3.05,9.704,3.075
2024-08-06 14:00:00,7.9,3.046,9.709,3.074
2024-08-06 15:00:00,8.1,3.056,9.712,3.079
2024-08-06 16:00:00,7.99,3.078,9.712,3.102
2024-08-06 17:00:00,7.97,3.069,9.705,3.101
2024-08-06 18:00:00,8.05,3.059,9.715,3.086
2024-08-06 19:00:00,8.2,3.056,9.704,3.082
2024-08-06 20:00:00,8.27,3.06,9.716,3.084
2024-08-06 21:00:00,8.44,3.068,9.771,3.092
2024-08-06 22:00:00,8.41,3.076,9.854,3.103
2024-08-06 23:00:00,8.46,3.058,9.941,3.099
2024-08-07 00:00:00,8.505,3.013,10.02,3.045
2024-08-07 01:00:00,8.55,2.994,10.086,3.024
2024-08-07 02:00:00,8.595,2.984,10.19,3.013
2024-08-07 03:00:00,,2.986,10.25,3.012
2024-08-07 04:00:00,,2.993,10.289,3.018
2024-08-07 05:00:00,8.73,3.006,10.304,3.031
2024-08-07 06:00:00,8.71,3.028,10.248,3.048
2024-08-07 07:00:00,8.92,3.05,10.206,3.076
2024-08-07 08:00:00,8.78,3.056,10.132,3.085
2024-08-07 09:00:00,8.85,3.058,10.008,3.085
2024-08-07 10:00:00,8.73,3.072,9.952,3.094
2024-08-07 11:00:00,8.83,3.083,9.927,3.111
2024-08-07 12:00:00,8.85,3.086,9.875,3.113
2024-08-07 13:00:00,8.93,3.08,9.88,3.11
2024-08-07 14:00:00,8.72,3.076,9.867,3.104
2024-08-07 15:00:00,8.52,3.077,9.832,3.105
2024-08-07 16:00:00,8.27,3.076,9.82,3.104
2024-08-07 17:00:00,8.43,3.06,9.828,3.091
2024-08-07 18:00:00,8.33,3.05,9.82,3.077
2024-08-07 19:00:00,8.29,3.049,9.843,3.075
2024-08-07 20:00:00,8.25,3.05,9.88,3.075
2024-08-07 21:00:00,8.26,3.048,9.89,3.074
2024-08-07 22:00:00,7.98,3.052,9.895,3.078
2024-08-07 23:00:00,7.86,3.068,9.895,3.093
2024-08-08 00:00:00,8.11,3.066,9.926,3.102
2024-08-08 01:00:00,8.75,3.036,9.966,3.069
2024-08-08 02:00:00,8.95,3.01,10.002,3.043
2024-08-08 03:00:00,8.55,3.002,10.012,3.031
2024-08-08 04:00:00,8.99,3.006,10.012,3.029
2024-08-08 05:00:00,9.0,3.01,10.018,3.036
2024-08-08 06:00:00,8.86,3.028,10.007,3.05
2024-08-08 07:00:00,8.93,3.046,9.975,3.07
2024-08-08 08:00:00,8.8,3.062,9.959,3.086
2024-08-08 09:00:00,8.62,3.064,9.92,3.092
2024-08-08 10:00:00,8.59,3.07,9.906,3.095
2024-08-08 11:00:00,8.01,3.077,9.909,3.104
2024-08-08 12:00:00,7.81,3.069,9.924,3.104
2024-08-08 13:00:00,7.89,3.045,9.905,3.079
2024-08-08 14:00:00,7.6,3.026,9.894,3.058
2024-08-08 15:00:00,8.11,3.026,9.883,3.052
2024-08-08 16:00:00,8.03,3.032,9.874,3.055
2024-08-08 17:00:00,8.49,3.046,9.876,3.067
2024-08-08 18:00:00,8.51,3.062,9.9,3.086
2024-08-08 19:00:00,8.61,3.066,9.939,3.094
2024-08-08 20:00:00,8.17,3.07,9.955,3.098
2024-08-08 21:00:00,7.82,3.071,9.955,3.1
2024-08-08 22:00:00,7.89,3.068,9.961,3.101
2024-08-08 23:00:00,8.39,3.042,9.974,3.081
2024-08-09 00:00:00,8.83,3.012,10.008,3.044
2024-08-09 01:00:00,8.78,2.998,10.037,3.026
2024-08-09 02:00:00,9.02,2.99,10.076,3.017
2024-08-09 03:00:00,9.1,2.984,10.103,3.013
2024-08-09 04:00:00,8.96,2.985,10.112,3.011
2024-08-09 05:00:00,9.02,2.99,10.118,3.014
2024-08-09 06:00:00,9.1,2.997,10.108,3.022
2024-08-09 07:00:00,9.2,3.015,10.092,3.039
2024-08-09 08:00:00,8.56,3.042,10.06,3.064
2024-08-09 09:00:00,8.87,3.061,10.043,3.085
2024-08-09 10:00:00,9.07,3.045,10.012,3.079
2024-08-09 11:00:00,8.95,3.026,9.989,3.054
2024-08-09 12:00:00,8.89,3.018,9.922,3.05
2024-08-09 13:00:00,8.53,3.012,9.863,3.042
2024-08-09 14:00:00,8.92,3.002,9.806,3.032
2024-08-09 15:00:00,9.08,2.994,9.764,3.023
2024-08-09 16:00:00,9.03,2.991,9.725,3.018
2024-08-09 17:00:00,9.29,2.995,9.704,3.019
2024-08-09 18:00:00,9.37,3.0,9.683,3.026
2024-08-09 19:00:00,9.28,3.014,9.667,3.037
2024-08-09 20:00:00,9.42,3.028,9.67,3.054
2024-08-09 21:00:00,9.56,3.044,9.657,3.066
2024-08-09 22:00:00,9.54,3.058,9.649,3.082
2024-08-09 23:00:00,9.61,3.06,9.646,3.088
2024-08-10 00:00:00,9.41,3.04,9.629,3.075
2024-08-10 01:00:00,9.4,3.006,9.592,3.038
2024-08-10 02:00:00,9.44,2.995,9.566,3.024
2024-08-10 03:00:00,9.49,2.99,9.525,3.018
2024-08-10 04:00:00,9.36,2.986,9.487,3.016
2024-08-10 05:00:00,9.38,2.99,9.444,3.015
2024-08-10 06:00:00,9.21,2.993,9.414,3.019
2024-08-10 07:00:00,9.2,3.003,9.368,3.029
2024-08-10 08:00:00,9.12,3.034,9.365,3.05
2024-08-10 09:00:00,9.03,3.058,9.34,3.081
2024-08-10 10:00:00,8.6,3.062,9.319,3.094
2024-08-10 11:00:00,8.33,3.042,9.285,3.075
2024-08-10 12:00:00,8.47,3.022,9.262,3.05
2024-08-10 13:00:00,8.45,3.014,9.26,3.041
2024-08-10 14:00:00,8.48,3.004,9.258,3.033
2024-08-10 15:00:00,8.41,2.999,9.269,3.025
2024-08-10 16:00:00,7.28,2.993,9.265,3.021
2024-08-10 17:00:00,7.06,2.99,9.27,3.017
2024-08-10 18:00:00,6.86,2.984,9.27,3.013
2024-08-10 19:00:00,6.74,2.986,9.255,3.013
2024-08-10 20:00:00,6.73,2.993,9.254,3.021
2024-08-10 21:00:00,6.86,3.003,9.242,3.026
2024-08-10 22:00:00,7.13,3.009,9.225,3.037
2024-08-10 23:00:00,7.215,3.021,9.251,3.045
2024-08-11 00:00:00,7.3,3.025,9.274,3.05
2024-08-11 01:00:00,7.18,3.021,9.272,3.049
2024-08-11 02:00:00,7.23,3.01,9.266,3.039
2024-08-11 03:00:00,7.08,3.005,9.266,3.032
2024-08-11 04:00:00,7.07,2.998,9.257,3.028
2024-08-11 05:00:00,7.16,3.005,9.258,3.028
2024-08-11 06:00:00,7.22,3.008,9.247,3.033
2024-08-11 07:00:00,7.21,3.027,9.239,3.051
2024-08-11 08:00:00,7.27,3.051,9.23,3.075
2024-08-11 09:00:00,6.89,3.064,9.21,3.088
2024-08-11 10:00:00,7.51,3.066,9.202,3.094
2024-08-11 11:00:00,7.46,3.07,9.198,3.094
2024-08-11 12:00:00,7.6,3.065,9.188,3.094
2024-08-11 13:00:00,7.74,3.066,9.174,3.094
2024-08-11 14:00:00,7.42,3.066,9.16,3.094
2024-08-11 15:00:00,7.29,3.052,9.147,3.082
2024-08-11 16:00:00,7.38,3.026,9.143,3.058
2024-08-11 17:00:00,7.51,3.01,9.154,3.042
2024-08-11 18:00:00,7.52,2.997,9.161,3.028
2024-08-11 19:00:00,7.45,2.99,9.165,3.017
2024-08-11 20:00:00,7.67,2.984,9.169,3.012
2024-08-11 21:00:00,8.03,2.982,9.172,3.011
2024-08-11 22:00:00,8.29,2.982,9.19,3.011
2024-08-11 23:00:00,8.12,2.989,9.195,3.015
2024-08-12 00:00:00,8.36,2.992,9.187,3.02
2024-08-12 01:00:00,8.3,2.997,9.177,3.026
2024-08-12 02:00:00,8.27,3.0,9.162,3.027
2024-08-12 03:00:00,8.28,2.998,9.156,3.027
2024-08-12 04:00:00,8.22,2.996,9.159,3.026
2024-08-12 05:00:00,8.07,2.996,9.16,3.023
2024-08-12 06:00:00,8.1,2.992,9.156,3.021
2024-08-12 07:00:00,8.11,2.992,9.154,3.021
2024-08-12 08:00:00,8.23,2.992,9.149,3.021
2024-08-12 09:00:00,8.31,2.996,9.138,3.023
2024-08-12 10:00:00,8.36,3.002,9.124,3.027
2024-08-12 11:00:00,8.38,3.002,9.106,3.03
2024-08-12 12:00:00,8.11,3.002,9.097,3.03
2024-08-12 13:00:00,8.08,2.994,9.104,3.025
2024-08-12 14:00:00,8.01,2.987,9.118,3.017
2024-08-12 15:00:00,7.99,2.976,9.126,3.007
2024-08-12 16:00:00,7.93,2.966,9.145,2.995
2024-08-12 17:00:00,7.62,2.958,9.169,2.987
2024-08-12 18:00:00,7.34,2.953,9.178,2.982
2024-08-12 19:00:00,6.82,2.95,9.185,2.979
2024-08-12 20:00:00,6.79,2.95,9.204,2.977
2024-08-12 21:00:00,6.89,2.946,9.229,2.976
2024-08-12 22:00:00,6.99,2.951,9.273,2.978
2024-08-12 23:00:00,7.06,2.956,9.31,2.982
2024-08-13 00:00:00,6.97,2.956,9.369,2.983
2024-08-13 01:00:00,7.1,2.956,9.395,2.983
2024-08-13 02:00:00,6.68,2.959,9.425,2.984
2024-08-13 03:00:00,6.55,2.958,9.443,2.987
2024-08-13 04:00:00,6.46,2.961,9.442,2.987
2024-08-13 05:00:00,6.6,2.958,9.426,2.986
2024-08-13 06:00:00,6.87,2.957,9.421,2.984
2024-08-13 07:00:00,6.98,2.954,9.418,2.983
2024-08-13 08:00:00,6.93,2.958,9.419,2.985
2024-08-13 09:00:00,6.99,2.964,9.419,2.987
2024-08-13 10:00:00,6.98,2.963,9.419,2.991
2024-08-13 11:00:00,7.06,2.968,9.416,2.994
2024-08-13 12:00:00,6.95,2.966,9.416,2.995
2024-08-13 13:00:00,6.97,2.964,9.412,2.992
2024-08-13 14:00:00,6.88,2.962,9.406,2.99
2024-08-13 15:00:00,7.34,2.958,9.396,2.985
2024-08-13 16:00:00,7.76,2.952,9.391,2.98
2024-08-13 17:00:00,7.97,2.943,9.393,2.974
2024-08-13 18:00:00,7.85,2.935,9.398,2.965
2024-08-13 19:00:00,7.4,2.919,9.406,2.951
2024-08-13 20:00:00,7.35,2.906,9.424,2.937
2024-08-13 21:00:00,7.31,2.903,9.445,2.932
2024-08-13 22:00:00,7.03,2.906,9.472,2.933
2024-08-13 23:00:00,7.27,2.911,9.497,2.936
2024-08-14 00:00:00,7.69,2.924,9.571,2.949
2024-08-14 01:00:00,7.87,2.937,9.591,2.96
2024-08-14 02:00:00,7.92,2.944,9.611,2.969
2024-08-14 03:00:00,7.88,2.948,9.596,2.975
2024-08-14 04:00:00,7.86,2.953,9.585,2.98
2024-08-14 05:00:00,7.83,2.957,9.575,2.983
2024-08-14 06:00:00,7.79,2.957,9.566,2.985
2024-08-14 07:00:00,7.77,2.955,9.553,2.982
2024-08-14 08:00:00,7.67,2.956,9.542,2.984
2024-08-14 09:00:00,7.76,2.962,9.541,2.985
2024-08-14 10:00:00,7.98,2.966,9.529,2.99
2024-08-14 11:00:00,8.02,2.97,9.528,2.995
2024-08-14 12:00:00,8.16,2.972,9.515,2.999
2024-08-14 13:00:00,8.22,2.974,9.501,3.001
2024-08-14 14:00:00,8.27,2.971,9.492,2.998
2024-08-14 15:00:00,8.4,2.965,9.488,2.995
2024-08-14 16:00:00,8.09,2.958,9.479,2.988
2024-08-14 17:00:00,7.91,2.948,9.476,2.978
2024-08-14 18:00:00,7.91,2.938,9.476,2.967
2024-08-14 19:00:00,8.33,2.926,9.493,2.957
2024-08-14 20:00:00,8.59,2.912,9.508,2.943
2024-08-14 21:00:00,8.45,2.902,9.517,2.93
2024-08-14 22:00:00,8.52,2.897,9.525,2.924
2024-08-14 23:00:00,8.76,2.9,9.527,2.924
2024-08-15 00:00:00,8.94,2.906,9.526,2.93
2024-08-15 01:00:00,9.11,2.918,9.522,2.942
2024-08-15 02:00:00,9.1,2.931,9.512,2.957
2024-08-15 03:00:00,9.05,2.948,9.501,2.97
2024-08-15 04:00:00,9.1,2.956,9.489,2.98
2024-08-15 05:00:00,9.1,2.956,9.479,2.983
2024-08-15 06:00:00,8.99,2.96,9.444,2.988
2024-08-15 07:00:00,9.08,2.963,9.433,2.991
2024-08-15 08:00:00,8.55,2.964,9.408,2.991
2024-08-15 09:00:00,8.8,2.967,9.385,2.996
2024-08-15 10:00:00,9.35,2.971,9.379,2.997
2024-08-15 11:00:00,9.64,2.974,9.365,3.001
2024-08-15 12:00:00,9.65,2.978,9.349,3.005
2024-08-15 13:00:00,9.79,2.981,9.339,3.008
2024-08-15 14:00:00,9.91,2.979,9.334,3.007
2024-08-15 15:00:00,10.25,2.979,9.326,3.005
2024-08-15 16:00:00,9.97,2.971,9.32,3.001
2024-08-15 17:00:00,10.06,2.964,9.314,2.992
2024-08-15 18:00:00,10.05,2.948,9.319,2.98
2024-08-15 19:00:00,10.49,2.932,9.326,2.963
2024-08-15 20:00:00,10.2,2.918,9.345,2.946
2024-08-15 21:00:00,10.64,2.903,9.359,2.935
2024-08-15 22:00:00,9.79,2.902,9.364,2.928
2024-08-15 23:00:00,9.66,2.903,9.364,2.929
2024-08-16 00:00:00,9.6,2.912,9.357,2.936
2024-08-16 01:00:00,9.17,2.923,9.34,2.946
2024-08-16 02:00:00,9.17,2.93,9.296,2.956
2024-08-16 03:00:00,9.17,2.939,9.257,2.964
2024-08-16 04:00:00,9.18,2.948,9.225,2.974
2024-08-16 05:00:00,9.23,2.955,9.177,2.983
2024-08-16 06:00:00,9.29,2.958,9.151,2.983
2024-08-16 07:00:00,9.21,2.952,9.126,2.982
2024-08-16 08:00:00,9.09,2.949,9.101,2.98
2024-08-16 09:00:00,8.91,2.948,9.093,2.974
2024-08-16 10:00:00,8.79,2.946,9.074,2.974
2024-08-16 11:00:00,8.67,2.947,9.053,2.975
2024-08-16 12:00:00,8.68,2.948,9.048,2.974
2024-08-16 13:00:00,8.55,2.952,9.058,2.976
2024-08-16 14:00:00,8.48,2.952,9.064,2.977
2024-08-16 15:00:00,8.42,2.951,9.073,2.977
2024-08-16 16:00:00,8.3,2.946,9.071,2.974
2024-08-16 17:00:00,8.23,2.938,9.068,2.968
2024-08-16 18:00:00,8.21,2.925,9.069,2.96
2024-08-16 19:00:00,8.33,2.904,9.076,2.939
2024-08-16 20:00:00,8.42,2.879,9.108,2.914
2024-08-16 21:00:00,8.47,2.867,9.122,2.896
2024-08-16 22:00:00,8.74,2.859,9.144,2.891
2024-08-16 23:00:00,8.98,2.856,9.173,2.884
2024-08-17 00:00:00,9.69,2.857,9.21,2.884
2024-08-17 01:00:00,9.95,2.864,9.22,2.89
2024-08-17 02:00:00,10.23,2.87,9.197,2.897
2024-08-17 03:00:00,10.48,2.884,9.194,2.907
2024-08-17 04:00:00,10.84,2.902,9.198,2.924
2024-08-17 05:00:00,11.04,2.916,9.184,2.943
2024-08-17 06:00:00,11.14,2.923,9.169,2.95
2024-08-17 07:00:00,11.26,2.929,9.168,2.956
2024-08-17 08:00:00,11.23,2.932,9.156,2.959
2024-08-17 09:00:00,11.25,2.932,9.145,2.959
2024-08-17 10:00:00,11.21,2.932,9.111,2.958
2024-08-17 11:00:00,11.75,2.937,9.088,2.965
2024-08-17 12:00:00,11.88,2.938,9.064,2.966
2024-08-17 13:00:00,10.91,2.942,9.048,2.968
2024-08-17 14:00:00,11.01,2.936,9.035,2.966
2024-08-17 15:00:00,10.6,2.936,9.032,2.963
2024-08-17 16:00:00,10.92,2.934,9.027,2.962
2024-08-17 17:00:00,10.7,2.932,9.025,2.962
2024-08-17 18:00:00,10.756,2.93,9.035,2.958
2024-08-17 19:00:00,10.812,2.912,9.055,2.942
2024-08-17 20:00:00,10.868,2.894,9.075,2.925
2024-08-17 21:00:00,,2.878,9.071,2.91
2024-08-17 22:00:00,10.98,2.868,9.071,2.898
2024-08-17 23:00:00,11.0,2.862,9.089,2.89
2024-08-18 00:00:00,10.61,2.86,9.097,2.886
2024-08-18 01:00:00,10.76,2.861,9.112,2.886
2024-08-18 02:00:00,10.23,2.862,9.113,2.889
2024-08-18 03:00:00,9.69,2.871,9.113,2.894
2024-08-18 04:00:00,9.26,2.875,9.105,2.901
2024-08-18 05:00:00,9.42,2.882,9.076,2.908
2024-08-18 06:00:00,9.55,2.888,9.066,2.915
2024-08-18 07:00:00,9.73,2.894,9.056,2.922
2024-08-18 08:00:00,9.59,2.902,9.05,2.928
2024-08-18 09:00:00,9.57,2.908,9.043,2.936
2024-08-18 10:00:00,9.62,2.914,9.038,2.94
2024-08-18 11:00:00,9.48,2.918,9.031,2.941
2024-08-18 12:00:00,9.48,2.92,9.018,2.948
2024-08-18 13:00:00,9.39,2.922,8.991,2.951
2024-08-18 14:00:00,9.37,2.922,8.962,2.95
2024-08-18 15:00:00,9.3,2.924,8.939,2.95
2024-08-18 16:00:00,9.14,2.917,8.907,2.945
2024-08-18 17:00:00,9.1,2.903,8.85,2.935
2024-08-18 18:00:00,8.86,2.891,8.823,2.92
2024-08-18 19:00:00,9.09,2.879,8.798,2.908
2024-08-18 20:00:00,9.1,2.867,8.766,2.896
2024-08-18 21:00:00,9.21,2.865,8.764,2.891
2024-08-18 22:00:00,9.18,2.878,8.76,2.903
2024-08-18 23:00:00,9.05,2.882,8.744,2.91
2024-08-19 00:00:00,8.82,2.887,8.735,2.914
2024-08-19 01:00:00,9.12,2.888,8.731,2.916
2024-08-19 02:00:00,9.17,2.883,8.737,2.914
2024-08-19 03:00:00,9.2,2.878,8.741,2.908
2024-08-19 04:00:00,9.17,2.875,8.75,2.903
2024-08-19 05:00:00,9.04,2.874,8.746,2.901
2024-08-19 06:00:00,8.91,2.87,8.741,2.9
2024-08-19 07:00:00,8.78,2.87,8.741,2.899
2024-08-19 08:00:00,8.74,2.876,8.727,2.9
2024-08-19 09:00:00,8.69,2.876,8.714,2.902
2024-08-19 10:00:00,8.68,2.878,8.703,2.904
2024-08-19 11:00:00,8.49,2.874,8.704,2.905
2024-08-19 12:00:00,8.13,2.872,8.704,2.9
2024-08-19 13:00:00,7.98,2.867,8.707,2.895
2024-08-19 14:00:00,7.98,2.864,8.707,2.893
2024-08-19 15:00:00,7.92,2.867,8.707,2.894
2024-08-19 16:00:00,7.73,2.868,8.707,2.896
2024-08-19 17:00:00,7.91,2.87,8.706,2.897
2024-08-19 18:00:00,7.88,2.867,8.706,2.894
2024-08-19 19:00:00,7.93,2.873,8.705,2.9
2024-08-19 20:00:00,7.98,2.89,8.703,2.916
2024-08-19 21:00:00,8.06,2.899,8.713,2.924
2024-08-19 22:00:00,7.97,2.92,8.72,2.939
2024-08-19 23:00:00,8.29,2.952,8.723,2.972
2024-08-20 00:00:00,8.21,2.972,8.753,2.991
2024-08-20 01:00:00,8.04,2.992,8.783,3.009
2024-08-20 02:00:00,8.05,2.993,8.811,3.028
2024-08-20 03:00:00,7.84,2.99,8.838,3.02
2024-08-20 04:00:00,7.64,2.962,8.841,2.997
2024-08-20 05:00:00,7.63,2.932,8.854,2.966
2024-08-20 06:00:00,7.82,2.921,8.854,2.95
2024-08-20 07:00:00,8.28,2.916,8.86,2.944
2024-08-20 08:00:00,8.58,2.912,8.843,2.94
2024-08-20 09:00:00,8.65,2.912,8.833,2.938
2024-08-20 10:00:00,8.69,2.917,8.808,2.941
2024-08-20 11:00:00,8.69,2.919,8.785,2.944
2024-08-20 12:00:00,8.74,2.924,8.763,2.954
2024-08-20 13:00:00,8.75,2.931,8.745,2.957
2024-08-20 14:00:00,8.96,2.925,8.737,2.955
2024-08-20 15:00:00,9.11,2.918,8.731,2.946
2024-08-20 16:00:00,9.24,2.913,8.732,2.941
2024-08-20 17:00:00,9.29,2.91,8.734,2.938
2024-08-20 18:00:00,9.39,2.912,8.741,2.937
2024-08-20 19:00:00,9.66,2.914,8.762,2.94
2024-08-20 20:00:00,9.94,2.92,8.762,2.944
2024-08-20 21:00:00,10.19,2.929,8.786,2.953
2024-08-20 22:00:00,9.86,2.949,8.809,2.971
2024-08-20 23:00:00,9.96,2.971,8.824,2.993
2024-08-21 00:00:00,9.77,2.99,8.888,3.011
2024-08-21 01:00:00,10.01,3.015,8.911,3.036
2024-08-21 02:00:00,10.02,3.034,8.916,3.059
2024-08-21 03:00:00,9.97,3.038,8.926,3.066
2024-08-21 04:00:00,10.25,3.027,8.929,3.06
2024-08-21 05:00:00,9.61,3.004,8.926,3.038
2024-08-21 06:00:00,9.62,2.968,8.919,3.003
2024-08-21 07:00:00,9.23,2.952,8.915,2.981
2024-08-21 08:00:00,9.24,2.942,8.908,2.969
2024-08-21 09:00:00,9.12,2.94,8.906,2.967
2024-08-21 10:00:00,8.47,2.944,8.902,2.968
2024-08-21 11:00:00,8.01,2.947,8.895,2.973
2024-08-21 12:00:00,8.133,2.957,8.884,2.982
2024-08-21 13:00:00,8.257,2.971,8.875,2.996
2024-08-21 14:00:00,8.38,2.976,8.866,3.004
2024-08-21 15:00:00,,2.976,8.861,3.003
2024-08-21 16:00:00,,2.96,8.859,2.99
2024-08-21 17:00:00,8.75,2.951,8.862,2.978
2024-08-21 18:00:00,8.93,2.949,8.87,2.975
2024-08-21 19:00:00,9.05,2.942,8.874,2.972
2024-08-21 20:00:00,9.11,2.944,8.879,2.972
2024-08-21 21:00:00,9.12,2.955,8.883,2.976
2024-08-21 22:00:00,9.13,2.976,8.882,2.997
2024-08-21 23:00:00,9.09,2.994,8.888,3.02
2024-08-22 00:00:00,9.09,3.008,8.874,3.033
2024-08-22 01:00:00,9.33,3.029,8.86,3.045
2024-08-22 02:00:00,9.07,3.054,8.865,3.07
2024-08-22 03:00:00,9.04,3.068,8.864,3.094
2024-08-22 04:00:00,9.17,3.066,8.861,3.091
2024-08-22 05:00:00,9.16,3.058,8.865,3.088
2024-08-22 06:00:00,8.95,3.039,8.876,3.072
2024-08-22 07:00:00,8.87,3.012,8.89,3.046
2024-08-22 08:00:00,8.87,2.995,8.893,3.026
2024-08-22 09:00:00,8.88,2.99,8.893,3.018
2024-08-22 10:00:00,8.89,2.996,8.885,3.021
2024-08-22 11:00:00,8.78,3.001,8.876,3.028
2024-08-22 12:00:00,8.7,3.006,8.859,3.033
2024-08-22 13:00:00,8.62,3.014,8.845,3.042
2024-08-22 14:00:00,8.59,3.033,8.83,3.056
2024-08-22 15:00:00,8.53,3.044,8.824,3.07
2024-08-22 16:00:00,8.65,3.056,8.822,3.085
2024-08-22 17:00:00,8.66,3.062,8.824,3.089
2024-08-22 18:00:00,8.64,3.056,8.832,3.084
2024-08-22 19:00:00,8.7,3.04,8.847,3.07
2024-08-22 20:00:00,8.78,3.029,8.854,3.058
2024-08-22 21:00:00,8.78,3.031,8.861,3.058
2024-08-22 22:00:00,8.84,3.029,8.86,3.059
2024-08-22 23:00:00,8.903,3.03,8.859,3.057
2024-08-23 00:00:00,8.967,3.042,8.858,3.065
2024-08-23 01:00:00,9.03,3.073,8.851,3.09
2024-08-23 02:00:00,9.06,3.107,8.839,3.125
2024-08-23 03:00:00,9.18,3.114,8.849,3.141
2024-08-23 04:00:00,9.1,3.112,8.861,3.143
2024-08-23 05:00:00,9.05,3.105,8.858,3.136
2024-08-23 06:00:00,8.85,3.092,8.862,3.124
2024-08-23 07:00:00,8.69,3.074,8.877,3.104
2024-08-23 08:00:00,8.55,3.056,8.887,3.088
2024-08-23 09:00:00,8.63,3.041,8.896,3.072
2024-08-23 10:00:00,8.59,3.035,8.894,3.066
2024-08-23 11:00:00,8.78,3.028,8.89,3.055
2024-08-23 12:00:00,8.85,3.029,8.875,3.054
2024-08-23 13:00:00,8.87,3.048,8.859,3.067
2024-08-23 14:00:00,8.85,3.086,8.846,3.105
2024-08-23 15:00:00,8.86,3.116,8.84,3.137
2024-08-23 16:00:00,8.81,3.13,8.84,3.153
2024-08-23 17:00:00,8.8,3.128,8.841,3.153
2024-08-23 18:00:00,8.54,3.12,8.841,3.149
2024-08-23 19:00:00,7.95,3.11,8.851,3.136
2024-08-23 20:00:00,7.83,3.089,8.882,3.123
2024-08-23 21:00:00,7.62,3.069,8.917,3.101
2024-08-23 22:00:00,7.5,3.058,8.943,3.089
2024-08-23 23:00:00,7.73,3.042,8.971,3.072
2024-08-24 00:00:00,8.02,3.041,9.003,3.068
2024-08-24 01:00:00,7.71,3.06,8.984,3.085
2024-08-24 02:00:00,7.99,3.087,8.984,3.111
2024-08-24 03:00:00,7.8,3.106,8.974,3.132
2024-08-24 04:00:00,7.33,3.114,8.961,3.138
2024-08-24 05:00:00,7.16,3.117,8.936,3.143
2024-08-24 06:00:00,7.17,3.112,8.929,3.139
2024-08-24 07:00:00,6.97,3.098,8.922,3.128
2024-08-24 08:00:00,6.94,3.083,8.919,3.115
2024-08-24 09:00:00,7.17,3.054,8.92,3.091
2024-08-24 10:00:00,7.14,3.046,8.912,3.071
2024-08-24 11:00:00,7.33,3.05,8.907,3.08
2024-08-24 12:00:00,7.48,3.044,8.894,3.074
2024-08-24 13:00:00,7.61,3.039,8.878,3.063
2024-08-24 14:00:00,7.47,3.06,8.865,3.077
2024-08-24 15:00:00,7.68,3.107,8.847,3.123
2024-08-24 16:00:00,7.68,3.147,8.838,3.168
2024-08-24 17:00:00,7.63,3.176,8.838,3.197
2024-08-24 18:00:00,7.6,3.198,8.839,3.229
2024-08-24 19:00:00,7.63,3.213,8.841,3.237
2024-08-24 20:00:00,7.7,3.194,8.842,3.225
2024-08-24 21:00:00,7.67,3.144,8.852,3.178
2024-08-24 22:00:00,7.59,3.109,8.862,3.144
2024-08-24 23:00:00,7.48,3.083,8.878,3.118
2024-08-25 00:00:00,7.41,3.068,8.889,3.096
