time,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m,24bspr2a_s37_0053m
2024-04-28 00:00:00,,8.037,
2024-04-28 01:00:00,,7.814,
2024-04-28 02:00:00,,7.419,
2024-04-28 03:00:00,,6.824,
2024-04-28 04:00:00,,6.622,
2024-04-28 05:00:00,,6.284,
2024-04-28 06:00:00,,5.495,
2024-04-28 07:00:00,,5.438,
2024-04-28 08:00:00,,5.191,
2024-04-28 09:00:00,,4.854,
2024-04-28 10:00:00,,5.254,
2024-04-28 11:00:00,,5.395,
2024-04-28 12:00:00,,6.33,
2024-04-28 13:00:00,,6.83,
2024-04-28 14:00:00,,6.679,
2024-04-28 15:00:00,,6.743,
2024-04-28 16:00:00,,7.223,
2024-04-28 17:00:00,,11.455,
2024-04-28 18:00:00,,13.108,
2024-04-28 19:00:00,,12.905,
2024-04-28 20:00:00,,12.882,
2024-04-28 21:00:00,,14.031,
2024-04-28 22:00:00,,14.901,
2024-04-28 23:00:00,,16.282,
2024-04-29 00:00:00,,16.115,
2024-04-29 01:00:00,,13.906,
2024-04-29 02:00:00,,13.407,
2024-04-29 03:00:00,,12.539,
2024-04-29 04:00:00,,12.387,
2024-04-29 05:00:00,,11.782,
2024-04-29 06:00:00,,11.191,
2024-04-29 07:00:00,,9.599,
2024-04-29 08:00:00,,8.12,
2024-04-29 09:00:00,,6.827,
2024-04-29 10:00:00,,5.922,
2024-04-29 11:00:00,,5.196,
2024-04-29 12:00:00,,4.502,
2024-04-29 13:00:00,,3.881,
2024-04-29 14:00:00,,3.493,
2024-04-29 15:00:00,,3.564,
2024-04-29 16:00:00,,4.061,
2024-04-29 17:00:00,,7.094,
2024-04-29 18:00:00,,9.705,
2024-04-29 19:00:00,,10.281,
2024-04-29 20:00:00,,11.342,
2024-04-29 21:00:00,,12.832,
2024-04-29 22:00:00,,14.831,
2024-04-29 23:00:00,,16.87,
2024-04-30 00:00:00,15.165,15.853,13.24
2024-04-30 01:00:00,13.06,13.021,12.192
2024-04-30 02:00:00,11.618,11.21,11.434
2024-04-30 03:00:00,10.125,9.358,9.999
2024-04-30 04:00:00,8.994,8.694,9.256
2024-04-30 05:00:00,7.839,7.872,8.286
2024-04-30 06:00:00,6.846,6.914,7.619
2024-04-30 07:00:00,5.987,6.009,6.73
2024-04-30 08:00:00,5.504,5.775,6.388
2024-04-30 09:00:00,5.517,5.751,6.185
2024-04-30 10:00:00,5.568,5.786,5.997
2024-04-30 11:00:00,5.397,5.646,5.865
2024-04-30 12:00:00,5.228,5.405,5.664
2024-04-30 13:00:00,5.004,5.054,5.412
2024-04-30 14:00:00,4.767,4.686,5.081
2024-04-30 15:00:00,4.76,4.623,4.894
2024-04-30 16:00:00,4.938,4.767,4.785
2024-04-30 17:00:00,5.676,5.208,5.033
2024-04-30 18:00:00,7.786,7.224,5.976
2024-04-30 19:00:00,10.116,8.39,7.401
2024-04-30 20:00:00,10.419,8.423,7.946
2024-04-30 21:00:00,10.119,8.432,7.803
2024-04-30 22:00:00,10.063,8.998,8.217
2024-04-30 23:00:00,9.537,9.538,8.082
2024-05-01 00:00:00,9.084,8.789,6.91
2024-05-01 01:00:00,7.749,6.721,6.735
2024-05-01 02:00:00,6.988,6.637,6.142
2024-05-01 03:00:00,6.537,6.6,6.18
2024-05-01 04:00:00,6.305,6.244,6.038
2024-05-01 05:00:00,6.113,5.907,6.014
2024-05-01 06:00:00,5.6,5.644,5.799
2024-05-01 07:00:00,4.854,5.15,5.212
2024-05-01 08:00:00,4.744,5.054,5.239
2024-05-01 09:00:00,4.604,4.901,5.209
2024-05-01 10:00:00,4.54,4.704,4.952
2024-05-01 11:00:00,4.533,4.682,4.876
2024-05-01 12:00:00,4.424,4.594,4.73
2024-05-01 13:00:00,4.432,4.701,4.764
2024-05-01 14:00:00,4.624,4.902,5.096
2024-05-01 15:00:00,4.819,5.067,5.138
2024-05-01 16:00:00,5.066,5.355,5.236
2024-05-01 17:00:00,5.251,5.512,5.511
2024-05-01 18:00:00,5.357,5.614,5.38
2024-05-01 19:00:00,6.267,6.619,5.897
2024-05-01 20:00:00,6.916,7.299,6.456
2024-05-01 21:00:00,6.765,7.21,6.503
2024-05-01 22:00:00,6.07,6.396,6.263
2024-05-01 23:00:00,5.79,6.139,5.949
2024-05-02 00:00:00,5.626,5.743,5.83
2024-05-02 01:00:00,5.428,5.582,5.595
2024-05-02 02:00:00,5.292,5.427,5.514
2024-05-02 03:00:00,5.161,5.308,5.368
2024-05-02 04:00:00,5.119,5.288,5.414
2024-05-02 05:00:00,5.164,5.324,5.43
2024-05-02 06:00:00,5.151,5.298,5.503
2024-05-02 07:00:00,5.118,5.246,5.37
2024-05-02 08:00:00,4.909,5.138,5.153
2024-05-02 09:00:00,5.024,5.18,5.252
2024-05-02 10:00:00,4.689,4.73,5.111
2024-05-02 11:00:00,4.259,4.434,4.504
2024-05-02 12:00:00,4.198,4.376,4.508
2024-05-02 13:00:00,4.158,4.34,4.474
2024-05-02 14:00:00,3.757,3.8,4.046
2024-05-02 15:00:00,3.408,3.465,3.599
2024-05-02 16:00:00,3.481,3.666,3.766
2024-05-02 17:00:00,3.95,4.188,4.159
2024-05-02 18:00:00,4.146,4.359,4.252
2024-05-02 19:00:00,4.386,4.661,4.543
2024-05-02 20:00:00,4.66,4.878,4.844
2024-05-02 21:00:00,4.032,4.055,4.081
2024-05-02 22:00:00,4.102,4.297,3.844
2024-05-02 23:00:00,4.3,4.407,4.151
2024-05-03 00:00:00,4.492,4.746,4.391
2024-05-03 01:00:00,4.766,4.991,4.745
2024-05-03 02:00:00,4.899,5.132,4.954
2024-05-03 03:00:00,4.916,5.165,5.213
2024-05-03 04:00:00,4.917,5.134,5.174
2024-05-03 05:00:00,4.932,5.155,5.272
2024-05-03 06:00:00,5.026,5.235,5.375
2024-05-03 07:00:00,5.014,5.204,5.403
2024-05-03 08:00:00,5.098,5.297,5.511
2024-05-03 09:00:00,5.144,5.365,5.542
2024-05-03 10:00:00,5.239,5.437,5.583
2024-05-03 11:00:00,5.312,5.486,5.575
2024-05-03 12:00:00,5.423,5.567,5.673
2024-05-03 13:00:00,5.417,5.582,5.632
2024-05-03 14:00:00,5.504,5.684,5.761
2024-05-03 15:00:00,5.622,5.815,5.822
2024-05-03 16:00:00,5.886,6.008,5.952
2024-05-03 17:00:00,6.214,6.133,6.495
2024-05-03 18:00:00,6.198,6.195,6.447
2024-05-03 19:00:00,6.239,6.238,6.286
2024-05-03 20:00:00,6.358,6.406,6.516
2024-05-03 21:00:00,6.219,6.313,6.458
2024-05-03 22:00:00,5.778,5.896,5.869
2024-05-03 23:00:00,5.611,5.744,5.643
2024-05-04 00:00:00,5.756,5.799,5.968
2024-05-04 01:00:00,5.766,5.785,6.054
2024-05-04 02:00:00,5.617,5.724,5.77
2024-05-04 03:00:00,5.291,5.365,5.11
2024-05-04 04:00:00,4.863,4.95,4.977
2024-05-04 05:00:00,4.366,4.455,4.394
2024-05-04 06:00:00,4.29,4.467,4.269
2024-05-04 07:00:00,4.25,4.429,4.105
2024-05-04 08:00:00,4.431,4.58,4.219
2024-05-04 09:00:00,4.844,4.925,4.744
2024-05-04 10:00:00,4.998,5.032,4.904
2024-05-04 11:00:00,4.739,4.739,4.584
2024-05-04 12:00:00,4.52,4.626,4.393
2024-05-04 13:00:00,4.143,4.457,4.03
2024-05-04 14:00:00,3.962,4.344,3.76
2024-05-04 15:00:00,3.98,4.627,3.624
2024-05-04 16:00:00,5.076,5.713,5.186
2024-05-04 17:00:00,6.058,6.083,6.614
2024-05-04 18:00:00,6.527,6.554,6.639
2024-05-04 19:00:00,7.988,7.7,8.251
2024-05-04 20:00:00,9.04,8.657,9.38
2024-05-04 21:00:00,9.823,9.647,8.256
2024-05-04 22:00:00,10.136,8.139,8.597
2024-05-04 23:00:00,9.122,7.463,7.447
2024-05-05 00:00:00,9.042,7.513,7.73
2024-05-05 01:00:00,8.33,6.955,7.165
2024-05-05 02:00:00,8.125,6.786,7.305
2024-05-05 03:00:00,7.765,6.738,6.995
2024-05-05 04:00:00,6.026,5.733,6.463
2024-05-05 05:00:00,4.961,4.954,5.435
2024-05-05 06:00:00,4.466,4.678,4.854
2024-05-05 07:00:00,4.362,4.547,4.752
2024-05-05 08:00:00,4.387,4.465,4.668
2024-05-05 09:00:00,4.352,4.359,4.687
2024-05-05 10:00:00,3.753,3.786,4.202
2024-05-05 11:00:00,3.655,3.764,4.01
2024-05-05 12:00:00,3.701,3.701,3.987
2024-05-05 13:00:00,3.636,3.673,3.901
2024-05-05 14:00:00,3.395,3.585,3.797
2024-05-05 15:00:00,3.533,3.777,3.873
2024-05-05 16:00:00,4.604,4.45,4.769
2024-05-05 17:00:00,6.594,5.897,6.939
2024-05-05 18:00:00,7.367,6.501,6.551
2024-05-05 19:00:00,8.512,7.563,7.247
2024-05-05 20:00:00,9.32,8.546,7.208
2024-05-05 21:00:00,11.125,9.477,8.586
2024-05-05 22:00:00,10.365,9.202,8.776
2024-05-05 23:00:00,8.025,7.731,7.012
2024-05-06 00:00:00,9.669,9.014,7.762
2024-05-06 01:00:00,9.468,8.692,8.445
2024-05-06 02:00:00,7.931,7.641,7.341
2024-05-06 03:00:00,7.516,7.441,7.232
2024-05-06 04:00:00,7.3,7.321,7.06
2024-05-06 05:00:00,7.406,7.5,7.387
2024-05-06 06:00:00,6.96,7.122,7.118
2024-05-06 07:00:00,6.879,7.014,7.066
2024-05-06 08:00:00,6.698,6.865,6.881
2024-05-06 09:00:00,6.48,6.65,6.673
2024-05-06 10:00:00,6.254,6.45,6.54
2024-05-06 11:00:00,5.95,6.213,6.212
2024-05-06 12:00:00,5.969,6.093,6.074
2024-05-06 13:00:00,5.796,5.968,5.919
2024-05-06 14:00:00,5.376,5.564,5.506
2024-05-06 15:00:00,5.272,5.466,5.376
2024-05-06 16:00:00,5.222,5.459,5.285
2024-05-06 17:00:00,5.876,5.881,5.395
2024-05-06 18:00:00,8.189,6.984,6.142
2024-05-06 19:00:00,9.916,8.203,8.011
2024-05-06 20:00:00,9.89,8.433,7.735
2024-05-06 21:00:00,8.927,7.813,7.048
2024-05-06 22:00:00,9.984,9.238,7.74
2024-05-06 23:00:00,10.622,9.106,8.492
2024-05-07 00:00:00,10.261,8.724,8.192
2024-05-07 01:00:00,9.715,8.454,8.07
2024-05-07 02:00:00,8.806,7.921,7.903
2024-05-07 03:00:00,8.136,7.54,7.446
2024-05-07 04:00:00,7.912,7.26,7.282
2024-05-07 05:00:00,7.21,6.675,6.775
2024-05-07 06:00:00,6.694,6.391,6.431
2024-05-07 07:00:00,6.302,6.06,6.137
2024-05-07 08:00:00,6.004,5.894,5.942
2024-05-07 09:00:00,5.73,5.598,5.728
2024-05-07 10:00:00,5.486,5.355,5.488
2024-05-07 11:00:00,4.881,4.724,4.99
2024-05-07 12:00:00,4.636,4.615,4.814
2024-05-07 13:00:00,4.529,4.598,4.612
2024-05-07 14:00:00,4.542,4.672,4.583
2024-05-07 15:00:00,4.638,4.736,4.703
2024-05-07 16:00:00,4.639,4.804,4.621
2024-05-07 17:00:00,5.108,5.241,5.051
2024-05-07 18:00:00,5.336,5.684,5.306
2024-05-07 19:00:00,7.06,8.436,5.986
2024-05-07 20:00:00,9.62,10.596,7.67
2024-05-07 21:00:00,10.298,10.338,8.67
2024-05-07 22:00:00,9.198,8.937,7.523
2024-05-07 23:00:00,7.557,7.396,6.699
2024-05-08 00:00:00,7.106,7.137,6.299
2024-05-08 01:00:00,6.756,6.379,6.273
2024-05-08 02:00:00,5.552,4.836,5.13
2024-05-08 03:00:00,4.828,4.198,4.601
2024-05-08 04:00:00,4.0,3.675,3.798
2024-05-08 05:00:00,3.263,3.239,3.208
2024-05-08 06:00:00,2.802,2.791,2.792
2024-05-08 07:00:00,2.27,2.343,2.355
2024-05-08 08:00:00,2.08,2.29,2.131
2024-05-08 09:00:00,1.384,1.363,1.419
2024-05-08 10:00:00,1.447,1.611,1.537
2024-05-08 11:00:00,1.588,1.628,1.722
2024-05-08 12:00:00,1.469,1.583,1.537
2024-05-08 13:00:00,1.312,1.444,1.426
2024-05-08 14:00:00,1.201,1.355,1.298
2024-05-08 15:00:00,1.342,1.463,1.399
2024-05-08 16:00:00,1.764,1.894,1.763
2024-05-08 17:00:00,2.037,2.098,1.934
2024-05-08 18:00:00,2.27,2.204,1.918
2024-05-08 19:00:00,3.874,3.213,3.315
2024-05-08 20:00:00,4.512,4.715,4.087
2024-05-08 21:00:00,4.668,4.965,4.373
2024-05-08 22:00:00,4.078,4.712,3.052
2024-05-08 23:00:00,5.597,6.399,4.674
2024-05-09 00:00:00,5.348,5.83,4.881
2024-05-09 01:00:00,4.384,4.234,3.406
2024-05-09 02:00:00,3.674,3.974,3.139
2024-05-09 03:00:00,4.332,4.233,4.307
2024-05-09 04:00:00,2.398,1.629,2.013
2024-05-09 05:00:00,2.35,2.005,2.522
2024-05-09 06:00:00,1.762,0.896,1.291
2024-05-09 07:00:00,1.154,0.574,0.948
2024-05-09 08:00:00,1.728,1.353,1.752
2024-05-09 09:00:00,1.807,1.53,1.719
2024-05-09 10:00:00,1.824,1.488,2.017
2024-05-09 11:00:00,1.368,0.971,1.475
2024-05-09 12:00:00,0.922,0.82,1.035
2024-05-09 13:00:00,0.826,0.595,0.93
2024-05-09 14:00:00,0.629,0.452,0.942
2024-05-09 15:00:00,0.784,0.653,1.087
2024-05-09 16:00:00,1.138,0.829,1.292
2024-05-09 17:00:00,1.386,1.452,1.526
2024-05-09 18:00:00,1.76,2.164,1.874
2024-05-09 19:00:00,2.2,2.2,2.423
2024-05-09 20:00:00,1.76,1.772,1.958
2024-05-09 21:00:00,1.055,1.074,0.775
2024-05-09 22:00:00,1.194,1.165,1.056
2024-05-09 23:00:00,1.392,1.457,1.29
2024-05-10 00:00:00,1.886,1.955,1.913
2024-05-10 01:00:00,2.523,2.494,2.64
2024-05-10 02:00:00,2.28,2.272,2.295
2024-05-10 03:00:00,2.36,2.391,2.453
2024-05-10 04:00:00,2.666,2.74,2.765
2024-05-10 05:00:00,2.816,2.882,2.891
2024-05-10 06:00:00,3.38,3.631,3.224
2024-05-10 07:00:00,4.215,4.33,4.547
2024-05-10 08:00:00,4.479,4.347,4.938
2024-05-10 09:00:00,4.153,4.21,4.202
2024-05-10 10:00:00,4.286,4.477,4.422
2024-05-10 11:00:00,4.315,4.561,4.436
2024-05-10 12:00:00,4.358,4.67,4.516
2024-05-10 13:00:00,4.472,4.892,4.68
2024-05-10 14:00:00,4.598,4.901,4.88
2024-05-10 15:00:00,4.608,4.917,4.763
2024-05-10 16:00:00,4.722,4.914,5.185
2024-05-10 17:00:00,5.143,5.489,5.412
2024-05-10 18:00:00,5.606,5.645,5.6
2024-05-10 19:00:00,6.42,5.686,5.879
2024-05-10 20:00:00,6.188,5.123,6.103
2024-05-10 21:00:00,5.664,4.822,5.072
2024-05-10 22:00:00,4.954,4.622,4.352
2024-05-10 23:00:00,6.618,6.215,6.039
2024-05-11 00:00:00,6.591,6.201,6.653
2024-05-11 01:00:00,5.448,5.517,5.238
2024-05-11 02:00:00,5.148,5.192,5.004
2024-05-11 03:00:00,4.757,4.773,4.724
2024-05-11 04:00:00,4.126,4.241,4.113
2024-05-11 05:00:00,3.682,3.811,3.699
2024-05-11 06:00:00,3.395,3.522,3.284
2024-05-11 07:00:00,3.267,3.344,3.196
2024-05-11 08:00:00,3.3,3.398,3.206
2024-05-11 09:00:00,3.105,3.15,2.97
2024-05-11 10:00:00,2.95,3.049,2.813
2024-05-11 11:00:00,2.81,2.912,2.781
2024-05-11 12:00:00,2.688,2.817,2.604
2024-05-11 13:00:00,2.853,3.049,2.625
2024-05-11 14:00:00,2.974,3.141,2.837
2024-05-11 15:00:00,2.798,2.936,2.773
2024-05-11 16:00:00,2.841,2.992,2.789
2024-05-11 17:00:00,3.324,3.523,3.333
2024-05-11 18:00:00,4.783,5.455,4.54
2024-05-11 19:00:00,6.123,8.22,6.723
2024-05-11 20:00:00,6.926,8.066,7.268
2024-05-11 21:00:00,9.292,7.401,8.753
2024-05-11 22:00:00,10.588,8.404,10.322
2024-05-11 23:00:00,10.98,8.742,12.152
2024-05-12 00:00:00,11.281,8.63,13.72
2024-05-12 01:00:00,11.236,9.813,20.811
2024-05-12 02:00:00,10.743,12.51,22.227
2024-05-12 03:00:00,9.944,12.849,20.522
2024-05-12 04:00:00,8.353,10.113,12.201
2024-05-12 05:00:00,6.23,6.492,7.21
2024-05-12 06:00:00,4.776,4.654,5.249
2024-05-12 07:00:00,3.866,3.762,3.962
2024-05-12 08:00:00,3.125,2.976,3.231
2024-05-12 09:00:00,2.476,2.55,2.307
2024-05-12 10:00:00,2.054,2.254,1.847
2024-05-12 11:00:00,1.915,2.184,1.753
2024-05-12 12:00:00,1.936,2.197,1.742
2024-05-12 13:00:00,1.908,2.01,1.863
2024-05-12 14:00:00,1.728,1.762,1.821
2024-05-12 15:00:00,1.56,1.643,1.436
2024-05-12 16:00:00,1.787,1.92,1.683
2024-05-12 17:00:00,1.962,2.172,1.971
2024-05-12 18:00:00,2.482,2.616,2.601
2024-05-12 19:00:00,3.008,3.162,3.267
2024-05-12 20:00:00,3.966,4.016,4.484
2024-05-12 21:00:00,4.28,4.269,4.713
2024-05-12 22:00:00,5.605,5.403,6.637
2024-05-12 23:00:00,5.248,4.687,6.143
2024-05-13 00:00:00,5.492,4.826,6.528
2024-05-13 01:00:00,7.65,6.874,10.762
2024-05-13 02:00:00,9.142,9.368,16.489
2024-05-13 03:00:00,8.502,8.786,12.459
2024-05-13 04:00:00,6.084,5.912,7.105
2024-05-13 05:00:00,3.936,3.569,4.021
2024-05-13 06:00:00,3.036,2.833,2.967
2024-05-13 07:00:00,2.528,2.437,2.342
2024-05-13 08:00:00,2.373,2.377,2.17
2024-05-13 09:00:00,2.108,2.041,1.987
2024-05-13 10:00:00,1.812,1.769,1.648
2024-05-13 11:00:00,1.495,1.49,1.303
2024-05-13 12:00:00,1.357,1.382,1.047
2024-05-13 13:00:00,1.459,1.392,1.092
2024-05-13 14:00:00,1.216,1.133,0.972
2024-05-13 15:00:00,1.128,1.069,0.96
2024-05-13 16:00:00,1.207,1.206,1.306
2024-05-13 17:00:00,1.168,1.172,1.173
2024-05-13 18:00:00,1.618,1.688,1.772
2024-05-13 19:00:00,2.065,2.095,2.634
2024-05-13 20:00:00,2.516,2.63,2.906
2024-05-13 21:00:00,3.215,3.341,3.875
2024-05-13 22:00:00,3.234,3.49,4.138
2024-05-13 23:00:00,3.674,3.766,4.327
2024-05-14 00:00:00,3.92,4.154,4.64
2024-05-14 01:00:00,4.326,4.371,5.283
2024-05-14 02:00:00,3.992,4.0,4.708
2024-05-14 03:00:00,3.946,4.015,4.78
2024-05-14 04:00:00,3.544,3.842,4.05
2024-05-14 05:00:00,3.11,3.064,3.634
2024-05-14 06:00:00,2.632,2.714,2.962
2024-05-14 07:00:00,2.164,2.307,2.293
2024-05-14 08:00:00,1.938,2.145,1.972
2024-05-14 09:00:00,1.828,2.021,1.844
2024-05-14 10:00:00,1.625,1.76,1.7
2024-05-14 11:00:00,1.456,1.575,1.503
2024-05-14 12:00:00,0.723,0.746,0.594
2024-05-14 13:00:00,0.348,0.471,0.248
2024-05-14 14:00:00,0.474,0.661,0.468
2024-05-14 15:00:00,0.286,0.554,0.38
2024-05-14 16:00:00,0.432,0.784,0.548
2024-05-14 17:00:00,1.147,1.432,0.834
2024-05-14 18:00:00,2.737,4.847,1.635
2024-05-14 19:00:00,3.883,7.21,3.029
2024-05-14 20:00:00,5.626,6.721,4.151
2024-05-14 21:00:00,7.839,6.044,6.127
2024-05-14 22:00:00,8.752,7.728,6.821
2024-05-14 23:00:00,8.782,7.704,7.715
2024-05-15 00:00:00,7.573,7.01,6.412
2024-05-15 01:00:00,7.918,7.401,7.034
2024-05-15 02:00:00,7.57,7.03,7.131
2024-05-15 03:00:00,6.816,6.296,6.711
2024-05-15 04:00:00,5.302,4.691,5.666
2024-05-15 05:00:00,4.495,4.463,5.009
2024-05-15 06:00:00,5.0,5.154,5.314
2024-05-15 07:00:00,5.347,5.426,5.832
2024-05-15 08:00:00,4.983,5.155,5.29
2024-05-15 09:00:00,4.798,5.101,5.092
2024-05-15 10:00:00,5.172,5.426,5.355
2024-05-15 11:00:00,5.204,5.518,5.374
2024-05-15 12:00:00,5.302,5.605,5.543
2024-05-15 13:00:00,5.114,5.477,5.317
2024-05-15 14:00:00,5.235,5.496,5.449
2024-05-15 15:00:00,5.177,5.356,5.383
2024-05-15 16:00:00,5.108,5.253,5.234
2024-05-15 17:00:00,5.376,5.312,5.308
2024-05-15 18:00:00,4.754,4.586,4.709
2024-05-15 19:00:00,4.955,4.828,4.821
2024-05-15 20:00:00,5.162,4.983,5.129
2024-05-15 21:00:00,5.082,4.625,4.865
2024-05-15 22:00:00,5.295,4.73,5.039
2024-05-15 23:00:00,4.896,4.492,4.78
2024-05-16 00:00:00,4.78,4.317,4.576
2024-05-16 01:00:00,7.985,5.235,8.202
2024-05-16 02:00:00,7.757,5.263,7.848
2024-05-16 03:00:00,7.602,5.342,7.596
2024-05-16 04:00:00,6.049,4.719,6.244
2024-05-16 05:00:00,5.264,4.393,5.576
2024-05-16 06:00:00,4.55,3.99,4.951
2024-05-16 07:00:00,3.899,3.532,4.339
2024-05-16 08:00:00,3.374,3.141,3.772
2024-05-16 09:00:00,3.136,2.983,3.478
2024-05-16 10:00:00,2.99,2.846,3.358
2024-05-16 11:00:00,2.752,2.58,3.121
2024-05-16 12:00:00,2.513,2.302,2.836
2024-05-16 13:00:00,2.106,1.869,2.474
2024-05-16 14:00:00,1.74,1.502,2.023
2024-05-16 15:00:00,1.554,1.301,1.83
2024-05-16 16:00:00,1.715,1.35,2.028
2024-05-16 17:00:00,3.06,1.652,2.82
2024-05-16 18:00:00,3.772,2.156,3.917
2024-05-16 19:00:00,3.743,2.374,3.931
2024-05-16 20:00:00,4.131,2.768,4.51
2024-05-16 21:00:00,4.907,3.328,5.199
2024-05-16 22:00:00,5.974,3.985,6.231
2024-05-16 23:00:00,6.784,4.449,7.342
2024-05-17 00:00:00,9.03,4.755,9.248
2024-05-17 01:00:00,12.286,4.978,4.573
2024-05-17 02:00:00,9.56,5.102,10.81
2024-05-17 03:00:00,4.506,3.891,4.87
2024-05-17 04:00:00,2.426,2.642,2.746
2024-05-17 05:00:00,2.076,2.663,2.123
2024-05-17 06:00:00,2.02,2.712,2.048
2024-05-17 07:00:00,1.989,2.767,2.021
2024-05-17 08:00:00,1.958,2.658,1.98
2024-05-17 09:00:00,1.968,2.718,1.989
2024-05-17 10:00:00,1.99,2.691,2.012
2024-05-17 11:00:00,2.018,2.626,2.035
2024-05-17 12:00:00,2.042,2.555,2.065
2024-05-17 13:00:00,2.068,2.524,2.087
2024-05-17 14:00:00,2.082,2.53,2.107
2024-05-17 15:00:00,2.088,2.508,2.111
2024-05-17 16:00:00,2.088,2.505,2.115
2024-05-17 17:00:00,2.085,2.498,2.11
2024-05-17 18:00:00,2.077,2.512,2.104
2024-05-17 19:00:00,2.055,2.584,2.084
2024-05-17 20:00:00,2.029,2.558,2.062
2024-05-17 21:00:00,2.01,2.499,2.045
2024-05-17 22:00:00,2.0,2.424,2.03
2024-05-17 23:00:00,2.02,2.455,2.038
2024-05-18 00:00:00,2.032,2.481,2.061
2024-05-18 01:00:00,2.04,2.45,2.066
2024-05-18 02:00:00,2.052,2.405,2.074
2024-05-18 03:00:00,2.052,2.425,2.076
2024-05-18 04:00:00,2.047,2.43,2.074
2024-05-18 05:00:00,1.998,2.432,2.035
2024-05-18 06:00:00,1.93,2.416,1.955
2024-05-18 07:00:00,1.93,2.485,1.954
2024-05-18 08:00:00,1.924,2.564,1.951
2024-05-18 09:00:00,1.923,2.538,1.946
2024-05-18 10:00:00,1.92,2.49,1.945
2024-05-18 11:00:00,1.927,2.42,1.95
2024-05-18 12:00:00,1.986,2.416,1.974
2024-05-18 13:00:00,2.053,2.391,2.074
2024-05-18 14:00:00,2.073,2.405,2.095
2024-05-18 15:00:00,2.08,2.418,2.104
2024-05-18 16:00:00,2.084,2.416,2.109
2024-05-18 17:00:00,2.076,2.415,2.102
2024-05-18 18:00:00,2.056,2.443,2.087
2024-05-18 19:00:00,2.034,2.463,2.068
2024-05-18 20:00:00,1.978,2.502,2.015
2024-05-18 21:00:00,1.941,2.611,1.966
2024-05-18 22:00:00,1.936,2.668,1.958
2024-05-18 23:00:00,1.961,2.65,1.972
2024-05-19 00:00:00,2.034,2.613,2.056
2024-05-19 01:00:00,2.038,2.599,2.063
2024-05-19 02:00:00,2.039,2.582,2.063
2024-05-19 03:00:00,2.042,2.503,2.067
2024-05-19 04:00:00,2.05,2.492,2.074
2024-05-19 05:00:00,2.058,2.494,2.082
2024-05-19 06:00:00,2.06,2.557,2.086
2024-05-19 07:00:00,2.054,2.567,2.08
2024-05-19 08:00:00,2.043,2.591,2.07
2024-05-19 09:00:00,2.043,2.581,2.068
2024-05-19 10:00:00,2.037,2.639,2.063
2024-05-19 11:00:00,2.021,2.648,2.049
2024-05-19 12:00:00,2.006,2.563,2.032
2024-05-19 13:00:00,2.03,2.518,2.04
2024-05-19 14:00:00,2.083,2.513,2.105
2024-05-19 15:00:00,2.096,2.463,2.118
2024-05-19 16:00:00,2.102,2.462,2.128
2024-05-19 17:00:00,2.101,2.469,2.127
2024-05-19 18:00:00,2.076,2.48,2.107
2024-05-19 19:00:00,2.029,2.556,2.071
2024-05-19 20:00:00,2.01,2.628,2.033
2024-05-19 21:00:00,2.006,2.874,2.031
2024-05-19 22:00:00,1.994,2.962,2.018
2024-05-19 23:00:00,1.979,3.096,2.006
2024-05-20 00:00:00,1.977,3.151,2.001
2024-05-20 01:00:00,1.983,3.246,2.001
2024-05-20 02:00:00,1.962,3.171,1.992
2024-05-20 03:00:00,1.968,3.069,1.988
2024-05-20 04:00:00,1.993,3.056,2.013
2024-05-20 05:00:00,2.003,3.182,2.024
2024-05-20 06:00:00,2.003,3.245,2.025
2024-05-20 07:00:00,1.993,3.23,2.015
2024-05-20 08:00:00,1.986,3.215,2.011
2024-05-20 09:00:00,1.982,3.243,2.006
2024-05-20 10:00:00,1.978,3.223,2.003
2024-05-20 11:00:00,1.98,2.942,2.005
2024-05-20 12:00:00,1.996,2.9,2.015
2024-05-20 13:00:00,2.018,2.823,2.034
2024-05-20 14:00:00,2.053,2.757,2.073
2024-05-20 15:00:00,2.08,2.791,2.099
2024-05-20 16:00:00,2.085,2.695,2.109
2024-05-20 17:00:00,2.085,2.656,2.11
2024-05-20 18:00:00,2.075,2.664,2.104
2024-05-20 19:00:00,2.038,2.7,2.068
2024-05-20 20:00:00,2.011,2.759,2.034
2024-05-20 21:00:00,1.974,2.717,2.004
2024-05-20 22:00:00,1.974,2.746,2.0
2024-05-20 23:00:00,1.954,2.837,1.982
2024-05-21 00:00:00,1.934,2.809,1.958
2024-05-21 01:00:00,1.933,2.789,1.958
2024-05-21 02:00:00,1.937,2.738,1.961
2024-05-21 03:00:00,1.939,2.697,1.962
2024-05-21 04:00:00,1.954,2.695,1.979
2024-05-21 05:00:00,1.996,2.723,1.986
2024-05-21 06:00:00,2.066,2.737,2.085
2024-05-21 07:00:00,2.076,2.722,2.101
2024-05-21 08:00:00,2.069,2.712,2.094
2024-05-21 09:00:00,2.068,2.707,2.087
2024-05-21 10:00:00,2.065,2.701,2.089
2024-05-21 11:00:00,2.069,2.701,2.094
2024-05-21 12:00:00,2.083,2.705,2.104
2024-05-21 13:00:00,2.103,2.715,2.126
2024-05-21 14:00:00,2.141,2.744,2.163
2024-05-21 15:00:00,2.148,2.761,2.175
2024-05-21 16:00:00,2.149,2.749,2.176
