time,24bspr2a_rcmsg_0052m,24bspr2a_s16_0001m,24bspr2a_s37_0053m
2024-08-12 09:00:00,2.996,9.138,3.023
2024-08-12 10:00:00,3.002,9.124,3.027
2024-08-12 11:00:00,3.002,9.106,3.03
2024-08-12 12:00:00,3.002,9.097,3.03
2024-08-12 13:00:00,2.994,9.104,3.025
2024-08-12 14:00:00,2.987,9.118,3.017
2024-08-12 15:00:00,2.976,9.126,3.007
2024-08-12 16:00:00,2.966,9.145,2.995
2024-08-12 17:00:00,2.958,9.169,2.987
2024-08-12 18:00:00,2.953,9.178,2.982
2024-08-12 19:00:00,2.95,9.185,2.979
2024-08-12 20:00:00,2.95,9.204,2.977
2024-08-12 21:00:00,2.946,9.229,2.976
2024-08-12 22:00:00,2.951,9.273,2.978
2024-08-12 23:00:00,2.956,9.31,2.982
2024-08-13 00:00:00,2.956,9.369,2.983
2024-08-13 01:00:00,2.956,9.395,2.983
2024-08-13 02:00:00,2.959,9.425,2.984
2024-08-13 03:00:00,2.958,9.443,2.987
2024-08-13 04:00:00,2.961,9.442,2.987
2024-08-13 05:00:00,2.958,9.426,2.986
2024-08-13 06:00:00,2.957,9.421,2.984
2024-08-13 07:00:00,2.954,9.418,2.983
2024-08-13 08:00:00,2.958,9.419,2.985
2024-08-13 09:00:00,2.964,9.419,2.987
2024-08-13 10:00:00,2.963,9.419,2.991
2024-08-13 11:00:00,2.968,9.416,2.994
2024-08-13 12:00:00,2.966,9.416,2.995
2024-08-13 13:00:00,2.964,9.412,2.992
2024-08-13 14:00:00,2.962,9.406,2.99
2024-08-13 15:00:00,2.958,9.396,2.985
2024-08-13 16:00:00,2.952,9.391,2.98
2024-08-13 17:00:00,2.943,9.393,2.974
2024-08-13 18:00:00,2.935,9.398,2.965
2024-08-13 19:00:00,2.919,9.406,2.951
2024-08-13 20:00:00,2.906,9.424,2.937
2024-08-13 21:00:00,2.903,9.445,2.932
2024-08-13 22:00:00,2.906,9.472,2.933
2024-08-13 23:00:00,2.911,9.497,2.936
2024-08-14 00:00:00,2.924,9.571,2.949
2024-08-14 01:00:00,2.937,9.591,2.96
2024-08-14 02:00:00,2.944,9.611,2.969
2024-08-14 03:00:00,2.948,9.596,2.975
2024-08-14 04:00:00,2.953,9.585,2.98
2024-08-14 05:00:00,2.957,9.575,2.983
2024-08-14 06:00:00,2.957,9.566,2.985
2024-08-14 07:00:00,2.955,9.553,2.982
2024-08-14 08:00:00,2.956,9.542,2.984
2024-08-14 09:00:00,2.962,9.541,2.985
2024-08-14 10:00:00,2.966,9.529,2.99
2024-08-14 11:00:00,2.97,9.528,2.995
2024-08-14 12:00:00,2.972,9.515,2.999
2024-08-14 13:00:00,2.974,9.501,3.001
2024-08-14 14:00:00,2.971,9.492,2.998
2024-08-14 15:00:00,2.965,9.488,2.995
2024-08-14 16:00:00,2.958,9.479,2.988
2024-08-14 17:00:00,2.948,9.476,2.978
2024-08-14 18:00:00,2.938,9.476,2.967
2024-08-14 19:00:00,2.926,9.493,2.957
2024-08-14 20:00:00,2.912,9.508,2.943
2024-08-14 21:00:00,2.902,9.517,2.93
2024-08-14 22:00:00,2.897,9.525,2.924
2024-08-14 23:00:00,2.9,9.527,2.924
2024-08-15 00:00:00,2.906,9.526,2.93
2024-08-15 01:00:00,2.918,9.522,2.942
2024-08-15 02:00:00,2.931,9.512,2.957
2024-08-15 03:00:00,2.948,9.501,2.97
2024-08-15 04:00:00,2.956,9.489,2.98
2024-08-15 05:00:00,2.956,9.479,2.983
2024-08-15 06:00:00,2.96,9.444,2.988
2024-08-15 07:00:00,2.963,9.433,2.991
2024-08-15 08:00:00,2.964,9.408,2.991
2024-08-15 09:00:00,2.967,9.385,2.996
2024-08-15 10:00:00,2.971,9.379,2.997
2024-08-15 11:00:00,2.974,9.365,3.001
2024-08-15 12:00:00,2.978,9.349,3.005
2024-08-15 13:00:00,2.981,9.339,3.008
2024-08-15 14:00:00,2.979,9.334,3.007
2024-08-15 15:00:00,2.979,9.326,3.005
2024-08-15 16:00:00,2.971,9.32,3.001
2024-08-15 17:00:00,2.964,9.314,2.992
2024-08-15 18:00:00,2.948,9.319,2.98
2024-08-15 19:00:00,2.932,9.326,2.963
2024-08-15 20:00:00,2.918,9.345,2.946
2024-08-15 21:00:00,2.903,9.359,2.935
2024-08-15 22:00:00,2.902,9.364,2.928
2024-08-15 23:00:00,2.903,9.364,2.929
2024-08-16 00:00:00,2.912,9.357,2.936
2024-08-16 01:00:00,2.923,9.34,2.946
2024-08-16 02:00:00,2.93,9.296,2.956
2024-08-16 03:00:00,2.939,9.257,2.964
2024-08-16 04:00:00,2.948,9.225,2.974
2024-08-16 05:00:00,2.955,9.177,2.983
2024-08-16 06:00:00,2.958,9.151,2.983
2024-08-16 07:00:00,2.952,9.126,2.982
2024-08-16 08:00:00,2.949,9.101,2.98
2024-08-16 09:00:00,2.948,9.093,2.974
2024-08-16 10:00:00,2.946,9.074,2.974
2024-08-16 11:00:00,2.947,9.053,2.975
2024-08-16 12:00:00,2.948,9.048,2.974
2024-08-16 13:00:00,2.952,9.058,2.976
2024-08-16 14:00:00,2.952,9.064,2.977
2024-08-16 15:00:00,2.951,9.073,2.977
2024-08-16 16:00:00,2.946,9.071,2.974
2024-08-16 17:00:00,2.938,9.068,2.968
2024-08-16 18:00:00,2.925,9.069,2.96
2024-08-16 19:00:00,2.904,9.076,2.939
2024-08-16 20:00:00,2.879,9.108,2.914
2024-08-16 21:00:00,2.867,9.122,2.896
2024-08-16 22:00:00,2.859,9.144,2.891
2024-08-16 23:00:00,2.856,9.173,2.884
2024-08-17 00:00:00,2.857,9.21,2.884
2024-08-17 01:00:00,2.864,9.22,2.89
2024-08-17 02:00:00,2.87,9.197,2.897
2024-08-17 03:00:00,2.884,9.194,2.907
2024-08-17 04:00:00,2.902,9.198,2.924
2024-08-17 05:00:00,2.916,9.184,2.943
2024-08-17 06:00:00,2.923,9.169,2.95
2024-08-17 07:00:00,2.929,9.168,2.956
2024-08-17 08:00:00,2.932,9.156,2.959
2024-08-17 09:00:00,2.932,9.145,2.959
2024-08-17 10:00:00,2.932,9.111,2.958
2024-08-17 11:00:00,2.937,9.088,2.965
2024-08-17 12:00:00,2.938,9.064,2.966
2024-08-17 13:00:00,2.942,9.048,2.968
2024-08-17 14:00:00,2.936,9.035,2.966
2024-08-17 15:00:00,2.936,9.032,2.963
2024-08-17 16:00:00,2.934,9.027,2.962
2024-08-17 17:00:00,2.932,9.025,2.962
2024-08-17 18:00:00,2.93,9.035,2.958
2024-08-17 19:00:00,2.912,9.055,2.942
2024-08-17 20:00:00,2.894,9.075,2.925
2024-08-17 21:00:00,2.878,9.071,2.91
2024-08-17 22:00:00,2.868,9.071,2.898
2024-08-17 23:00:00,2.862,9.089,2.89
2024-08-18 00:00:00,2.86,9.097,2.886
2024-08-18 01:00:00,2.861,9.112,2.886
2024-08-18 02:00:00,2.862,9.113,2.889
2024-08-18 03:00:00,2.871,9.113,2.894
2024-08-18 04:00:00,2.875,9.105,2.901
2024-08-18 05:00:00,2.882,9.076,2.908
2024-08-18 06:00:00,2.888,9.066,2.915
2024-08-18 07:00:00,2.894,9.056,2.922
2024-08-18 08:00:00,2.902,9.05,2.928
2024-08-18 09:00:00,2.908,9.043,2.936
2024-08-18 10:00:00,2.914,9.038,2.94
2024-08-18 11:00:00,2.918,9.031,2.941
2024-08-18 12:00:00,2.92,9.018,2.948
2024-08-18 13:00:00,2.922,8.991,2.951
2024-08-18 14:00:00,2.922,8.962,2.95
2024-08-18 15:00:00,2.924,8.939,2.95
2024-08-18 16:00:00,2.917,8.907,2.945
2024-08-18 17:00:00,2.903,8.85,2.935
2024-08-18 18:00:00,2.891,8.823,2.92
2024-08-18 19:00:00,2.879,8.798,2.908
2024-08-18 20:00:00,2.867,8.766,2.896
2024-08-18 21:00:00,2.865,8.764,2.891
2024-08-18 22:00:00,2.878,8.76,2.903
2024-08-18 23:00:00,2.882,8.744,2.91
2024-08-19 00:00:00,2.887,8.735,2.914
2024-08-19 01:00:00,2.888,8.731,2.916
2024-08-19 02:00:00,2.883,8.737,2.914
2024-08-19 03:00:00,2.878,8.741,2.908
2024-08-19 04:00:00,2.875,8.75,2.903
2024-08-19 05:00:00,2.874,8.746,2.901
2024-08-19 06:00:00,2.87,8.741,2.9
2024-08-19 07:00:00,2.87,8.741,2.899
2024-08-19 08:00:00,2.876,8.727,2.9
2024-08-19 09:00:00,2.876,8.714,2.902
2024-08-19 10:00:00,2.878,8.703,2.904
2024-08-19 11:00:00,2.874,8.704,2.905
2024-08-19 12:00:00,2.872,8.704,2.9
2024-08-19 13:00:00,2.867,8.707,2.895
2024-08-19 14:00:00,2.864,8.707,2.893
2024-08-19 15:00:00,2.867,8.707,2.894
2024-08-19 16:00:00,2.868,8.707,2.896
2024-08-19 17:00:00,2.87,8.706,2.897
2024-08-19 18:00:00,2.867,8.706,2.894
2024-08-19 19:00:00,2.873,8.705,2.9
2024-08-19 20:00:00,2.89,8.703,2.916
2024-08-19 21:00:00,2.899,8.713,2.924
2024-08-19 22:00:00,2.92,8.72,2.939
2024-08-19 23:00:00,2.952,8.723,2.972
2024-08-20 00:00:00,2.972,8.753,2.991
2024-08-20 01:00:00,2.992,8.783,3.009
2024-08-20 02:00:00,2.993,8.811,3.028
2024-08-20 03:00:00,2.99,8.838,3.02
2024-08-20 04:00:00,2.962,8.841,2.997
2024-08-20 05:00:00,2.932,8.854,2.966
2024-08-20 06:00:00,2.921,8.854,2.95
2024-08-20 07:00:00,2.916,8.86,2.944
2024-08-20 08:00:00,2.912,8.843,2.94
2024-08-20 09:00:00,2.912,8.833,2.938
2024-08-20 10:00:00,2.917,8.808,2.941
2024-08-20 11:00:00,2.919,8.785,2.944
2024-08-20 12:00:00,2.924,8.763,2.954
2024-08-20 13:00:00,2.931,8.745,2.957
2024-08-20 14:00:00,2.925,8.737,2.955
2024-08-20 15:00:00,2.918,8.731,2.946
2024-08-20 16:00:00,2.913,8.732,2.941
2024-08-20 17:00:00,2.91,8.734,2.938
2024-08-20 18:00:00,2.912,8.741,2.937
2024-08-20 19:00:00,2.914,8.762,2.94
2024-08-20 20:00:00,2.92,8.762,2.944
2024-08-20 21:00:00,2.929,8.786,2.953
2024-08-20 22:00:00,2.949,8.809,2.971
2024-08-20 23:00:00,2.971,8.824,2.993
2024-08-21 00:00:00,2.99,8.888,3.011
2024-08-21 01:00:00,3.015,8.911,3.036
2024-08-21 02:00:00,3.034,8.916,3.059
2024-08-21 03:00:00,3.038,8.926,3.066
2024-08-21 04:00:00,3.027,8.929,3.06
2024-08-21 05:00:00,3.004,8.926,3.038
2024-08-21 06:00:00,2.968,8.919,3.003
2024-08-21 07:00:00,2.952,8.915,2.981
2024-08-21 08:00:00,2.942,8.908,2.969
2024-08-21 09:00:00,2.94,8.906,2.967
2024-08-21 10:00:00,2.944,8.902,2.968
2024-08-21 11:00:00,2.947,8.895,2.973
2024-08-21 12:00:00,2.957,8.884,2.982
2024-08-21 13:00:00,2.971,8.875,2.996
2024-08-21 14:00:00,2.976,8.866,3.004
2024-08-21 15:00:00,2.976,8.861,3.003
2024-08-21 16:00:00,2.96,8.859,2.99
2024-08-21 17:00:00,2.951,8.862,2.978
2024-08-21 18:00:00,2.949,8.87,2.975
2024-08-21 19:00:00,2.942,8.874,2.972
2024-08-21 20:00:00,2.944,8.879,2.972
2024-08-21 21:00:00,2.955,8.883,2.976
2024-08-21 22:00:00,2.976,8.882,2.997
2024-08-21 23:00:00,2.994,8.888,3.02
2024-08-22 00:00:00,3.008,8.874,3.033
2024-08-22 01:00:00,3.029,8.86,3.045
2024-08-22 02:00:00,3.054,8.865,3.07
2024-08-22 03:00:00,3.068,8.864,3.094
2024-08-22 04:00:00,3.066,8.861,3.091
2024-08-22 05:00:00,3.058,8.865,3.088
2024-08-22 06:00:00,3.039,8.876,3.072
2024-08-22 07:00:00,3.012,8.89,3.046
2024-08-22 08:00:00,2.995,8.893,3.026
2024-08-22 09:00:00,2.99,8.893,3.018
2024-08-22 10:00:00,2.996,8.885,3.021
2024-08-22 11:00:00,3.001,8.876,3.028
2024-08-22 12:00:00,3.006,8.859,3.033
2024-08-22 13:00:00,3.014,8.845,3.042
2024-08-22 14:00:00,3.033,8.83,3.056
2024-08-22 15:00:00,3.044,8.824,3.07
2024-08-22 16:00:00,3.056,8.822,3.085
2024-08-22 17:00:00,3.062,8.824,3.089
2024-08-22 18:00:00,3.056,8.832,3.084
2024-08-22 19:00:00,3.04,8.847,3.07
2024-08-22 20:00:00,3.029,8.854,3.058
2024-08-22 21:00:00,3.031,8.861,3.058
2024-08-22 22:00:00,3.029,8.86,3.059
2024-08-22 23:00:00,3.03,8.859,3.057
2024-08-23 00:00:00,3.042,8.858,3.065
2024-08-23 01:00:00,3.073,8.851,3.09
2024-08-23 02:00:00,3.107,8.839,3.125
2024-08-23 03:00:00,3.114,8.849,3.141
2024-08-23 04:00:00,3.112,8.861,3.143
2024-08-23 05:00:00,3.105,8.858,3.136
2024-08-23 06:00:00,3.092,8.862,3.124
2024-08-23 07:00:00,3.074,8.877,3.104
2024-08-23 08:00:00,3.056,8.887,3.088
2024-08-23 09:00:00,3.041,8.896,3.072
2024-08-23 10:00:00,3.035,8.894,3.066
2024-08-23 11:00:00,3.028,8.89,3.055
2024-08-23 12:00:00,3.029,8.875,3.054
2024-08-23 13:00:00,3.048,8.859,3.067
2024-08-23 14:00:00,3.086,8.846,3.105
2024-08-23 15:00:00,3.116,8.84,3.137
2024-08-23 16:00:00,3.13,8.84,3.153
2024-08-23 17:00:00,3.128,8.841,3.153
2024-08-23 18:00:00,3.12,8.841,3.149
2024-08-23 19:00:00,3.11,8.851,3.136
2024-08-23 20:00:00,3.089,8.882,3.123
2024-08-23 21:00:00,3.069,8.917,3.101
2024-08-23 22:00:00,3.058,8.943,3.089
2024-08-23 23:00:00,3.042,8.971,3.072
2024-08-24 00:00:00,3.041,9.003,3.068
2024-08-24 01:00:00,3.06,8.984,3.085
2024-08-24 02:00:00,3.087,8.984,3.111
2024-08-24 03:00:00,3.106,8.974,3.132
2024-08-24 04:00:00,3.114,8.961,3.138
2024-08-24 05:00:00,3.117,8.936,3.143
2024-08-24 06:00:00,3.112,8.929,3.139
2024-08-24 07:00:00,3.098,8.922,3.128
2024-08-24 08:00:00,3.083,8.919,3.115
2024-08-24 09:00:00,3.054,8.92,3.091
2024-08-24 10:00:00,3.046,8.912,3.071
2024-08-24 11:00:00,3.05,8.907,3.08
2024-08-24 12:00:00,3.044,8.894,3.074
2024-08-24 13:00:00,3.039,8.878,3.063
2024-08-24 14:00:00,3.06,8.865,3.077
2024-08-24 15:00:00,3.107,8.847,3.123
2024-08-24 16:00:00,3.147,8.838,3.168
2024-08-24 17:00:00,3.176,8.838,3.197
2024-08-24 18:00:00,3.198,8.839,3.229
2024-08-24 19:00:00,3.213,8.841,3.237
2024-08-24 20:00:00,3.194,8.842,3.225
2024-08-24 21:00:00,3.144,8.852,3.178
2024-08-24 22:00:00,3.109,8.862,3.144
2024-08-24 23:00:00,3.083,8.878,3.118
2024-08-25 00:00:00,3.068,8.889,3.096
2024-08-25 01:00:00,3.051,8.891,3.082
2024-08-25 02:00:00,3.051,8.885,3.076
2024-08-25 03:00:00,3.06,8.872,3.085
2024-08-25 04:00:00,3.069,8.864,3.095
2024-08-25 05:00:00,3.08,8.856,3.11
2024-08-25 06:00:00,3.089,8.854,3.11
2024-08-25 07:00:00,3.096,8.858,3.12
2024-08-25 08:00:00,3.101,8.867,3.13
2024-08-25 09:00:00,3.09,8.874,3.124
2024-08-25 10:00:00,3.072,8.875,3.104
2024-08-25 11:00:00,3.069,8.871,3.092
2024-08-25 12:00:00,3.077,8.869,3.107
2024-08-25 13:00:00,3.058,8.853,3.091
2024-08-25 14:00:00,3.053,8.833,3.078
2024-08-25 15:00:00,3.092,8.815,3.108
2024-08-25 16:00:00,3.138,8.813,3.157
2024-08-25 17:00:00,3.193,8.824,3.206
2024-08-25 18:00:00,3.222,8.85,3.252
2024-08-25 19:00:00,3.254,8.871,3.276
2024-08-25 20:00:00,3.267,8.892,3.288
2024-08-25 21:00:00,3.272,8.896,3.307
2024-08-25 22:00:00,3.252,8.888,3.292
2024-08-25 23:00:00,3.163,8.88,3.203
2024-08-26 00:00:00,3.1,8.882,3.137
2024-08-26 01:00:00,3.078,8.882,3.106
2024-08-26 02:00:00,3.072,8.876,3.1
2024-08-26 03:00:00,3.075,8.871,3.103
2024-08-26 04:00:00,3.085,8.861,3.11
2024-08-26 05:00:00,3.098,8.853,3.125
2024-08-26 06:00:00,3.099,8.854,3.128
2024-08-26 07:00:00,3.1,8.858,3.13
2024-08-26 08:00:00,3.088,8.867,3.116
2024-08-26 09:00:00,3.086,8.878,3.109
2024-08-26 10:00:00,3.088,8.886,3.112
2024-08-26 11:00:00,3.088,8.887,3.117
2024-08-26 12:00:00,3.072,8.889,3.105
2024-08-26 13:00:00,3.055,8.887,3.091
2024-08-26 14:00:00,3.052,8.879,3.076
2024-08-26 15:00:00,3.081,8.867,3.1
2024-08-26 16:00:00,3.136,8.858,3.15
2024-08-26 17:00:00,3.184,8.851,3.198
2024-08-26 18:00:00,3.224,8.843,3.24
2024-08-26 19:00:00,3.252,8.84,3.276
2024-08-26 20:00:00,3.272,8.848,3.295
2024-08-26 21:00:00,3.294,8.853,3.315
2024-08-26 22:00:00,3.302,8.877,3.331
2024-08-26 23:00:00,3.27,8.886,3.315
2024-08-27 00:00:00,3.182,8.889,3.232
2024-08-27 01:00:00,3.112,8.9,3.152
2024-08-27 02:00:00,3.079,8.9,3.113
2024-08-27 03:00:00,3.077,8.896,3.103
2024-08-27 04:00:00,3.082,8.879,3.106
2024-08-27 05:00:00,3.096,8.868,3.12
2024-08-27 06:00:00,3.122,8.853,3.139
2024-08-27 07:00:00,3.149,8.849,3.166
2024-08-27 08:00:00,3.168,8.831,3.191
2024-08-27 09:00:00,3.161,8.815,3.193
2024-08-27 10:00:00,3.125,8.805,3.164
2024-08-27 11:00:00,3.118,8.804,3.146
2024-08-27 12:00:00,3.122,8.799,3.149
2024-08-27 13:00:00,3.115,8.771,3.147
2024-08-27 14:00:00,3.103,8.757,3.131
2024-08-27 15:00:00,3.101,8.749,3.123
2024-08-27 16:00:00,3.209,8.75,3.204
2024-08-27 17:00:00,3.3,8.78,3.326
2024-08-27 18:00:00,3.304,8.805,3.332
2024-08-27 19:00:00,3.293,8.811,3.322
2024-08-27 20:00:00,3.298,8.809,3.318
2024-08-27 21:00:00,3.346,8.809,3.355
2024-08-27 22:00:00,3.383,8.816,3.408
2024-08-27 23:00:00,3.372,8.823,3.405
2024-08-28 00:00:00,3.34,8.832,3.375
2024-08-28 01:00:00,3.306,8.829,3.349
2024-08-28 02:00:00,3.244,8.822,3.285
2024-08-28 03:00:00,3.202,8.775,3.234
2024-08-28 04:00:00,3.206,8.724,3.233
2024-08-28 05:00:00,3.222,8.708,3.247
2024-08-28 06:00:00,3.243,8.712,3.264
2024-08-28 07:00:00,3.252,8.72,3.278
2024-08-28 08:00:00,3.224,8.719,3.257
2024-08-28 09:00:00,3.168,8.716,3.198
2024-08-28 10:00:00,3.128,8.698,3.161
2024-08-28 11:00:00,3.115,8.688,3.146
2024-08-28 12:00:00,3.106,8.701,3.135
2024-08-28 13:00:00,3.101,8.703,3.131
2024-08-28 14:00:00,3.098,8.698,3.128
2024-08-28 15:00:00,3.102,8.688,3.128
2024-08-28 16:00:00,3.122,8.679,3.142
2024-08-28 17:00:00,3.178,8.7,3.194
2024-08-28 18:00:00,3.304,8.718,3.269
2024-08-28 19:00:00,3.402,8.727,3.428
2024-08-28 20:00:00,3.383,8.738,3.417
2024-08-28 21:00:00,3.34,8.761,3.375
2024-08-28 22:00:00,3.332,8.802,3.357
2024-08-28 23:00:00,3.32,8.846,3.352
2024-08-29 00:00:00,3.301,8.903,3.326
2024-08-29 01:00:00,3.322,8.995,3.349
2024-08-29 02:00:00,3.272,8.993,3.313
2024-08-29 03:00:00,3.222,8.971,3.258
2024-08-29 04:00:00,3.188,8.965,3.218
2024-08-29 05:00:00,3.176,8.916,3.205
2024-08-29 06:00:00,3.182,8.885,3.203
2024-08-29 07:00:00,3.186,8.854,3.21
2024-08-29 08:00:00,3.19,8.85,3.216
2024-08-29 09:00:00,3.182,8.865,3.207
2024-08-29 10:00:00,3.174,8.877,3.204
2024-08-29 11:00:00,3.168,8.877,3.197
2024-08-29 12:00:00,3.165,8.877,3.196
2024-08-29 13:00:00,3.165,8.866,3.19
2024-08-29 14:00:00,3.159,8.854,3.19
2024-08-29 15:00:00,3.152,8.826,3.182
2024-08-29 16:00:00,3.153,8.798,3.182
2024-08-29 17:00:00,3.176,8.786,3.197
2024-08-29 18:00:00,3.29,8.773,3.262
2024-08-29 19:00:00,3.355,8.762,3.4
2024-08-29 20:00:00,3.31,8.76,3.332
2024-08-29 21:00:00,3.348,8.761,3.357
2024-08-29 22:00:00,3.376,8.779,3.4
2024-08-29 23:00:00,3.396,8.804,3.407
2024-08-30 00:00:00,3.379,8.801,3.408
2024-08-30 01:00:00,3.323,8.797,3.363
2024-08-30 02:00:00,3.316,8.784,3.331
2024-08-30 03:00:00,3.337,8.77,3.37
2024-08-30 04:00:00,3.315,8.76,3.351
2024-08-30 05:00:00,3.282,8.757,3.323
2024-08-30 06:00:00,3.266,8.749,3.291
2024-08-30 07:00:00,3.269,8.745,3.293
2024-08-30 08:00:00,3.3,8.739,3.313
2024-08-30 09:00:00,3.324,8.731,3.345
2024-08-30 10:00:00,3.332,8.727,3.356
2024-08-30 11:00:00,3.311,8.73,3.337
2024-08-30 12:00:00,3.246,8.736,3.277
2024-08-30 13:00:00,3.198,8.739,3.23
2024-08-30 14:00:00,3.174,8.742,3.206
2024-08-30 15:00:00,3.17,8.745,3.2
2024-08-30 16:00:00,3.179,8.745,3.202
2024-08-30 17:00:00,3.258,8.746,3.246
2024-08-30 18:00:00,3.382,8.752,3.402
2024-08-30 19:00:00,3.377,8.766,3.401
2024-08-30 20:00:00,3.367,8.792,3.391
2024-08-30 21:00:00,3.39,8.808,3.406
2024-08-30 22:00:00,3.432,8.869,3.455
2024-08-30 23:00:00,3.465,8.95,3.491
2024-08-31 00:00:00,3.481,9.012,3.501
2024-08-31 01:00:00,3.486,9.04,3.512
2024-08-31 02:00:00,3.426,9.087,3.483
2024-08-31 03:00:00,3.33,9.125,3.368
2024-08-31 04:00:00,3.327,9.086,3.349
2024-08-31 05:00:00,3.335,9.046,3.363
2024-08-31 06:00:00,3.351,9.019,3.365
2024-08-31 07:00:00,3.372,8.987,3.39
2024-08-31 08:00:00,3.38,8.967,3.404
2024-08-31 09:00:00,3.382,8.946,3.406
2024-08-31 10:00:00,3.365,8.929,3.394
2024-08-31 11:00:00,3.341,8.918,3.372
2024-08-31 12:00:00,3.274,8.909,3.311
2024-08-31 13:00:00,3.236,8.904,3.265
2024-08-31 14:00:00,3.22,8.886,3.251
2024-08-31 15:00:00,3.214,8.874,3.243
2024-08-31 16:00:00,3.208,8.857,3.236
2024-08-31 17:00:00,3.206,8.862,3.235
2024-08-31 18:00:00,3.216,8.866,3.241
2024-08-31 19:00:00,3.242,8.87,3.262
2024-08-31 20:00:00,3.296,8.866,3.306
2024-08-31 21:00:00,3.311,8.871,3.345
2024-08-31 22:00:00,3.333,8.878,3.346
2024-08-31 23:00:00,3.359,8.894,3.376
2024-09-01 00:00:00,3.367,8.907,3.394
2024-09-01 01:00:00,3.348,8.911,3.379
2024-09-01 02:00:00,3.33,8.914,3.366
2024-09-01 03:00:00,3.308,8.914,3.342
2024-09-01 04:00:00,3.29,8.914,3.322
2024-09-01 05:00:00,3.27,8.907,3.306
2024-09-01 06:00:00,3.25,8.909,3.284
2024-09-01 07:00:00,3.24,8.908,3.268
2024-09-01 08:00:00,3.256,8.901,3.275
2024-09-01 09:00:00,3.291,8.895,3.303
2024-09-01 10:00:00,3.296,8.891,3.32
2024-09-01 11:00:00,3.263,8.884,3.289
2024-09-01 12:00:00,3.246,8.883,3.272
2024-09-01 13:00:00,3.232,8.882,3.266
2024-09-01 14:00:00,3.226,8.882,3.255
2024-09-01 15:00:00,3.22,8.878,3.247
2024-09-01 16:00:00,3.212,8.88,3.243
2024-09-01 17:00:00,3.21,8.882,3.238
2024-09-01 18:00:00,3.206,8.886,3.235
2024-09-01 19:00:00,3.221,8.893,3.242
2024-09-01 20:00:00,3.247,8.902,3.268
2024-09-01 21:00:00,3.276,8.919,3.3
2024-09-01 22:00:00,3.308,8.948,3.321
2024-09-01 23:00:00,3.32,8.966,3.345
2024-09-02 00:00:00,3.343,8.986,3.361
2024-09-02 01:00:00,3.344,9.004,3.371
2024-09-02 02:00:00,3.334,9.012,3.368
2024-09-02 03:00:00,3.321,8.994,3.351
2024-09-02 04:00:00,3.3,8.997,3.331
2024-09-02 05:00:00,3.283,8.994,3.316
2024-09-02 06:00:00,3.258,8.979,3.29
2024-09-02 07:00:00,3.246,8.971,3.273
2024-09-02 08:00:00,3.244,8.966,3.266
2024-09-02 09:00:00,3.281,8.96,3.297
2024-09-02 10:00:00,3.295,8.957,3.309
2024-09-02 11:00:00,3.294,8.953,3.322
2024-09-02 12:00:00,3.267,8.95,3.294
2024-09-02 13:00:00,3.248,8.947,3.276
2024-09-02 14:00:00,3.242,8.944,3.27
2024-09-02 15:00:00,3.228,8.94,3.26
2024-09-02 16:00:00,3.218,8.936,3.248
2024-09-02 17:00:00,3.21,8.933,3.24
2024-09-02 18:00:00,3.202,8.931,3.232
2024-09-02 19:00:00,3.204,8.937,3.231
2024-09-02 20:00:00,3.234,8.942,3.243
2024-09-02 21:00:00,3.274,8.965,3.301
2024-09-02 22:00:00,3.329,8.974,3.335
2024-09-02 23:00:00,3.338,9.005,3.364
2024-09-03 00:00:00,3.324,9.014,3.346
2024-09-03 01:00:00,3.32,9.014,3.349
2024-09-03 02:00:00,3.32,9.009,3.353
2024-09-03 03:00:00,3.306,9.009,3.334
2024-09-03 04:00:00,3.29,9.011,3.323
2024-09-03 05:00:00,3.276,9.01,3.31
2024-09-03 06:00:00,3.274,9.006,3.297
2024-09-03 07:00:00,3.332,9.006,3.35
2024-09-03 08:00:00,3.346,9.003,3.372
2024-09-03 09:00:00,3.354,9.005,3.381
2024-09-03 10:00:00,3.359,8.995,3.388
2024-09-03 11:00:00,3.358,8.992,3.386
2024-09-03 12:00:00,3.356,8.981,3.385
2024-09-03 13:00:00,3.354,8.98,3.381
2024-09-03 14:00:00,3.35,8.988,3.38
2024-09-03 15:00:00,3.358,8.985,3.385
2024-09-03 16:00:00,3.36,8.984,3.388
2024-09-03 17:00:00,3.356,8.983,3.387
2024-09-03 18:00:00,3.353,8.985,3.38
2024-09-03 19:00:00,3.344,8.99,3.366
2024-09-03 20:00:00,3.355,9.001,3.382
2024-09-03 21:00:00,3.358,9.014,3.387
2024-09-03 22:00:00,3.351,9.025,3.382
2024-09-03 23:00:00,3.339,9.046,3.367
2024-09-04 00:00:00,3.367,9.073,3.381
2024-09-04 01:00:00,3.423,9.093,3.448
2024-09-04 02:00:00,3.442,9.078,3.471
2024-09-04 03:00:00,3.428,9.068,3.456
2024-09-04 04:00:00,3.404,9.061,3.431
2024-09-04 05:00:00,3.37,9.053,3.403
2024-09-04 06:00:00,3.353,9.042,3.382
2024-09-04 07:00:00,3.348,9.04,3.375
2024-09-04 08:00:00,3.354,9.036,3.381
2024-09-04 09:00:00,3.35,9.025,3.378
2024-09-04 10:00:00,3.344,9.012,3.372
2024-09-04 11:00:00,3.348,9.001,3.374
2024-09-04 12:00:00,3.355,8.994,3.382
2024-09-04 13:00:00,3.355,8.993,3.382
2024-09-04 14:00:00,3.348,8.993,3.376
