time,15ckpitae_ecf_0001m.unqcd,15ckpitae_ecf_0024m.unqcd
2015-07-11 00:00:00,0.158,1.484
2015-07-11 01:00:00,0.166,1.221
2015-07-11 02:00:00,0.175,0.668
2015-07-11 03:00:00,0.182,1.036
2015-07-11 04:00:00,0.193,1.178
2015-07-11 05:00:00,0.22,1.089
2015-07-11 06:00:00,0.231,1.09
2015-07-11 07:00:00,0.235,1.238
2015-07-11 08:00:00,0.248,1.22
2015-07-11 09:00:00,0.237,1.23
2015-07-11 10:00:00,0.238,1.195
2015-07-11 11:00:00,0.269,1.189
2015-07-11 12:00:00,0.244,1.009
2015-07-11 13:00:00,0.235,1.156
2015-07-11 14:00:00,0.238,1.51
2015-07-11 15:00:00,0.211,1.562
2015-07-11 16:00:00,0.202,2.31
2015-07-11 17:00:00,0.197,1.18
2015-07-11 18:00:00,0.169,8.894
2015-07-11 19:00:00,0.147,2.989
2015-07-11 20:00:00,0.153,0.769
2015-07-11 21:00:00,0.189,1.067
2015-07-11 22:00:00,0.155,0.665
2015-07-11 23:00:00,0.178,3.045
2015-07-12 00:00:00,0.169,1.42
2015-07-12 01:00:00,0.169,1.062
2015-07-12 02:00:00,0.16,0.835
2015-07-12 03:00:00,0.215,2.168
2015-07-12 04:00:00,0.2,2.006
2015-07-12 05:00:00,0.173,1.618
2015-07-12 06:00:00,0.207,1.489
2015-07-12 07:00:00,0.24,1.218
2015-07-12 08:00:00,0.242,1.197
2015-07-12 09:00:00,0.242,1.199
2015-07-12 10:00:00,0.26,1.283
2015-07-12 11:00:00,0.244,1.127
2015-07-12 12:00:00,0.26,1.05
2015-07-12 13:00:00,0.251,1.245
2015-07-12 14:00:00,0.226,0.691
2015-07-12 15:00:00,0.227,0.614
2015-07-12 16:00:00,0.2,0.732
2015-07-12 17:00:00,0.218,0.787
2015-07-12 18:00:00,0.189,0.791
2015-07-12 19:00:00,0.177,1.248
2015-07-12 20:00:00,0.184,0.812
2015-07-12 21:00:00,0.175,0.594
2015-07-12 22:00:00,0.184,0.613
2015-07-12 23:00:00,0.198,0.616
2015-07-13 00:00:00,0.186,0.684
2015-07-13 01:00:00,0.191,0.852
2015-07-13 02:00:00,0.178,0.796
2015-07-13 03:00:00,0.204,0.479
2015-07-13 04:00:00,0.2,0.511
2015-07-13 05:00:00,0.229,0.625
2015-07-13 06:00:00,0.257,0.657
2015-07-13 07:00:00,0.251,0.831
2015-07-13 08:00:00,0.262,0.537
2015-07-13 09:00:00,0.257,0.8
2015-07-13 10:00:00,0.233,1.631
2015-07-13 11:00:00,0.257,0.71
2015-07-13 12:00:00,0.262,1.427
2015-07-13 13:00:00,0.253,0.905
2015-07-13 14:00:00,0.258,0.682
2015-07-13 15:00:00,0.257,0.472
2015-07-13 16:00:00,0.251,0.57
2015-07-13 17:00:00,0.238,0.594
2015-07-13 18:00:00,0.218,0.657
2015-07-13 19:00:00,0.206,0.477
2015-07-13 20:00:00,0.186,0.497
2015-07-13 21:00:00,0.187,0.392
2015-07-13 22:00:00,0.187,0.4
2015-07-13 23:00:00,0.177,0.497
2015-07-14 00:00:00,0.198,0.631
2015-07-14 01:00:00,0.184,0.445
2015-07-14 02:00:00,0.215,0.517
2015-07-14 03:00:00,0.224,0.726
2015-07-14 04:00:00,0.226,0.956
2015-07-14 05:00:00,0.231,0.793
2015-07-14 06:00:00,0.268,1.187
2015-07-14 07:00:00,0.269,1.081
2015-07-14 08:00:00,0.277,1.15
2015-07-14 09:00:00,0.288,1.34
2015-07-14 10:00:00,0.28,1.273
2015-07-14 11:00:00,0.282,0.983
2015-07-14 12:00:00,0.266,0.882
2015-07-14 13:00:00,0.277,0.962
2015-07-14 14:00:00,0.269,1.031
2015-07-14 15:00:00,0.262,1.433
2015-07-14 16:00:00,0.22,1.059
2015-07-14 17:00:00,0.218,0.635
2015-07-14 18:00:00,0.215,1.069
2015-07-14 19:00:00,0.197,0.945
2015-07-14 20:00:00,0.187,2.028
2015-07-14 21:00:00,0.2,2.463
2015-07-14 22:00:00,0.169,2.676
2015-07-14 23:00:00,0.162,4.516
2015-07-15 00:00:00,0.191,3.843
2015-07-15 01:00:00,0.195,3.237
2015-07-15 02:00:00,0.198,1.051
2015-07-15 03:00:00,0.217,1.94
2015-07-15 04:00:00,0.195,2.653
2015-07-15 05:00:00,0.217,4.051
2015-07-15 06:00:00,0.237,3.263
2015-07-15 07:00:00,0.269,2.903
2015-07-15 08:00:00,0.273,3.508
2015-07-15 09:00:00,0.238,1.43
2015-07-15 10:00:00,0.24,1.313
2015-07-15 11:00:00,0.255,2.343
2015-07-15 12:00:00,0.258,2.286
2015-07-15 13:00:00,0.251,1.828
2015-07-15 14:00:00,0.26,2.158
2015-07-15 15:00:00,0.251,2.172
2015-07-15 16:00:00,0.264,2.144
2015-07-15 17:00:00,0.24,4.213
2015-07-15 18:00:00,0.218,3.523
2015-07-15 19:00:00,0.215,3.062
2015-07-15 20:00:00,0.202,2.629
2015-07-15 21:00:00,0.22,1.218
2015-07-15 22:00:00,0.206,1.233
2015-07-15 23:00:00,0.211,1.294
2015-07-16 00:00:00,0.191,1.515
2015-07-16 01:00:00,0.22,1.995
2015-07-16 02:00:00,0.217,2.454
2015-07-16 03:00:00,0.209,4.835
2015-07-16 04:00:00,0.217,1.898
2015-07-16 05:00:00,0.238,1.284
2015-07-16 06:00:00,0.248,1.583
2015-07-16 07:00:00,0.255,1.914
2015-07-16 08:00:00,0.266,1.031
2015-07-16 09:00:00,0.238,0.866
2015-07-16 10:00:00,0.255,1.545
2015-07-16 11:00:00,0.258,16.867
2015-07-16 12:00:00,0.258,15.996
2015-07-16 13:00:00,0.248,21.102
2015-07-16 14:00:00,0.244,1.164
2015-07-16 15:00:00,0.246,1.054
2015-07-16 16:00:00,0.248,3.359
2015-07-16 17:00:00,0.209,3.107
2015-07-16 18:00:00,0.202,1.728
2015-07-16 19:00:00,0.202,2.391
2015-07-16 20:00:00,0.197,0.887
2015-07-16 21:00:00,0.184,0.932
2015-07-16 22:00:00,0.204,0.76
2015-07-16 23:00:00,0.197,1.448
2015-07-17 00:00:00,0.204,1.473
2015-07-17 01:00:00,0.209,1.07
2015-07-17 02:00:00,0.207,1.156
2015-07-17 03:00:00,0.207,4.036
2015-07-17 04:00:00,0.235,1.611
2015-07-17 05:00:00,0.253,1.221
2015-07-17 06:00:00,0.275,1.975
2015-07-17 07:00:00,0.257,1.591
2015-07-17 08:00:00,0.288,1.254
2015-07-17 09:00:00,0.242,1.188
2015-07-17 10:00:00,0.246,0.882
2015-07-17 11:00:00,0.28,22.437
2015-07-17 12:00:00,0.248,6.434
2015-07-17 13:00:00,0.249,1.7
2015-07-17 14:00:00,0.251,1.778
2015-07-17 15:00:00,0.255,0.617
2015-07-17 16:00:00,0.224,2.833
2015-07-17 17:00:00,0.213,1.94
2015-07-17 18:00:00,0.215,0.861
2015-07-17 19:00:00,0.217,0.642
2015-07-17 20:00:00,0.204,0.68
2015-07-17 21:00:00,0.207,2.13
2015-07-17 22:00:00,0.198,0.591
2015-07-17 23:00:00,0.204,0.508
2015-07-18 00:00:00,0.211,1.265
2015-07-18 01:00:00,0.187,20.293
2015-07-18 02:00:00,0.207,37.528
2015-07-18 03:00:00,0.195,14.463
2015-07-18 04:00:00,0.222,16.185
2015-07-18 05:00:00,0.233,1.166
2015-07-18 06:00:00,0.233,0.584
2015-07-18 07:00:00,0.246,0.635
2015-07-18 08:00:00,0.226,0.941
2015-07-18 09:00:00,0.258,0.868
2015-07-18 10:00:00,0.238,0.7
2015-07-18 11:00:00,0.246,0.903
2015-07-18 12:00:00,0.233,0.707
2015-07-18 13:00:00,0.244,0.731
2015-07-18 14:00:00,0.248,0.647
2015-07-18 15:00:00,0.231,0.817
2015-07-18 16:00:00,0.217,0.807
2015-07-18 17:00:00,0.229,0.839
2015-07-18 18:00:00,0.206,0.822
2015-07-18 19:00:00,0.2,1.116
2015-07-18 20:00:00,0.197,0.997
2015-07-18 21:00:00,0.189,0.817
2015-07-18 22:00:00,0.186,0.711
2015-07-18 23:00:00,0.195,0.845
2015-07-19 00:00:00,0.197,0.712
2015-07-19 01:00:00,0.211,0.774
2015-07-19 02:00:00,0.207,1.248
2015-07-19 03:00:00,0.224,0.926
2015-07-19 04:00:00,0.213,1.857
2015-07-19 05:00:00,0.235,1.68
2015-07-19 06:00:00,0.249,3.334
2015-07-19 07:00:00,0.242,4.482
2015-07-19 08:00:00,0.244,7.263
2015-07-19 09:00:00,0.242,4.633
2015-07-19 10:00:00,0.264,4.752
2015-07-19 11:00:00,0.244,5.42
2015-07-19 12:00:00,0.257,6.084
2015-07-19 13:00:00,0.224,4.179
2015-07-19 14:00:00,0.227,4.298
2015-07-19 15:00:00,0.22,6.446
2015-07-19 16:00:00,0.217,13.447
2015-07-19 17:00:00,0.191,2.288
2015-07-19 18:00:00,0.211,2.401
2015-07-19 19:00:00,0.193,4.393
2015-07-19 20:00:00,0.186,7.806
2015-07-19 21:00:00,0.184,4.055
2015-07-19 22:00:00,0.177,3.389
2015-07-19 23:00:00,0.182,3.546
2015-07-20 00:00:00,0.186,2.323
2015-07-20 01:00:00,0.189,2.522
2015-07-20 02:00:00,0.206,2.665
2015-07-20 03:00:00,0.207,2.684
2015-07-20 04:00:00,0.211,2.614
2015-07-20 05:00:00,0.248,1.992
2015-07-20 06:00:00,0.233,2.129
2015-07-20 07:00:00,0.235,1.975
2015-07-20 08:00:00,0.229,0.629
2015-07-20 09:00:00,0.209,0.808
2015-07-20 10:00:00,0.222,0.79
2015-07-20 11:00:00,0.224,0.036
2015-07-20 12:00:00,0.246,1.394
2015-07-20 13:00:00,0.249,2.452
2015-07-20 14:00:00,0.233,2.363
2015-07-20 15:00:00,0.242,2.623
2015-07-20 16:00:00,0.229,3.493
2015-07-20 17:00:00,0.2,3.507
2015-07-20 18:00:00,0.213,4.339
2015-07-20 19:00:00,0.209,1.325
2015-07-20 20:00:00,0.193,0.714
2015-07-20 21:00:00,0.187,1.034
2015-07-20 22:00:00,0.158,0.8
2015-07-20 23:00:00,0.178,1.145
2015-07-21 00:00:00,0.189,0.815
2015-07-21 01:00:00,0.178,1.062
2015-07-21 02:00:00,0.197,1.601
2015-07-21 03:00:00,0.198,2.962
2015-07-21 04:00:00,0.213,4.469
2015-07-21 05:00:00,0.224,4.148
2015-07-21 06:00:00,0.255,6.436
2015-07-21 07:00:00,0.246,5.39
2015-07-21 08:00:00,0.246,4.081
2015-07-21 09:00:00,0.264,6.173
2015-07-21 10:00:00,0.264,4.912
2015-07-21 11:00:00,0.269,4.619
2015-07-21 12:00:00,0.258,4.415
2015-07-21 13:00:00,0.246,4.002
2015-07-21 14:00:00,0.231,5.232
2015-07-21 15:00:00,0.235,4.829
2015-07-21 16:00:00,0.231,4.834
2015-07-21 17:00:00,0.207,4.424
2015-07-21 18:00:00,0.217,4.47
2015-07-21 19:00:00,0.215,6.038
2015-07-21 20:00:00,0.193,3.26
2015-07-21 21:00:00,0.18,2.108
2015-07-21 22:00:00,0.197,1.714
2015-07-21 23:00:00,0.173,1.596
2015-07-22 00:00:00,0.18,1.824
2015-07-22 01:00:00,0.211,2.011
2015-07-22 02:00:00,0.217,2.248
2015-07-22 03:00:00,0.227,2.525
2015-07-22 04:00:00,0.231,2.594
2015-07-22 05:00:00,0.238,2.366
2015-07-22 06:00:00,0.238,2.45
2015-07-22 07:00:00,0.253,3.129
2015-07-22 08:00:00,0.249,3.03
2015-07-22 09:00:00,0.24,3.094
2015-07-22 10:00:00,0.229,2.89
2015-07-22 11:00:00,0.22,2.843
2015-07-22 12:00:00,0.248,2.662
2015-07-22 13:00:00,0.229,2.883
2015-07-22 14:00:00,0.209,2.577
2015-07-22 15:00:00,0.217,2.631
2015-07-22 16:00:00,0.209,2.457
2015-07-22 17:00:00,0.206,2.419
2015-07-22 18:00:00,0.171,2.101
2015-07-22 19:00:00,0.16,1.903
2015-07-22 20:00:00,0.177,2.782
2015-07-22 21:00:00,0.18,1.876
2015-07-22 22:00:00,0.171,3.121
2015-07-22 23:00:00,0.178,2.595
2015-07-23 00:00:00,0.142,3.678
2015-07-23 01:00:00,0.178,6.358
2015-07-23 02:00:00,0.157,6.116
2015-07-23 03:00:00,0.169,11.269
2015-07-23 04:00:00,0.173,2.662
2015-07-23 05:00:00,0.204,3.094
2015-07-23 06:00:00,0.217,3.984
2015-07-23 07:00:00,0.229,4.341
2015-07-23 08:00:00,0.233,5.85
2015-07-23 09:00:00,0.218,6.418
2015-07-23 10:00:00,0.227,2.459
2015-07-23 11:00:00,0.215,1.759
2015-07-23 12:00:00,0.215,1.956
2015-07-23 13:00:00,0.204,2.049
2015-07-23 14:00:00,0.215,1.959
2015-07-23 15:00:00,0.226,4.501
2015-07-23 16:00:00,0.22,4.781
2015-07-23 17:00:00,0.213,1.989
2015-07-23 18:00:00,0.2,1.474
2015-07-23 19:00:00,0.198,1.377
2015-07-23 20:00:00,0.18,1.393
2015-07-23 21:00:00,0.189,3.266
2015-07-23 22:00:00,0.178,2.007
2015-07-23 23:00:00,0.167,1.742
2015-07-24 00:00:00,0.178,3.171
2015-07-24 01:00:00,0.169,4.505
2015-07-24 02:00:00,0.173,3.531
2015-07-24 03:00:00,0.18,4.582
2015-07-24 04:00:00,0.184,6.262
2015-07-24 05:00:00,0.206,7.858
2015-07-24 06:00:00,0.235,16.673
2015-07-24 07:00:00,0.217,18.276
2015-07-24 08:00:00,0.215,15.088
2015-07-24 09:00:00,0.222,12.113
2015-07-24 10:00:00,0.224,7.209
2015-07-24 11:00:00,0.251,6.145
2015-07-24 12:00:00,0.237,11.175
2015-07-24 13:00:00,0.248,6.223
2015-07-24 14:00:00,0.253,3.998
2015-07-24 15:00:00,0.213,3.564
2015-07-24 16:00:00,0.22,3.025
2015-07-24 17:00:00,0.186,14.724
2015-07-24 18:00:00,0.204,4.388
2015-07-24 19:00:00,0.207,1.018
2015-07-24 20:00:00,0.184,0.629
2015-07-24 21:00:00,0.186,0.796
2015-07-24 22:00:00,0.171,0.517
2015-07-24 23:00:00,0.187,1.497
2015-07-25 00:00:00,0.202,2.112
2015-07-25 01:00:00,0.18,0.982
2015-07-25 02:00:00,0.2,0.985
2015-07-25 03:00:00,0.191,2.125
2015-07-25 04:00:00,0.224,2.098
2015-07-25 05:00:00,0.211,1.681
2015-07-25 06:00:00,0.229,1.564
2015-07-25 07:00:00,0.229,1.537
2015-07-25 08:00:00,0.224,1.1
2015-07-25 09:00:00,0.237,1.224
2015-07-25 10:00:00,0.233,2.522
2015-07-25 11:00:00,0.24,3.276
2015-07-25 12:00:00,0.235,3.083
2015-07-25 13:00:00,0.233,3.067
2015-07-25 14:00:00,0.24,3.291
2015-07-25 15:00:00,0.253,2.215
2015-07-25 16:00:00,0.211,4.74
2015-07-25 17:00:00,0.193,1.31
2015-07-25 18:00:00,0.16,0.864
2015-07-25 19:00:00,0.169,0.66
2015-07-25 20:00:00,0.18,0.657
2015-07-25 21:00:00,0.166,6.826
2015-07-25 22:00:00,0.187,13.101
2015-07-25 23:00:00,0.171,3.9
2015-07-26 00:00:00,0.189,6.93
2015-07-26 01:00:00,0.186,14.976
2015-07-26 02:00:00,0.191,14.29
2015-07-26 03:00:00,0.218,12.287
2015-07-26 04:00:00,0.222,9.825
2015-07-26 05:00:00,0.218,12.171
2015-07-26 06:00:00,0.235,10.266
2015-07-26 07:00:00,0.22,6.043
2015-07-26 08:00:00,0.222,6.226
2015-07-26 09:00:00,0.211,4.179
2015-07-26 10:00:00,0.224,4.515
2015-07-26 11:00:00,0.246,4.286
2015-07-26 12:00:00,0.246,4.374
2015-07-26 13:00:00,0.233,4.826
2015-07-26 14:00:00,0.235,4.984
2015-07-26 15:00:00,0.229,7.727
2015-07-26 16:00:00,0.224,6.284
2015-07-26 17:00:00,0.215,3.713
2015-07-26 18:00:00,0.198,3.409
2015-07-26 19:00:00,0.207,3.036
2015-07-26 20:00:00,0.184,3.858
2015-07-26 21:00:00,0.175,2.643
2015-07-26 22:00:00,0.178,1.906
2015-07-26 23:00:00,0.186,8.579
2015-07-27 00:00:00,0.184,6.956
2015-07-27 01:00:00,0.213,4.517
2015-07-27 02:00:00,0.202,4.107
2015-07-27 03:00:00,0.211,8.13
2015-07-27 04:00:00,0.213,5.591
2015-07-27 05:00:00,0.218,11.332
2015-07-27 06:00:00,0.224,7.237
2015-07-27 07:00:00,0.24,10.654
2015-07-27 08:00:00,0.222,13.311
2015-07-27 09:00:00,0.218,15.788
2015-07-27 10:00:00,0.209,10.974
2015-07-27 11:00:00,0.217,9.295
2015-07-27 12:00:00,0.207,7.636
2015-07-27 13:00:00,0.233,6.943
2015-07-27 14:00:00,0.211,4.108
2015-07-27 15:00:00,0.22,3.109
2015-07-27 16:00:00,0.215,5.42
2015-07-27 17:00:00,0.204,10.148
2015-07-27 18:00:00,0.153,4.4
2015-07-27 19:00:00,0.182,15.674
2015-07-27 20:00:00,0.171,3.684
2015-07-27 21:00:00,0.18,2.952
2015-07-27 22:00:00,0.177,4.733
2015-07-27 23:00:00,0.195,2.652
2015-07-28 00:00:00,0.178,2.142
2015-07-28 01:00:00,0.177,1.714
2015-07-28 02:00:00,0.191,1.927
2015-07-28 03:00:00,0.184,2.19
2015-07-28 04:00:00,0.191,4.029
2015-07-28 05:00:00,0.189,5.477
2015-07-28 06:00:00,0.244,3.845
2015-07-28 07:00:00,0.249,3.887
2015-07-28 08:00:00,0.227,2.83
2015-07-28 09:00:00,0.233,3.195
2015-07-28 10:00:00,0.226,4.709
2015-07-28 11:00:00,0.231,4.907
2015-07-28 12:00:00,0.226,4.18
2015-07-28 13:00:00,0.24,5.134
2015-07-28 14:00:00,0.242,3.384
2015-07-28 15:00:00,0.248,6.773
2015-07-28 16:00:00,0.264,5.751
2015-07-28 17:00:00,0.224,13.389
2015-07-28 18:00:00,0.222,8.368
2015-07-28 19:00:00,0.207,7.408
2015-07-28 20:00:00,0.215,2.735
2015-07-28 21:00:00,0.175,3.298
2015-07-28 22:00:00,0.182,3.525
2015-07-28 23:00:00,0.182,1.841
2015-07-29 00:00:00,0.187,1.504
2015-07-29 01:00:00,0.215,4.127
2015-07-29 02:00:00,0.213,4.726
2015-07-29 03:00:00,0.229,9.731
2015-07-29 04:00:00,0.224,10.325
2015-07-29 05:00:00,0.227,2.742
2015-07-29 06:00:00,0.231,3.059
2015-07-29 07:00:00,0.238,4.402
2015-07-29 08:00:00,0.229,3.51
2015-07-29 09:00:00,0.233,5.105
2015-07-29 10:00:00,0.238,6.008
2015-07-29 11:00:00,0.242,10.701
2015-07-29 12:00:00,0.231,6.976
2015-07-29 13:00:00,0.242,1.791
2015-07-29 14:00:00,0.278,1.11
2015-07-29 15:00:00,0.284,1.386
2015-07-29 16:00:00,0.288,1.224
2015-07-29 17:00:00,0.255,1.217
2015-07-29 18:00:00,0.235,1.396
2015-07-29 19:00:00,0.233,1.126
2015-07-29 20:00:00,0.215,0.828
2015-07-29 21:00:00,0.182,0.918
2015-07-29 22:00:00,0.193,0.96
2015-07-29 23:00:00,0.184,0.543
2015-07-30 00:00:00,0.2,0.895
2015-07-30 01:00:00,0.182,1.005
2015-07-30 02:00:00,0.184,0.752
2015-07-30 03:00:00,0.171,1.009
2015-07-30 04:00:00,0.193,3.083
2015-07-30 05:00:00,0.213,3.832
2015-07-30 06:00:00,0.235,7.854
2015-07-30 07:00:00,0.251,2.888
2015-07-30 08:00:00,0.257,0.272
2015-07-30 09:00:00,0.233,0.214
2015-07-30 10:00:00,0.233,3.115
2015-07-30 11:00:00,0.233,0.809
2015-07-30 12:00:00,0.246,1.277
2015-07-30 13:00:00,0.249,1.602
2015-07-30 14:00:00,0.255,2.073
2015-07-30 15:00:00,0.237,0.983
2015-07-30 16:00:00,0.238,0.825
2015-07-30 17:00:00,0.213,0.726
2015-07-30 18:00:00,0.22,1.296
2015-07-30 19:00:00,0.207,0.44
2015-07-30 20:00:00,0.207,0.234
2015-07-30 21:00:00,0.144,0.577
2015-07-30 22:00:00,0.211,0.868
2015-07-30 23:00:00,0.153,0.811
2015-07-31 00:00:00,0.217,0.724
2015-07-31 01:00:00,0.258,0.772
2015-07-31 02:00:00,0.218,0.964
2015-07-31 03:00:00,0.202,6.341
2015-07-31 04:00:00,0.229,7.29
2015-07-31 05:00:00,0.251,9.175
2015-07-31 06:00:00,0.275,5.366
2015-07-31 07:00:00,0.28,9.658
2015-07-31 08:00:00,0.289,16.089
2015-07-31 09:00:00,0.278,16.444
2015-07-31 10:00:00,0.286,14.856
2015-07-31 11:00:00,0.289,9.456
2015-07-31 12:00:00,0.278,5.486
2015-07-31 13:00:00,0.286,6.76
2015-07-31 14:00:00,0.277,7.804
2015-07-31 15:00:00,0.278,4.39
2015-07-31 16:00:00,0.278,3.85
2015-07-31 17:00:00,0.266,5.259
2015-07-31 18:00:00,0.266,3.276
2015-07-31 19:00:00,0.24,3.836
2015-07-31 20:00:00,0.233,19.723
2015-07-31 21:00:00,0.218,11.64
2015-07-31 22:00:00,0.207,6.218
2015-07-31 23:00:00,0.233,4.251
2015-08-01 00:00:00,0.195,2.421
2015-08-01 01:00:00,0.186,1.99
2015-08-01 02:00:00,0.222,6.937
2015-08-01 03:00:00,0.249,4.014
2015-08-01 04:00:00,0.266,4.036
2015-08-01 05:00:00,0.271,4.176
2015-08-01 06:00:00,0.275,4.139
2015-08-01 07:00:00,0.271,5.285
2015-08-01 08:00:00,0.269,5.296
2015-08-01 09:00:00,0.278,5.958
2015-08-01 10:00:00,0.275,7.807
2015-08-01 11:00:00,0.273,14.308
2015-08-01 12:00:00,0.289,12.407
2015-08-01 13:00:00,0.289,15.414
2015-08-01 14:00:00,0.298,13.444
2015-08-01 15:00:00,0.291,4.606
2015-08-01 16:00:00,0.26,11.068
2015-08-01 17:00:00,0.242,6.443
2015-08-01 18:00:00,0.226,3.78
2015-08-01 19:00:00,0.213,1.267
2015-08-01 20:00:00,0.193,1.347
2015-08-01 21:00:00,0.2,2.272
2015-08-01 22:00:00,0.198,1.669
2015-08-01 23:00:00,0.206,0.263
2015-08-02 00:00:00,0.186,0.059
2015-08-02 01:00:00,0.186,0.182
2015-08-02 02:00:00,0.211,0.532
2015-08-02 03:00:00,0.222,8.708
2015-08-02 04:00:00,0.264,14.054
2015-08-02 05:00:00,0.253,15.221
2015-08-02 06:00:00,0.295,5.118
2015-08-02 07:00:00,0.289,1.607
2015-08-02 08:00:00,0.297,0.299
2015-08-02 09:00:00,0.28,0.203
2015-08-02 10:00:00,0.3,0.201
2015-08-02 11:00:00,0.293,0.286
2015-08-02 12:00:00,0.295,0.345
2015-08-02 13:00:00,0.306,2.242
2015-08-02 14:00:00,0.289,5.921
2015-08-02 15:00:00,0.311,5.987
2015-08-02 16:00:00,0.297,4.758
2015-08-02 17:00:00,0.298,3.727
2015-08-02 18:00:00,0.326,0.619
2015-08-02 19:00:00,0.297,2.313
2015-08-02 20:00:00,0.244,0.165
2015-08-02 21:00:00,0.251,0.046
2015-08-02 22:00:00,0.268,1.485
2015-08-02 23:00:00,0.266,2.22
2015-08-03 00:00:00,0.229,2.524
2015-08-03 01:00:00,0.237,5.488
2015-08-03 02:00:00,0.264,4.929
2015-08-03 03:00:00,0.298,3.605
2015-08-03 04:00:00,0.309,1.04
2015-08-03 05:00:00,0.377,1.452
2015-08-03 06:00:00,0.344,0.511
2015-08-03 07:00:00,0.344,0.131
2015-08-03 08:00:00,0.342,0.188
2015-08-03 09:00:00,0.317,0.077
2015-08-03 10:00:00,0.302,0.066
2015-08-03 11:00:00,0.329,0.113
2015-08-03 12:00:00,0.329,0.068
2015-08-03 13:00:00,0.318,0.085
2015-08-03 14:00:00,0.357,0.098
2015-08-03 15:00:00,0.375,0.556
2015-08-03 16:00:00,0.397,0.279
2015-08-03 17:00:00,0.351,0.176
2015-08-03 18:00:00,0.277,0.097
2015-08-03 19:00:00,0.269,0.195
2015-08-03 20:00:00,0.26,0.119
2015-08-03 21:00:00,0.238,0.189
2015-08-03 22:00:00,0.235,0.062
2015-08-03 23:00:00,0.262,0.203
2015-08-04 00:00:00,0.262,0.146
2015-08-04 01:00:00,0.291,0.322
2015-08-04 02:00:00,0.26,0.144
2015-08-04 03:00:00,0.337,0.209
2015-08-04 04:00:00,0.391,3.675
2015-08-04 05:00:00,0.428,3.15
2015-08-04 06:00:00,0.455,0.398
2015-08-04 07:00:00,0.422,0.281
2015-08-04 08:00:00,0.388,0.158
2015-08-04 09:00:00,0.36,0.04
2015-08-04 10:00:00,0.351,0.06
2015-08-04 11:00:00,0.384,0.211
2015-08-04 12:00:00,0.395,0.494
2015-08-04 13:00:00,0.388,1.31
2015-08-04 14:00:00,0.439,1.631
2015-08-04 15:00:00,0.391,1.731
2015-08-04 16:00:00,0.339,1.248
2015-08-04 17:00:00,0.266,1.675
2015-08-04 18:00:00,0.248,2.062
2015-08-04 19:00:00,0.213,4.052
2015-08-04 20:00:00,0.237,3.551
2015-08-04 21:00:00,0.215,3.732
2015-08-04 22:00:00,0.178,3.703
2015-08-04 23:00:00,0.226,3.703
2015-08-05 00:00:00,0.257,3.481
2015-08-05 01:00:00,0.211,2.928
2015-08-05 02:00:00,0.224,3.129
2015-08-05 03:00:00,0.273,3.136
2015-08-05 04:00:00,0.298,3.718
2015-08-05 05:00:00,0.351,3.744
2015-08-05 06:00:00,0.41,3.489
2015-08-05 07:00:00,0.46,3.709
2015-08-05 08:00:00,0.457,3.399
2015-08-05 09:00:00,0.428,2.247
2015-08-05 10:00:00,0.395,1.664
2015-08-05 11:00:00,0.395,1.788
2015-08-05 12:00:00,0.393,2.944
2015-08-05 13:00:00,0.391,3.949
2015-08-05 14:00:00,0.417,1.895
2015-08-05 15:00:00,0.41,0.903
2015-08-05 16:00:00,0.431,0.781
2015-08-05 17:00:00,0.348,2.378
2015-08-05 18:00:00,0.322,2.852
2015-08-05 19:00:00,0.258,1.029
2015-08-05 20:00:00,0.229,2.635
2015-08-05 21:00:00,0.218,1.59
2015-08-05 22:00:00,0.207,0.417
2015-08-05 23:00:00,0.213,1.23
2015-08-06 00:00:00,0.18,1.553
2015-08-06 01:00:00,0.186,1.269
2015-08-06 02:00:00,0.207,0.704
2015-08-06 03:00:00,0.22,1.017
2015-08-06 04:00:00,0.238,1.033
2015-08-06 05:00:00,0.298,1.992
2015-08-06 06:00:00,0.344,2.532
2015-08-06 07:00:00,0.355,2.231
2015-08-06 08:00:00,0.339,2.829
2015-08-06 09:00:00,0.346,3.28
2015-08-06 10:00:00,0.328,3.119
2015-08-06 11:00:00,0.329,2.479
2015-08-06 12:00:00,0.371,2.237
2015-08-06 13:00:00,0.366,2.915
2015-08-06 14:00:00,0.368,2.937
2015-08-06 15:00:00,0.371,2.845
2015-08-06 16:00:00,0.302,2.726
2015-08-06 17:00:00,0.238,2.533
2015-08-06 18:00:00,0.207,2.798
2015-08-06 19:00:00,0.229,1.806
2015-08-06 20:00:00,0.224,1.395
2015-08-06 21:00:00,0.222,0.822
2015-08-06 22:00:00,0.217,0.606
2015-08-06 23:00:00,0.22,0.61
2015-08-07 00:00:00,0.242,0.465
2015-08-07 01:00:00,0.269,0.303
2015-08-07 02:00:00,0.326,1.536
2015-08-07 03:00:00,0.36,2.563
2015-08-07 04:00:00,0.36,1.833
2015-08-07 05:00:00,0.36,0.259
2015-08-07 06:00:00,0.318,0.371
2015-08-07 07:00:00,0.295,0.275
2015-08-07 08:00:00,0.339,0.223
2015-08-07 09:00:00,0.313,0.128
2015-08-07 10:00:00,0.337,0.444
2015-08-07 11:00:00,0.359,0.258
2015-08-07 12:00:00,0.369,0.34
2015-08-07 13:00:00,0.419,1.051
2015-08-07 14:00:00,0.475,1.205
2015-08-07 15:00:00,0.397,0.189
